date,lme_price_3features,bloomberg_metals_price,bloomberg_metals_change,ftse_index,ftse_index_change,sp_metals_price,sp_metals_change,mosexchange_price,mosexchange_change,baltic_dry_index,baltic_dry_index_change,usd_clp_price,usd_clp_change,usd_cny_price,usd_cny_change,usd_jpy_price,usd_jpy_change,usd_eur_price,usd_eur_change,usd_rub_price,usd_rub_change,dxy_price,dxy_change,chalco_price,hongqiao_price,norsk_hydro_price,rusal_price,alcoa_price,kaiser_price,australia_fed_rate_value,brazil_pmi_value,brazil_inflation_value,brazil_fed_rate_value,china_pmi_value,china_inflation_value,china_fed_rate_value,china_composite_pmi_value,peru_fed_rate_value,peru_producer_price_index,peru_consumer_price_index,usa_fed_rate_value,usa_inflation_value,usa_pmi_value,import_brazil_value,export_brazil_value,import_usa_value,export_usa_value,import_china_value,export_china_value,import_australia_value,export_australia_value,log10_lme_volume,log10_chalco_volume,log10_hongqiao_volume,log10_norsk_hydro_volume,log10_rusal_volume,log10_alcoa_volume,log10_kaiser_volume,lme_price_smooth
2018-01-07,2238.8928571428573,136.7982142857143,-0.5089285714285714,12396.915714285715,0.7796428571428571,1883.810714285714,1.1235714285714287,5963.8555,0.8568571428571429,1314.6233766233765,-0.7231168831168835,607.3614285714285,-0.22857142857142856,6.496214285714286,-0.02571428571428571,112.78,0.09142857142857141,0.8316,0.08571428571428573,57.118700714285715,-0.228,112.78,0.09142857142857141,5.938214285714286,9.227500000000001,61.31607160714286,5.829642857142858,54.62785675,110.04535571428572,1.5,48.857142857142854,2.86,7.285714285714286,51.1,0.12857142857142856,4.3,52.199999999999996,3.25,105.41,88.4,1.5,0.2571428571428572,54.32857142857143,151396.0,85202.0,1950808.0,993627.0,631092.0,1981156.0,179300.0,317485.0,6.041439383593461,7.61726136303899,6.800356356393896,6.6777591483375165,6.771362348864367,6.563654561236578,4.923451619996342,2237.375850340136
2018-01-14,2199.6428571428573,135.8542857142857,0.0732142857142857,12639.66857142857,0.47714285714285715,1923.292857142857,0.21928571428571433,6033.078928571429,0.23714285714285716,1324.4285714285713,-1.4000000000000001,605.4785714285715,-0.10142857142857142,6.484642857142857,-0.19142857142857142,111.58000000000001,-0.35000000000000003,0.8283142857142857,-0.4499999999999999,56.72254642857143,-0.10285714285714288,111.58000000000001,-0.35000000000000003,5.651428571428572,10.277142857142858,61.80571485714285,5.744285714285715,56.02428514285714,111.43535939285714,1.5,48.8,2.86,7.0,51.5,0.3,4.3,53.0,3.25,105.41,88.48,1.5,0.2,54.1,151396.0,85202.0,1950808.0,993627.0,631092.0,1981156.0,179300.0,317485.0,6.037183574439649,7.900824789303475,6.9650836524055055,6.648055488554937,6.650373076467778,6.605816930736791,4.945404112543486,2189.2448979591836
2018-01-21,2224.6428571428573,135.94714285714286,0.044642857142857165,12928.584285714285,0.5599999999999999,1931.792857142857,-0.13214285714285717,6065.811428571428,0.3628571428571429,1166.7142857142858,-1.9271428571428573,606.2057142857142,0.09142857142857143,6.421285714285714,-0.15857142857142856,110.83714285714287,-0.05714285714285714,0.8172428571428572,-0.07142857142857142,56.58155714285714,0.01571428571428571,110.83714285714287,-0.05714285714285714,5.655714285714287,10.362857142857143,60.87142771428571,5.771428571428571,54.534285714285716,113.28106996428572,1.5,48.8,2.86,7.0,51.5,0.3,4.3,53.0,3.0357142857142856,105.41,88.48,1.5,0.2,54.1,151396.0,85202.0,1950808.0,993627.0,631092.0,1981156.0,179300.0,317485.0,6.036853897479917,7.9873481839388205,7.470941891306785,6.663717700596167,6.897499936435905,6.792551472265834,4.979394087877195,2209.4251700680275
2018-01-28,2236.785714285714,138.12285714285716,0.3114285714285714,13296.157142857144,0.23857142857142857,1943.9285714285713,0.051428571428571476,6070.498571428571,-0.17714285714285713,1193.5714285714287,1.127142857142857,603.7571428571429,-0.028571428571428588,6.354500000000001,-0.1571428571428571,109.46428571428571,-0.3271428571428571,0.8084428571428572,-0.21285714285714286,56.25599999999999,-0.012857142857142869,109.46428571428571,-0.3271428571428571,5.807142857142857,11.040000000000001,58.308570857142854,5.821428571428571,53.47571471428571,114.16571371428572,1.5,48.8,2.86,7.0,51.5,0.3,4.3,53.0,3.0,105.41,88.48,1.5,0.2,54.1,151396.0,85202.0,1950808.0,993627.0,631092.0,1981156.0,179300.0,317485.0,6.035564430867081,7.748642163860863,6.90683783393838,6.701093258082797,7.057778581761172,6.55198753496949,5.044704188135947,2231.5102040816323
2018-02-04,2225.5,138.51857142857142,-0.17428571428571424,13099.915714285715,-0.21285714285714283,1826.0,-2.2285714285714286,6013.5314285714285,-0.28428571428571425,1134.7142857142858,-1.9257142857142857,602.6800000000001,0.11714285714285712,6.306071428571428,-0.06285714285714285,109.38,0.14285714285714285,0.8045714285714285,0.11714285714285715,56.44735714285714,0.40142857142857136,109.38,0.14285714285714285,5.409999999999999,10.02,56.385715142857144,5.845714285714286,51.15571414285715,108.69000142857143,1.5,48.8,2.8485714285714283,7.0,51.5,0.3,4.3,53.0,3.0,105.43571428571428,88.48,1.5,0.2,54.1,140421.57142857142,87899.0,1991141.2857142857,978057.8571428572,633616.7142857143,2100507.1428571427,164757.7142857143,315937.4285714286,6.033577938886678,7.937844990645069,6.870473087766972,6.703862053969032,7.16372774489673,6.650593432246807,5.096853737468349,2234.017006802721
2018-02-11,2165.4285714285716,134.49142857142857,-0.6899999999999998,12285.618571428571,-1.8457142857142856,1741.7428571428572,0.12571428571428564,5894.312857142858,-0.4385714285714286,1107.5714285714287,0.61,601.7028571428572,-0.07428571428571429,6.2987142857142855,-0.008571428571428572,109.00142857142858,-0.18142857142857144,0.8138,0.21142857142857147,57.81641428571429,0.31428571428571433,109.00142857142858,-0.18142857142857144,4.791428571428571,8.891428571428571,55.45714314285714,5.645714285714286,47.15142828571429,104.67714371428572,1.5,50.7,2.84,7.0,51.5,0.6,4.3,53.7,3.0,105.47,88.59,1.5,0.4,53.8,125789.0,91495.0,2044919.0,957299.0,636983.0,2259642.0,145368.0,313874.0,6.0339285542408785,7.902511557896216,6.956186735023839,6.755087622412416,6.743263077191627,6.578947830402103,5.057169450611683,2196.112244897959
2018-02-18,2165.0714285714284,138.19250000000002,0.745,12127.240000000002,1.0535714285714286,1859.9142857142856,1.779642857142857,5986.5257142857145,0.21285714285714288,1096.5714285714287,-0.5542857142857143,594.9828571428571,-0.24000000000000002,6.344214285714286,0.1157142857142857,106.97857142857143,-0.2642857142857143,0.8063,-0.08428571428571428,56.83168571428571,-0.4771428571428572,106.97857142857143,-0.2642857142857143,4.820571428571428,9.122285714285713,56.52285685714286,5.579142857142857,47.52464346428571,107.50607049999999,1.5,50.7,2.84,7.0,51.5,0.6,4.3,53.7,3.0,105.47,88.59,1.5,0.4,53.8,125789.0,91495.0,2044919.0,957299.0,636983.0,2259642.0,145368.0,313874.0,6.101626628678063,7.415498427124847,6.458828131296179,6.740144026658048,6.488154633372582,6.670325690488746,5.090966637141326,2150.095238095238
2018-02-25,2182.9285714285716,138.33107142857142,-0.515,12393.548571428571,1.4064285714285714,1872.1142857142856,-0.24892857142857142,6024.585714285714,0.36214285714285716,1154.0,1.58,592.2985714285714,-0.17857142857142858,6.340742857142857,-0.10142857142857144,107.02571428571427,0.10285714285714288,0.8115,0.14714285714285716,56.37802857142857,-0.3607142857142857,107.02571428571427,0.10285714285714288,4.949428571428571,9.299142857142856,56.10571457142857,5.406571428571428,47.371785607142854,105.60749792857143,1.5,50.7,2.84,7.0,51.5,0.6,4.3,53.7,3.0,105.47,88.59,1.5,0.4,53.8,125789.0,91495.0,2044919.0,957299.0,636983.0,2259642.0,145368.0,313874.0,6.119673384266301,7.463278270360654,6.393323254500484,6.656964624878088,7.023642164720829,6.581669508681797,5.128532138037421,2212.670068027211
2018-03-04,2146.714285714286,135.35999999999999,-0.43714285714285717,12399.25,-0.2542857142857143,1851.9142857142856,-0.061428571428571464,5977.925714285715,-0.19714285714285712,1198.7142857142858,0.4328571428571429,595.2114285714285,0.25999999999999995,6.337514285714286,-0.0014285714285714377,106.41142857142857,-0.15571428571428572,0.8141142857142858,-0.11142857142857143,56.45432857142857,-0.024285714285714275,106.41142857142857,-0.15571428571428572,4.668571428571428,8.992857142857142,53.279999714285715,5.345714285714286,45.667143714285714,102.22857142857143,1.5,50.7,2.7485714285714287,7.0,51.5,0.6,4.3,53.7,3.0,105.47,88.59,1.5,0.4,53.8,125789.0,91495.0,2044919.0,957299.0,636983.0,2259642.0,145368.0,313874.0,6.121535705049766,7.599911144099603,6.608042920102585,6.835297021757265,6.938191286353906,6.590489181599188,5.122046353879301,2179.595238095238
2018-03-11,2121.0714285714284,133.49714285714285,0.1242857142857143,12509.392857142857,0.5314285714285715,1854.1142857142856,-0.0971428571428571,5950.012857142857,0.12214285714285714,1200.5714285714287,-0.12857142857142856,602.3442857142857,0.030000000000000002,6.331714285714286,-0.05714285714285714,106.37428571428572,0.16857142857142857,0.8100571428571428,-0.011428571428571422,56.688100000000006,-0.019999999999999997,106.37428571428572,0.16857142857142857,4.612857142857143,9.907142857142857,51.87714328571428,4.972857142857143,47.43857271428571,105.19142914285715,1.5,52.07142857142857,2.68,6.857142857142857,51.55714285714286,0.9428571428571428,4.3,53.471428571428575,3.0,105.74,88.72142857142856,1.5,0.34285714285714286,54.942857142857136,139019.0,103909.0,2096532.0,983195.0,626673.0,2172126.0,177279.0,338484.0,6.119060323162336,7.434122535724842,6.945820452616172,6.776485268079505,6.847547301608848,6.497048713279447,5.142204087872225,2126.0544217687075
2018-03-18,2098.714285714286,132.87,-0.25,12529.504285714285,-0.34142857142857147,1825.3,-0.23571428571428568,5966.901428571428,0.08857142857142855,1158.857142857143,-0.8785714285714284,605.74,0.23428571428571426,6.3277,0.02714285714285714,106.25714285714285,-0.13714285714285715,0.8110285714285714,-0.012857142857142853,57.33294285714286,0.3028571428571429,106.25714285714285,-0.13714285714285715,4.607142857142857,9.56,49.199999428571424,4.822857142857143,47.324285999999994,105.682858,1.5,53.1,2.68,6.607142857142857,51.6,1.2,4.3,53.3,2.892857142857143,105.74,88.82000000000001,1.5,0.3,55.8,139019.0,103909.0,2096532.0,983195.0,626673.0,2172126.0,177279.0,338484.0,6.114980359967554,7.384312208081229,6.763835379465214,6.83746390200614,6.968676119936412,6.442970305691036,5.108289830170942,2085.62925170068
2018-03-25,2076.5,129.8557142857143,-0.5685714285714286,12193.194285714286,-1.0857142857142856,1735.142857142857,-1.0214285714285714,5871.298571428572,-0.5642857142857143,1123.142857142857,-0.1471428571428571,607.7142857142857,-0.10142857142857142,6.318542857142857,-0.18,105.55,-0.15428571428571433,0.8105,-0.2357142857142857,57.31137142857143,-0.07285714285714286,105.55,-0.15428571428571433,4.325714285714286,8.98857142857143,46.75999885714286,4.647142857142858,45.841428428571426,102.30428642857143,1.5,53.1,2.68,6.5,51.6,1.2,4.3,53.3,2.75,105.74,88.82000000000001,1.5,0.3,55.8,139019.0,103909.0,2096532.0,983195.0,626673.0,2172126.0,177279.0,338484.0,6.107713576977218,7.565606064162117,6.820124393802459,6.913387003858516,6.785843101225532,6.473098440633788,5.003725848242317,2065.530612244898
2018-04-01,2029.2285714285715,129.25714285714284,0.20857142857142857,12016.727142857142,0.2214285714285714,1688.2571428571428,0.5178571428571427,5773.561428571428,-0.22571428571428573,1070.8857142857144,-2.0940000000000003,604.5871428571428,-0.07285714285714284,6.282185714285714,-0.11285714285714286,106.07000000000001,0.13714285714285715,0.8101714285714285,0.034285714285714294,57.34914285714286,0.02857142857142858,106.07000000000001,0.13714285714285715,4.320285714285714,8.626000000000001,46.24666676190476,4.685428571428572,44.8571425,100.04142992857143,1.5,53.1,2.6914285714285713,6.5,51.6,1.2,4.3,53.3,2.75,105.74,88.82000000000001,1.5,0.3,55.8,139019.0,103909.0,2096532.0,983195.0,626673.0,2172126.0,177279.0,338484.0,6.1063430758926955,7.412275609385837,6.9245312598923645,6.826118447957043,6.822010310152634,6.421387331253122,5.051602615879153,2027.5510204081634
2018-04-08,2018.4857142857145,130.12428571428572,0.3471428571428571,11913.507142857143,-0.3885714285714286,1703.7,-0.30714285714285733,5666.238571428571,-1.9228571428571428,973.9714285714286,-2.006,604.0671428571429,0.028571428571428574,6.299742857142857,0.07142857142857142,106.75571428571428,0.005714285714285743,0.8141714285714287,-0.045714285714285714,58.16965714285714,0.9800000000000001,106.75571428571428,0.005714285714285743,4.361142857142857,8.58542857142857,46.60476138095238,4.300285714285714,47.277142000000005,101.06142885714284,1.5,52.18571428571429,2.7600000000000002,6.5,51.25714285714286,-0.11428571428571435,4.3028571428571425,52.442857142857136,2.75,105.96857142857142,89.0657142857143,1.6428571428571428,0.12857142857142856,54.885714285714286,132817.2857142857,90201.57142857143,1967892.0,985435.0,530454.7142857143,2001003.142857143,168431.0,299441.71428571426,6.103083738698366,7.341939085743772,6.672595438173017,6.942169988903324,7.078063037677404,6.558635826848177,4.973442560191806,1998.503401360544
2018-04-15,2244.285714285714,135.04714285714286,0.8342857142857144,11980.684285714287,-0.24714285714285714,1762.4285714285713,0.7342857142857142,5321.461428571429,-1.1171428571428572,993.0,1.4242857142857142,598.1871428571428,-0.22142857142857145,6.282457142857143,-0.10285714285714286,107.12714285714286,0.027142857142857142,0.8100714285714286,-0.12000000000000001,61.92121428571429,0.7442857142857143,107.12714285714286,0.027142857142857142,4.791428571428571,9.008571428571429,50.277142857142856,2.0214285714285714,54.01285714285715,105.01571428571428,1.5,51.5,2.7600000000000002,6.5,51.0,-1.1,4.31,51.8,2.75,106.14,89.25,1.75,0.0,54.2,128166.0,79921.0,1871412.0,987115.0,458291.0,1872661.0,161795.0,270160.0,6.116039084556112,7.719327977458671,6.885895709322264,6.9802002607087585,8.36290470293789,6.704694764241431,4.9099470901134,2125.612244897959
2018-04-22,2452.8571428571427,140.08714285714285,0.2028571428571428,11672.630000000001,-0.6471428571428571,1827.9857142857143,0.1385714285714285,5556.677142857143,0.9557142857142856,1181.4285714285713,4.667142857142857,596.83,0.19000000000000003,6.288957142857143,0.13571428571428573,107.53857142857143,0.22142857142857147,0.8115571428571428,0.21142857142857144,61.2839,0.07857142857142858,107.53857142857143,0.22142857142857147,4.9157142857142855,9.002857142857144,52.66571542857143,1.5728571428571427,57.665714428571434,106.18571242857142,1.5,51.5,2.7600000000000002,6.5,51.0,-1.1,4.31,51.8,2.75,106.14,89.25,1.75,0.0,54.2,128166.0,79921.0,1871412.0,987115.0,458291.0,1872661.0,161795.0,270160.0,6.144571740884564,7.713467383547218,6.855007034754222,6.9701192422824265,8.309686517962433,6.921810696909374,5.0265596855835595,2387.391156462585
2018-04-29,2261.285714285714,135.10142857142858,-1.06,11598.991714285714,-0.2317142857142857,1778.8999999999999,-1.1242857142857143,5840.802857142858,0.9185714285714285,1350.0,0.5242857142857142,604.86,0.48571428571428577,6.326614285714285,0.07714285714285715,109.09857142857142,0.18571428571428572,0.8231142857142857,0.21428571428571427,62.22754285714286,0.2942857142857144,109.09857142857142,0.18571428571428572,4.5,8.671428571428573,50.722857857142856,1.9985714285714287,51.715714142857145,100.43857028571428,1.5,51.5,2.7600000000000002,6.5,51.0,-1.1,4.31,51.8,2.75,106.14,89.25,1.75,0.0,54.2,128166.0,79921.0,1871412.0,987115.0,458291.0,1872661.0,161795.0,270160.0,6.134419308606821,7.566373987744316,6.5833952292701765,6.880339097015695,8.173377597639291,6.737296412822805,5.209196718765706,2370.108843537415
2018-05-06,2291.285714285714,134.59714285714284,0.5057142857142857,11537.771142857144,0.16028571428571428,1767.5142857142857,0.7385714285714285,5840.360000000001,-0.21571428571428572,1368.2857142857142,0.7225000000000001,619.5828571428572,0.6257142857142857,6.353514285714286,0.09428571428571429,109.36428571428571,-0.0028571428571428545,0.8347714285714286,0.27999999999999997,63.06852142857143,0.24714285714285714,109.36428571428571,-0.0028571428571428545,4.365714285714286,8.490714285714285,50.468572214285714,2.1992857142857143,53.26714271428572,99.63142928571428,1.5,51.371428571428574,2.8457142857142856,6.5,51.01428571428572,-0.9714285714285715,4.31,51.87142857142857,2.75,106.19714285714285,89.23285714285714,1.75,0.04285714285714286,54.300000000000004,148258.0,65827.28571428571,2095468.5714285714,1059377.857142857,564188.1428571428,1913033.5714285714,145606.42857142858,289655.4285714286,6.120177764793922,7.356163245620102,6.754176656289682,6.770315843334841,7.913516948744176,6.487567360731029,5.085003681750773,2260.08843537415
2018-05-13,2309.214285714286,135.58857142857144,-0.027142857142857142,11822.564285714285,0.4657142857142857,1827.0142857142857,0.37999999999999995,5765.146428571429,-0.11785714285714285,1455.7142857142858,1.5125,626.5799999999999,-0.004285714285714274,6.3509,-0.08857142857142855,109.39857142857143,0.07142857142857142,0.8396714285714285,0.007142857142857137,62.284178571428576,-0.24428571428571427,109.39857142857143,0.07142857142857142,4.388571428571429,8.601428571428572,48.632142428571434,2.1085714285714285,53.691428571428574,103.66714242857142,1.5,50.6,2.86,6.5,51.1,-0.2,4.31,52.3,2.75,106.24,89.13,1.75,0.3,54.9,163327.0,55257.0,2263511.0,1113575.0,643611.0,1943313.0,133465.0,304277.0,6.105613428491116,7.182926505416908,6.599050171095947,6.795857627987217,7.5124630917935615,6.565056376543743,4.962084592959607,2330.3061224489797
2018-05-20,2292.3571428571427,135.96,0.04285714285714285,11877.857142857143,0.20142857142857137,1873.4,0.17857142857142855,5762.164285714286,0.2814285714285714,1348.142857142857,-2.7514285714285713,633.3514285714285,0.5057142857142857,6.3713,0.13857142857142857,110.53285714285714,0.21428571428571427,0.8463285714285714,0.20428571428571426,62.031957142857145,-0.048571428571428585,110.53285714285714,0.21428571428571427,4.35,8.608571428571429,50.39428592857143,1.897142857142857,50.828572,106.24142900000001,1.5,50.6,2.86,6.5,51.1,-0.2,4.31,52.3,2.75,106.24,89.13,1.75,0.3,54.9,163327.0,55257.0,2263511.0,1113575.0,643611.0,1943313.0,133465.0,304277.0,6.095477219669471,7.418393418289074,6.705437275125935,6.886694517400715,7.740757481924571,6.568652471914455,5.013553038313674,2295.4455782312925
