date,value__abs_energy_lme_price_3features_4_weeks,value__abs_energy_peru_producer_price_index_12_weeks,value__absolute_maximum_sp_metals_price_4_weeks,"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)_peru_consumer_price_index_4_weeks","value__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)_peru_consumer_price_index_9_weeks","value__fft_coefficient__attr_""real""__coeff_0_lme_price_3features_2_weeks",value__maximum_lme_price_3features_12_weeks,value__maximum_lme_price_smooth_4_weeks,value__median_peru_producer_price_index_4_weeks,value__minimum_lme_price_3features_9_weeks,value__minimum_log10_hongqiao_volume_12_weeks,value__quantile__q_0.1_hongqiao_price_12_weeks,value__quantile__q_0.3_bloomberg_metals_price_9_weeks,value__quantile__q_0.4_lme_price_smooth_2_weeks,value__quantile__q_0.4_sp_metals_price_12_weeks,value__quantile__q_0.6_mosexchange_price_12_weeks,value__quantile__q_0.6_norsk_hydro_price_9_weeks,value__quantile__q_0.6_peru_producer_price_index_9_weeks,value__quantile__q_0.8_sp_metals_price_12_weeks,value__quantile__q_0.9_export_china_value_12_weeks,value__root_mean_square_lme_price_3features_9_weeks,lme_price_smooth
2021-09-19,28982243.707270406,162024.83648775512,2283.2571428571428,37.429026508866734,130.97511910038412,5545.696428571428,2843.285714285714,2757.302721088435,116.97142857142859,2473.785714285714,7.149999380029001,10.058714285714288,157.80457142857142,2715.4731292517004,2189.9364285714287,11480.288571428571,59.372570714285715,115.86,2272.7342857142858,2890772.1142857145,2610.6242988883223,2886.520408163265
2021-09-26,30749842.054209184,163229.44688775513,2283.2571428571428,37.455125349251404,131.228029211535,5743.285714285714,2900.0,2886.520408163265,118.91642857142858,2473.785714285714,7.149999380029001,10.058714285714288,159.26142857142858,2808.9897959183672,2195.457857142857,11474.056571428573,60.62057105714286,115.86,2272.7342857142858,2931308.157142857,2656.7149320064705,2882.3537414965986
2021-10-03,32234247.44929847,164352.06545102043,2283.2571428571428,37.63801412154747,131.55537239006756,5804.642857142857,2904.6428571428573,2886.520408163265,119.75,2559.5714285714284,7.149999380029001,10.058714285714288,159.49200000000002,2884.020408163265,2195.457857142857,11474.056571428573,61.516000971428575,117.63828571428573,2272.7342857142858,2935231.0,2704.7395117308483,2892.517006802721
2021-10-10,33332111.964285716,165344.64464489796,2277.785714285714,37.795788501475535,131.93586151693458,5803.071428571429,2904.6428571428573,2892.517006802721,119.75,2577.285714285714,7.149999380029001,10.038785714285716,159.49200000000002,2886.4190476190474,2194.44,11474.056571428573,63.84514345714286,119.41657142857143,2272.7342857142858,2935231.0,2742.4649237618446,2890.047619047619
2021-10-17,33839436.760204084,166797.78594489794,2203.714285714286,37.795788501475535,132.20781507808843,5829.571428571429,2931.1428571428573,2892.517006802721,119.90857142857142,2577.285714285714,7.149999380029001,10.008999999999999,160.52357142857142,2891.0353741496597,2194.44,11460.906285714287,64.85257162857143,119.75,2272.7342857142858,2958686.285714286,2779.417422585368,3021.261904761905
2021-10-24,35252288.20918368,168250.92724489796,2256.442857142857,37.795788501475535,132.4174757611499,6065.285714285715,3134.1428571428573,3021.261904761905,121.01857142857142,2577.285714285714,7.149999380029001,9.83857142857143,161.8855,2942.5333333333333,2212.16,11460.906285714287,65.26114345714286,119.75,2273.517142857143,3102024.1428571427,2841.058721213588,3112.9727891156463
2021-10-31,36103465.066326536,169704.06854489795,2283.6428571428573,37.850733428601174,132.71192191204085,6181.785714285715,3134.1428571428573,3112.9727891156463,121.97,2636.7678571428573,7.149999380029001,9.658000000000001,162.922,3057.9462585034016,2212.16,11460.906285714287,65.51028562857144,120.00371428571427,2282.162857142857,3117661.0,2892.3319551317595,2864.829931972789
2021-11-07,35341878.030612245,171157.20984489797,2283.6428571428573,37.92807083100512,133.06176972568613,5811.571428571429,3134.1428571428573,3112.9727891156463,121.97,2702.410714285714,7.216453662525078,9.575714285714287,164.5142857142857,2964.0870748299317,2220.4685714285715,11407.061142857143,65.51028562857144,121.58942857142857,2282.162857142857,3117661.0,2905.4931435239887,2675.4761904761904
2021-11-14,33674695.90816327,172858.80477755103,2293.8142857142857,37.950214603626605,133.4065850882728,5395.357142857143,3134.1428571428573,3112.9727891156463,121.97,2631.4285714285716,7.216453662525078,8.864,164.5142857142857,2751.21768707483,2220.4685714285715,11381.093714285713,65.51028562857144,121.97,2282.162857142857,3117661.0,2898.2448006687036,2575.945578231292
2021-11-21,30780396.505102046,174660.35727755103,2377.0,37.950214603626605,133.47741615174908,5263.642857142857,3134.1428571428573,3112.9727891156463,122.47714285714287,2631.4285714285716,7.216453662525078,7.894714285714286,164.384,2615.7578231292514,2249.9371428571426,11407.061142857143,65.51028562857144,121.97,2283.5657142857144,3117661.0,2876.0058088777246,2649.404761904762
2021-11-28,28452444.137755103,176461.90977755102,2377.0,37.997192516319025,133.58704719675592,5270.428571428572,3134.1428571428573,2864.829931972789,123.18714285714286,2631.4285714285716,7.070307302271153,7.5925714285714285,164.18457142857142,2605.32925170068,2257.7742857142857,11467.109142857142,65.14514351428572,121.97,2286.6828571428573,3117661.0,2847.8619530298056,2663.469387755102
2021-12-05,27908897.32142857,177743.4407265306,2377.0,38.10716204722067,133.7257039248528,5302.0,3134.1428571428573,2675.4761904761904,123.39,2631.4285714285716,6.95236797684599,7.577714285714286,164.34285714285713,2655.030612244898,2242.81,11381.093714285713,64.98457182857143,122.78142857142858,2286.6828571428573,3117661.0,2821.5768549541053,2651.401360544218
2021-12-12,27893117.75,178747.15512653062,2377.0,38.170271799191895,133.90300976450803,5292.214285714286,3134.1428571428573,2663.469387755102,123.39,2628.4285714285716,6.95236797684599,7.468428571428571,164.34285714285713,2656.2285714285717,2215.717142857143,11343.782857142856,63.481713514285715,123.30885714285715,2286.6828571428573,3117661.0,2792.0405144136043,2628.8707482993195
2021-12-19,27840948.07142857,179909.8327265306,2287.442857142857,38.170271799191895,134.03101793584966,5250.714285714286,3134.1428571428573,2663.469387755102,123.63,2622.285714285714,6.95236797684599,7.468428571428571,163.94285714285712,2637.8829931972787,2199.302857142857,11299.185142857143,63.03314254285714,123.39,2286.6828571428573,3127441.685714286,2757.700250118046,2644.8469387755104
2021-12-26,27951814.18877551,181072.5103265306,2233.7214285714285,38.170271799191895,134.17202826033548,5281.428571428572,3134.1428571428573,2663.469387755102,124.19,2622.285714285714,6.95236797684599,7.468428571428571,163.93942857142855,2635.261224489796,2199.302857142857,11299.185142857143,63.03314254285714,123.39,2286.6828571428573,3145373.342857143,2701.6946391976626,2713.352380952381
2022-01-02,28664651.37734694,182159.13163265307,2254.907142857143,38.237579334920795,134.3591550243718,5453.528571428572,3134.1428571428573,2713.352380952381,124.51,2622.285714285714,6.8633262713180025,7.468428571428571,163.93942857142855,2672.2491156462584,2242.195714285714,11299.185142857143,63.03314254285714,123.774,2286.6828571428573,3147245.0,2671.0973576568927,2830.4755102040813
2022-01-09,29704024.085561223,182785.19083265305,2297.157142857143,38.30539463857408,134.5727912668537,5613.607142857143,3134.1428571428573,2830.4755102040813,124.51,2622.285714285714,6.704500037605649,7.468428571428571,163.93942857142855,2760.201632653061,2255.5214285714287,11299.185142857143,63.03314254285714,124.382,2292.54,3147245.0,2677.510414173996,2841.0819727891153
2022-01-16,31196057.535816327,183528.51033265307,2346.457142857143,38.30539463857408,134.73461813654538,5712.0428571428565,3047.6428571428573,2841.0819727891153,124.51,2622.285714285714,6.704500037605649,7.468428571428571,164.152,2834.718095238095,2256.8528571428574,11235.926571428574,64.65199945714285,124.51,2296.4885714285715,3147245.0,2707.306116032509,2939.190476190476
2022-01-23,32985419.500102043,184271.82983265308,2385.2285714285713,38.30539463857408,134.8071906073863,5869.464285714286,2976.6428571428573,2939.190476190476,124.745,2622.285714285714,6.704500037605649,7.468428571428571,164.152,2880.3253741496596,2256.8528571428574,11140.739428571429,68.55714200000001,124.51,2336.597142857143,3429789.2,2746.6627893626455,3016.8231292517007
2022-01-30,34404536.06153061,185015.1493326531,2385.2285714285713,38.41253724646907,134.91245964918332,6014.357142857143,3037.714285714286,3016.8231292517007,124.98,2622.285714285714,6.704500037605649,7.468428571428571,164.65942857142858,2970.243537414966,2259.401428571429,11034.294857142857,69.49714290000001,124.51,2336.597142857143,3461183.0,2792.150540563277,3073.547619047619
2022-02-06,35882303.761479594,185510.01520000002,2385.2285714285713,38.56334518115679,135.0402065243832,6107.857142857143,3070.1428571428573,3073.547619047619,124.98,2622.285714285714,6.704500037605649,7.468428571428571,166.5562857142857,3039.512925170068,2242.195714285714,11010.26342857143,69.51628691428571,124.88600000000001,2336.597142857143,3461183.0,2838.132496361782,3082.5442176870747
2022-02-13,36864378.25,185985.3711020408,2385.2285714285713,38.606525537768675,135.2324569934488,6128.0,3070.1428571428573,3082.5442176870747,124.98,2622.285714285714,6.704500037605649,7.577714285714286,171.03900000000002,3077.146258503401,2234.77,10904.37642857143,70.10457285714286,124.98,2295.214285714286,3461183.0,2885.535154547463,3169.8673469387754
