date,value__sum_values_chalco_price_2_weeks,value__index_mass_quantile__q_0.4_usa_inflation_value_26_weeks,value__absolute_maximum_usd_to_rub_2_weeks,value__time_reversal_asymmetry_statistic__lag_3_brazil_pmi_26_weeks,"value__fft_aggregated__aggtype_""centroid""_log10_norsk_hydro_volume_12_weeks",value__c3__lag_3_norsk_hydro_price_12_weeks,value__time_reversal_asymmetry_statistic__lag_2_export_australia_value_26_weeks,target
2018-03-11,4.711428571428571,1.0,56.4704,0.0,0.0,0.0,0.0,2000.9455782312923
2018-03-18,9.345714285714283,1.0,56.69836428571429,0.0,0.004302062769954,0.0,0.0,2161.727891156462
2018-03-25,9.255714285714287,0.6666666666666666,57.16007142857143,0.0,0.0029218433382528,0.0,0.0,2394.1649659863947
2018-04-01,8.98,0.5,57.3534,0.0,0.0062195614738545,0.0,0.0,2333.062925170068
2018-04-08,8.636571428571429,0.6,57.3534,0.0,0.0089262536846572,0.0,5434201.661143899,2279.8741496598636
2018-04-15,8.557142857142857,0.5,57.6031,0.0,0.020926211994874,0.0,-1498053.6225803643,2362.4812925170068
2018-04-22,9.044857142857143,0.4285714285714285,61.49324285714285,4325.376000000018,0.0193258865467411,124341.15448009117,-5690653.966444742,2318.3299319727894
2018-04-29,9.715714285714286,0.5,61.49324285714285,7507.968000000008,0.0271643765527948,126420.36126164404,-7381060.847201424,2276.8928571428573
2018-05-06,9.510000000000002,0.4444444444444444,62.04741428571429,8648.374857142868,0.0243810717041725,123805.55967977892,-8151769.00095013,2274.8801020408164
2018-05-13,8.969999999999999,0.4,62.91795714285714,9425.222857142864,0.0292828352776702,122167.09552466797,-7052722.85230999,2307.406462585034
2018-05-20,8.815714285714286,0.3636363636363636,62.91795714285714,9988.65508571429,0.0328352330316086,121998.9237639291,-5288817.614041328,2283.9897959183677
2018-05-27,8.774285714285714,0.3333333333333333,62.440935714285715,9315.042285714284,0.0417250897725725,121531.61210205352,-3918129.5956083983,2200.8061224489797
2018-06-03,8.617142857142856,0.3076923076923077,62.063,8146.702040816324,0.062898281409112,121903.9003213503,-2820199.521450718,2159.9319727891157
2018-06-10,8.354285714285714,0.2857142857142857,62.35408571428571,7158.814545918362,0.0566534798541404,122820.91707326594,-2219545.6846354995,2104.528911564626
2018-06-17,8.31,0.3333333333333333,62.35408571428571,5800.020707482983,0.0683900049458334,125777.0467101347,-1661703.1852001357,2076.612244897959
2018-06-24,8.2625,0.3125,62.700657142857146,4647.9814897959095,0.0610439600307086,128856.06238373932,-1193698.516633293,2034.704081632653
2018-07-01,7.776428571428571,0.2941176470588235,63.4998,3662.6607179962793,0.0929686042174535,130407.90788447602,-780326.3993312834,2056.9421768707484
2018-07-08,7.149285714285714,0.2777777777777778,63.4998,2850.69557482992,0.0754696784016117,132467.10494228368,-467472.4737249828,2066.687074829932
2018-07-15,6.747857142857143,0.3157894736842105,63.103071428571425,1594.0986828885304,0.1033533789220261,132900.7543968632,352047.45423914667,2054.076530612245
2018-07-22,6.563928571428572,0.3,63.103071428571425,492.8409868804592,0.0829332349965809,131681.9011937053,1202945.2445956522,2070.901360544218
2018-07-29,6.427142857142858,0.2857142857142857,63.03952857142857,-114.6177455782347,0.0800590753053433,129554.32825528986,2085081.216894828,2057.270408163265
2018-08-05,6.63,0.2727272727272727,63.05852857142857,-632.0184221938789,0.0787528425711029,126783.18308835608,2889876.568880562,2118.3018707482993
2018-08-12,6.881428571428572,0.3043478260869565,63.05852857142857,-1202.5330156062462,0.0815802373413056,124017.70093211938,2614468.643412341,2092.0561224489797
2018-08-19,6.791428571428572,0.2916666666666667,65.3164,-1854.679792517012,0.056363297922396,120426.08849133394,1930968.2606598367,2061.377551020408
2018-08-26,6.494285714285715,0.28,67.1231142857143,-2060.4095381310485,0.0513967101877461,116091.08309983173,1335534.7258249205,2042.5391156462583
2018-09-02,6.314285714285715,0.2692307692307692,67.56018571428571,-2184.9354183673554,0.0567499794264466,111801.26133753444,823468.0602637448,2073.028911564626
2018-09-09,6.485714285714286,0.2307692307692307,67.7798142857143,-2601.599418367359,0.0549678707439782,108579.8335051926,280792.14678889274,2117.5663265306125
2018-09-16,6.532857142857143,0.2307692307692307,68.63647142857143,-3186.5250183673597,0.0610764861012066,105427.43786889162,369015.86571675405,2096.285714285714
2018-09-23,6.41,0.2307692307692307,69.06697142857142,-3686.365040816339,0.0618240808166288,102783.1603728929,717294.1725964796,2035.1020408163265
2018-09-30,6.5042857142857144,0.4230769230769231,69.06697142857142,-4098.979433673481,0.0625960272171576,101992.5404464092,1012406.9321003356,2002.251700680272
2018-10-07,6.7325,0.4230769230769231,67.04012857142857,-4533.81838367348,0.0690555982713195,102361.23540421028,1292281.7185587622,1975.9234693877552
2018-10-14,6.998571428571429,0.4230769230769231,66.07371428571429,-4544.126843877558,0.1085776635808079,101758.54645147458,1444479.872888756,1964.2874149659865
2018-10-21,6.840357142857142,0.3846153846153846,66.42218571428572,-4294.929872448984,0.0829637183729302,100732.21052997783,1318398.403472931,1938.734693877551
2018-10-28,6.337857142857143,0.3846153846153846,66.42218571428572,-4153.1859765306135,0.08448163785087,100237.98591494508,1178102.110245522,1934.1190476190477
2018-11-04,6.099285714285715,0.3846153846153846,65.6673,-3744.4391908163257,0.0843811879596883,98525.544952863,1026041.457891296,1945.4132653061224
2018-11-11,5.982142857142858,0.3846153846153846,65.790625,-3317.5806744897955,0.0898669709132326,96257.77472352616,782930.3150925023,1957.7755102040817
2018-11-18,6.002142857142857,0.3846153846153846,66.66413928571428,-2904.422524489795,0.0900328865221954,94003.71582906658,164910.22375124085,1934.921768707483
2018-11-25,6.0,0.3461538461538461,66.98164285714286,-2607.8099602040797,0.0920550935464544,91295.64584046604,-436578.78702977014,1922.1955782312923
2018-12-02,5.884285714285714,0.3076923076923077,66.98164285714286,-1985.620473469387,0.0958883584863942,88508.13001350181,-1002726.8509360482,1887.3826530612248
2018-12-09,5.75,0.3076923076923077,66.67032857142857,-1346.363020408163,0.0830986018288292,85228.63724952628,-1429013.8103569632,1844.670068027211
2018-12-16,5.654285714285714,0.3076923076923077,66.71661428571429,-915.411020408164,0.0938881945499558,82553.35834922765,-1816808.320068512,1864.047619047619
2018-12-23,5.525714285714286,0.3846153846153846,66.71661428571429,-480.905102040818,0.0776357511678842,79512.10193199679,-2301924.9049712555,1846.906462585034
2018-12-30,5.304285714285714,0.4615384615384615,67.68315714285714,87.55122346938879,0.0717714129061434,76181.50129488883,-2877935.5491266605,1875.1479591836735
2019-01-06,5.061428571428571,0.5,69.06400571428571,786.731973469392,0.0626682460044359,73954.7971770071,-3470861.6832346306,1891.1632653061224
2019-01-13,4.905,0.5,69.17331214285714,1367.9061928571523,0.0508003747463678,71238.26361674776,-3386677.1523605366,1898.0102040816328
2019-01-20,4.9907142857142865,0.5,69.17331214285714,2071.908950000014,0.0664184701405528,69296.13674407876,-2923063.2882911433,1865.015306122449
2019-01-27,5.235714285714286,0.5,67.15016071428572,2696.638550000018,0.0534575492219221,68065.72358554631,-2481029.1405209214,1862.3656462585031
2019-02-03,5.482857142857143,0.5,66.6152,3178.9627785714474,0.0633507053672476,65995.50028913126,-2067970.7696923187,1905.8996598639455
2019-02-10,5.6571428571428575,0.4615384615384615,66.11365714285714,3562.031209183692,0.0633191117371184,64294.72787693656,-1663709.5626125776,1880.6734693877552
2019-02-17,5.764285714285714,0.4615384615384615,65.74487142857143,3796.731509183691,0.0687763830236577,62843.92048985695,-904314.4954257518,1867.5697278911564
2019-02-24,5.815714285714286,0.4230769230769231,66.23412857142857,3780.908464285729,0.073109722363248,60765.6520682968,-124704.31251908602,1909.5068027210884
2019-03-03,5.91,0.4230769230769231,66.23412857142857,3466.136503061236,0.0799773638262963,58863.49256119755,693407.6071984279,1898.595238095238
2019-03-10,6.232857142857143,0.3846153846153846,65.78827142857143,3132.4126030612315,0.0830923606571465,57041.414994707935,1324201.3602221883,1895.278911564626
2019-03-17,6.534285714285715,0.3461538461538461,65.97134285714286,2974.5291112244972,0.0729304814397604,54676.66103435785,641356.3089661808,1869.5170068027212
2019-03-24,6.381428571428572,0.3461538461538461,65.97134285714286,2827.216735714293,0.0774925388365814,52138.70135549969,-164199.57383825968,1858.4234693877552
2019-03-31,6.185714285714286,0.3076923076923077,65.58715714285714,2714.0706928571517,0.0712981585077165,50136.9737939534,-856974.4775770922,1860.612244897959
2019-04-07,6.081428571428573,0.2692307692307692,64.78195714285714,2638.178921428582,0.0716953247247357,48337.06098871721,-1531688.045650409,1821.045918367347
2019-04-14,6.271428571428572,0.2692307692307692,65.37894285714286,2756.914807142867,0.0623189003348815,46614.87262647876,-1626104.5229332685,1799.220238095238
2019-04-21,6.6657142857142855,0.2692307692307692,65.37894285714286,3032.4265214285797,0.0519308464403645,45622.234551760346,-1455878.8993574104,1818.9268707482993
2019-04-28,6.742285714285714,0.2692307692307692,64.71712857142857,3284.0129908163317,0.0562032875297428,45699.54786229629,-1287396.006892339,1810.687074829932
2019-05-05,6.59,0.2692307692307692,64.27601428571428,3480.8284908163287,0.0561721203970316,46142.956715402135,-1142518.601403908,1797.3996598639455
2019-05-12,6.292,0.2692307692307692,64.90859285714286,3591.125619387756,0.0483203594362505,46495.13554441867,-864428.2965447438,1777.9302721088436
2019-05-19,5.867857142857142,0.2692307692307692,65.1689642857143,3567.3761193877535,0.0495365846084777,47232.03854107881,-657526.7292423107,1767.9421768707484
2019-05-26,5.56,0.3461538461538461,65.1689642857143,3458.7569193877525,0.0461212029599963,47769.699233922875,-412805.7836569272,1767.8163265306123
2019-06-02,5.513571428571428,0.4230769230769231,64.87725714285715,2996.446805102035,0.0400339187760128,47641.00085841212,-128257.88082366428,1793.610544217687
2019-06-09,5.532857142857143,0.5,64.91754285714286,2351.769605102032,0.0369521006916869,46626.44078964461,-22372.06827299136,1795.5748299319728
2019-06-16,5.607142857142857,0.6923076923076923,65.19294285714285,1401.256805102031,0.0427014770599023,45253.514029699465,-4048.4996507456526,1813.1989795918369
2019-06-23,5.627142857142857,0.6923076923076923,65.19294285714285,515.4791561224381,0.0420904430075613,43593.633151413655,30875.96289538516,1838.1462585034012
2019-06-30,5.61,0.7307692307692307,64.63294285714287,-272.1662806122564,0.0549629573867523,41334.51832295691,65459.1182602804,1826.168367346939
