date,lme_price,lme_price_3features,lme_volume,bloomberg_metals_price,bloomberg_metals_change,ftse_index,ftse_index_change,sp_metals_price,sp_metals_change,mosexchange_price,mosexchange_change,baltic_dry_index,baltic_dry_index_change,usd_clp_price,usd_clp_change,usd_cny_price,usd_cny_change,usd_jpy_price,usd_jpy_change,usd_eur_price,usd_eur_change,usd_rub_price,usd_rub_change,dxy_price,dxy_change,chalco_price,chalco_volume,hongqiao_price,hongqiao_volume,norsk_hydro_price,norsk_hydro_volume,rusal_price,rusal_volume,alcoa_price,alcoa_volume,kaiser_price,kaiser_volume,australia_fed_rate_value,brazil_pmi_value,brazil_inflation_value,brazil_fed_rate_value,china_gdp_value,china_pmi_value,china_inflation_value,china_fed_rate_value,china_composite_pmi_value,peru_gdp_value,peru_fed_rate_value,peru_producer_price_index,peru_consumer_price_index,usa_gdp_value,usa_fed_rate_value,usa_inflation_value,usa_pmi_value,import_brazil_value,export_brazil_value,import_usa_value,export_usa_value,import_china_value,export_china_value,import_australia_value,export_australia_value
2024-01-31,2232.0,2270.5,537575.0,139.27,-0.54,8562.85,-1.14,2927.8,-1.55,8356.76,0.45,1398.0,0.07,929.0,-0.1,7.1673,-0.11,146.88,-0.49,0.9242,0.26,90.0175,0.33,103.27,-0.12,3.8,25917575.0,5.72,18582848.0,61.939999,2983052.0,2.43,89000.0,29.75,5760400.0,64.900002,102500.0,4.35,53.2,4.51,11.25,,50.8,0.3,3.45,52.5,,,131.88,111.99,,5.5,0.3,52.0,172257.0,105377.0,2171867.0,1126391.0,1397935.0,3478781.0,217804.0,319625.0
2024-02-01,2212.5,2251.0,535575.0,137.5,-1.27,8560.74,-0.02,2959.0,1.07,8367.22,0.13,1388.0,-0.72,931.68,0.29,7.1799,0.18,146.42,-0.31,0.9196,-0.5,90.4675,0.5,103.05,-0.22,3.73,20017000.0,5.7,22868616.0,61.959999,2211694.0,2.43,22000.0,29.690001,4174600.0,66.290001,72600.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-02,2209.5,2246.0,533475.0,136.61,-0.65,8447.96,-1.32,2934.3,-0.84,8328.44,-0.46,1407.0,1.37,946.7,1.61,7.192,0.17,148.37,1.33,0.927,0.8,91.05,0.64,103.92,0.85,3.71,12698598.0,5.66,15555687.0,61.080002,1710619.0,2.45,2000.0,29.49,4954000.0,65.660004,64700.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,2183.5,2219.5,531175.0,134.8,-1.33,8447.04,-0.01,2850.1,-2.87,8338.79,0.12,1436.0,2.06,953.4,0.71,7.1982,0.09,148.67,0.2,0.9307,0.4,90.575,-0.52,104.45,0.51,3.6,22035284.0,5.54,22208825.0,59.259998,2885960.0,2.41,104000.0,26.84,8824300.0,63.200001,75900.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-06,2184.5,2221.0,526750.0,135.17,0.27,8804.82,4.24,2854.5,0.15,8318.14,-0.25,1516.0,5.57,946.4,-0.73,7.1908,-0.1,147.94,-0.49,0.9298,-0.1,91.22,0.71,104.21,-0.23,3.8,12871000.0,5.73,23349100.0,60.759998,2691934.0,2.48,65000.0,27.620001,7828400.0,64.510002,79200.0,4.35,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-07,2195.5,2230.0,528050.0,134.28,-0.65,8965.39,1.82,2872.6,0.63,8283.48,-0.42,1487.0,-1.91,953.9,0.79,7.1942,0.05,148.18,0.16,0.9281,-0.18,91.2675,0.05,104.06,-0.15,3.82,13831541.0,5.79,18720320.0,59.240002,3011580.0,2.45,67000.0,27.530001,5017200.0,63.52,94500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-08,2214.5,2238.0,529350.0,132.96,-0.98,9014.24,0.54,2881.1,0.3,8201.39,-0.99,1473.0,-0.94,965.8,1.25,7.1965,0.03,149.31,0.76,0.9276,-0.05,90.85,-0.46,104.17,0.1,3.81,7845498.0,5.81,10829878.0,59.34,3039136.0,2.5,7000.0,27.709999,4854500.0,64.849998,65500.0,,,,,,,,3.45,,,6.25,,,,,,,,,,,,,,
2024-02-09,2180.5,2213.0,527350.0,132.17,-0.6,,,2875.0,-0.21,8203.93,0.03,1545.0,4.89,969.6,0.39,7.1929,-0.05,149.3,-0.01,0.9271,-0.05,90.9,0.06,104.11,-0.05,3.7,7090166.0,5.64,0.0,58.459999,2654423.0,2.44,50998.0,26.889999,4762100.0,64.68,68900.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-12,2188.0,2216.0,525250.0,133.12,0.72,,,2907.9,1.14,8141.0,-0.77,1572.0,1.75,969.68,0.01,,,149.34,0.03,0.9282,0.12,91.31,0.45,104.17,0.06,,,,,59.02,1779206.0,,,27.9,4374600.0,65.489998,96600.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-13,2204.0,2234.0,525225.0,133.07,-0.04,,,2795.1,-3.88,8129.21,-0.14,1585.0,0.83,968.98,-0.07,,,150.79,0.97,0.9336,0.58,91.3025,-0.01,104.96,0.76,,,,,57.720001,4072220.0,,,25.85,7264200.0,61.439999,113500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-14,2194.0,2223.0,525100.0,133.26,0.14,,,2850.4,1.98,8127.67,-0.02,1582.0,-0.19,957.85,-1.15,,,150.55,-0.16,0.9321,-0.16,91.405,0.11,104.72,-0.23,3.71,11179300.0,5.61,4206082.0,56.279999,4352729.0,2.42,81000.0,26.790001,5100600.0,63.389999,161200.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-15,2205.0,2226.0,538075.0,134.11,0.63,,,2923.3,2.56,8109.18,-0.23,1581.0,-0.06,965.03,0.75,,,149.91,-0.43,0.9281,-0.43,92.25,0.92,104.3,-0.41,3.71,7983566.0,5.53,5159685.0,56.0,3485978.0,2.43,21000.0,27.389999,4385500.0,65.550003,155500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-16,2203.0,2232.0,534925.0,135.48,1.03,,,2901.0,-0.76,8023.27,-1.06,1610.0,1.83,972.25,0.75,,,150.21,0.2,0.9278,-0.03,92.2225,-0.03,104.3,0.0,3.88,7029625.0,5.79,5096452.0,58.299999,3666748.0,2.45,389000.0,27.4,4685800.0,66.059998,96600.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19,2185.0,2203.5,549600.0,,,9102.4,0.98,,,8014.71,-0.11,1629.0,1.18,965.05,-0.74,7.1975,0.06,150.11,-0.07,0.9276,-0.02,92.3375,0.12,104.29,0.0,3.91,15336307.0,5.95,21863600.0,57.040001,2535061.0,2.43,131000.0,,,,,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-20,2147.5,2183.5,564675.0,135.2,-0.21,9116.16,0.15,2840.0,-2.1,7924.11,-1.13,1632.0,0.18,961.5,-0.37,7.1905,-0.1,149.99,-0.08,0.9253,-0.25,92.3425,0.01,104.08,-0.2,3.9,11394436.0,6.05,25415232.0,56.619999,2664162.0,2.43,240000.0,26.690001,4711800.0,65.769997,113100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-21,2211.5,2254.0,562125.0,136.84,1.22,9238.05,1.34,2865.2,0.89,7713.32,-2.66,1676.0,2.7,967.9,0.67,7.1891,-0.02,150.28,0.19,0.9241,-0.13,92.55,0.22,104.01,-0.07,4.04,21578283.0,6.16,48901528.0,57.02,3891420.0,2.43,710000.0,27.959999,5642100.0,66.080002,134100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-22,2178.5,2223.5,560675.0,137.44,0.44,9308.71,0.76,2870.6,0.19,7768.37,0.71,1752.0,4.53,979.0,1.15,7.1944,0.07,150.51,0.15,0.9236,-0.05,92.8525,0.33,103.96,-0.05,4.12,17304254.0,6.3,23332232.0,56.959999,3111026.0,2.39,183000.0,27.75,6720800.0,70.610001,262800.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-23,2157.0,2197.0,580275.0,137.3,-0.1,9322.25,0.15,2873.9,0.12,,,1866.0,6.51,978.3,-0.07,7.1952,0.01,150.5,-0.01,0.924,0.04,,,103.94,-0.02,4.17,14048805.0,6.27,21974842.0,56.16,2155683.0,2.41,232000.0,26.52,5340300.0,71.129997,150500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,2140.5,2185.5,581800.0,136.11,-0.87,9230.6,-0.98,2887.3,0.47,7925.35,2.02,1871.0,0.27,987.85,0.98,7.1971,0.03,150.69,0.13,0.9214,-0.28,92.3725,-0.52,103.83,-0.1,3.98,23181588.0,6.13,21725968.0,56.119999,2979588.0,2.39,81000.0,25.34,11130000.0,72.089996,160700.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-27,2146.0,2198.5,582675.0,136.84,0.54,9349.34,1.29,2919.5,1.12,7901.29,-0.3,1899.0,1.5,980.9,-0.7,7.1977,0.01,150.5,-0.13,0.9218,0.04,92.0525,-0.35,103.83,0.0,4.07,14419291.0,6.19,23672873.0,56.139999,2895886.0,2.39,265000.0,26.700001,6822600.0,70.82,117200.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-28,2130.0,2181.0,591675.0,136.8,-0.03,9216.5,-1.42,2842.8,-2.63,7907.09,0.07,2041.0,7.48,976.4,-0.46,7.1976,0.0,150.67,0.11,0.9225,0.08,91.15,-0.98,103.97,0.14,3.94,17962086.0,6.05,18383500.0,54.540001,3462286.0,2.38,93000.0,26.32,3748400.0,70.279999,121000.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-02-29,2163.0,2207.0,589650.0,137.91,0.81,9417.84,2.18,2892.0,1.73,7947.52,0.51,2111.0,3.43,965.38,-1.13,7.1877,-0.14,149.98,-0.46,0.9253,0.3,91.1478,0.0,104.16,0.17,3.92,17796000.0,6.09,18293606.0,54.540001,6703797.0,2.37,131000.0,27.209999,6020200.0,72.519997,137500.0,,55.1,4.5,11.25,,50.9,1.0,3.45,52.5,,,132.31,112.62,,5.5,0.4,52.5,134919.0,99253.0,2279919.0,1260450.0,1171919.0,2433099.0,204439.0,396449.0
2024-03-01,2183.5,2222.0,589075.0,137.85,-0.04,9459.9,0.45,2935.9,1.52,7983.79,0.46,2203.0,4.36,964.32,-0.11,7.196,0.12,150.11,0.09,0.9224,-0.31,91.67,0.57,103.86,-0.28,4.05,18592880.0,6.24,10706382.0,54.860001,3459814.0,2.37,124000.0,27.68,6842600.0,73.589996,110100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04,2182.5,2226.0,586600.0,138.3,0.33,9472.55,0.13,2941.8,0.2,8094.14,1.38,2297.0,4.27,974.12,1.02,7.1987,0.04,150.51,0.27,0.921,-0.15,91.25,-0.46,103.83,-0.03,4.06,8975500.0,6.26,14365500.0,54.48,2548685.0,2.36,83000.0,27.48,3954700.0,71.269997,113100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-05,2191.5,2234.0,583700.0,137.84,-0.34,9520.67,0.51,2900.6,-1.4,8114.4,0.25,2291.0,-0.26,980.35,0.64,7.1965,-0.03,150.04,-0.31,0.9209,-0.01,90.52,-0.8,103.8,-0.03,4.01,11087414.0,6.13,12634527.0,53.599998,2529020.0,2.34,211000.0,26.91,5704800.0,71.760002,139300.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-06,2187.5,2231.0,581900.0,138.64,0.58,9488.98,-0.33,2940.9,1.39,8182.37,0.84,2176.0,-5.02,985.12,0.49,7.1971,0.01,149.37,-0.45,0.9173,-0.39,90.595,0.08,103.37,-0.41,4.11,9590000.0,6.5,32158617.0,54.119999,2499781.0,2.33,64660.0,28.219999,6335600.0,72.730003,136600.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-07,2210.0,2255.5,580325.0,140.45,1.3,9430.36,-0.62,3015.4,2.53,8179.99,-0.03,2251.0,3.45,980.48,-0.47,7.1926,-0.06,148.03,-0.9,0.9132,-0.45,90.6025,0.01,102.82,-0.53,4.31,35431019.0,6.71,38674631.0,55.82,3873385.0,2.35,351000.0,29.870001,7740500.0,75.480003,132800.0,,,,,,,,3.45,,,6.25,,,,,,,,,,,,,,
2024-03-08,2209.0,2257.0,580050.0,139.76,-0.49,9492.01,0.65,2992.0,-0.78,,,2345.0,4.18,960.5,-2.04,7.1855,-0.1,147.07,-0.65,0.914,0.09,,,102.71,-0.11,4.48,31443974.0,7.05,37945299.0,55.799999,2690407.0,2.34,180000.0,29.85,6536400.0,75.459999,94000.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-11,2202.0,2243.0,577675.0,141.41,1.18,9630.65,1.46,2966.3,-0.86,8181.88,0.02,2377.0,1.36,966.4,0.61,7.182,-0.05,146.94,-0.09,0.9152,0.13,90.6275,0.03,102.87,0.15,4.37,24451019.0,6.96,21449968.0,55.060001,2266806.0,2.4,48000.0,30.49,6274500.0,76.75,217300.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-12,2213.5,2263.0,575675.0,141.79,0.26,9655.15,0.25,2915.1,-1.72,8215.03,0.41,2315.0,-2.61,955.61,-1.12,7.18,-0.03,147.68,0.5,0.9151,-0.01,91.78,1.27,102.96,0.09,4.33,14792603.0,6.96,27587052.0,56.880001,4399807.0,2.44,76000.0,29.790001,6140100.0,76.190002,192500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-13,2224.0,2270.0,572925.0,143.27,1.05,9579.45,-0.78,2918.1,0.1,8245.35,0.37,2370.0,2.38,944.13,-1.2,7.1861,0.08,147.74,0.04,0.9133,-0.2,91.5025,-0.3,102.79,-0.16,4.35,23839011.0,7.07,27736790.0,57.84,5098193.0,2.35,82000.0,30.559999,6703200.0,77.720001,238100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-14,2205.0,2255.0,573275.0,142.2,-0.75,9546.43,-0.34,2862.2,-1.92,8195.33,-0.61,2350.0,-0.84,939.78,-0.46,7.1932,0.1,148.32,0.39,0.9187,0.59,91.72,0.24,103.36,0.56,4.37,23800815.0,7.11,22521945.0,57.599998,4461833.0,2.4,187000.0,30.02,5678500.0,77.089996,272500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-15,2218.5,2271.5,571775.0,143.53,0.93,9583.83,0.39,2889.6,0.96,8217.52,0.27,2374.0,1.02,941.43,0.18,7.1954,0.03,149.02,0.47,0.9182,-0.05,92.9025,1.29,103.43,0.07,4.54,47553965.0,7.15,42232142.0,58.0,10500563.0,2.4,29000.0,30.440001,8172400.0,78.300003,1008700.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-18,2224.5,2272.5,568525.0,142.91,-0.43,9676.86,0.97,2879.2,-0.36,8211.43,-0.07,2419.0,1.9,947.45,0.64,7.1981,0.04,149.14,0.08,0.9195,0.14,91.9175,-1.06,103.59,0.16,4.5,24886342.0,7.22,35796149.0,58.220001,3664939.0,2.34,56000.0,31.030001,6844400.0,78.169998,150800.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-19,2202.5,2255.0,566425.0,141.17,-1.21,9606.08,-0.73,2888.5,0.32,8137.43,-0.9,2392.0,-1.12,965.98,1.96,7.1991,0.01,150.85,1.15,0.9202,0.08,92.6475,0.79,103.84,0.24,4.42,20253731.0,7.13,20759269.0,58.099998,2803288.0,2.4,28000.0,29.67,9888700.0,79.230003,188100.0,4.35,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-20,2231.5,2283.0,566325.0,141.02,-0.11,9626.88,0.22,2960.3,2.48,8160.05,0.28,2284.0,-4.52,962.4,-0.37,7.1992,0.0,151.25,0.27,0.9156,-0.5,92.25,-0.43,103.41,-0.41,4.4,23632192.0,7.2,26892478.0,59.259998,4189160.0,2.4,60000.0,31.35,7446900.0,82.080002,159500.0,,,,10.75,,,,3.45,,,,,,,5.5,,,,,,,,,,
2024-03-21,2264.0,2312.0,564050.0,141.72,0.5,9614.33,-0.13,2994.1,1.14,8266.42,1.3,2240.0,-1.93,971.99,1.0,7.1993,0.0,151.61,0.24,0.9207,0.56,92.0625,-0.2,104.0,0.57,4.78,60911368.0,7.62,62946220.0,60.82,3918584.0,2.4,38000.0,31.35,5594600.0,82.059998,115000.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-22,2246.5,2295.0,560700.0,140.41,-0.93,9476.15,-1.44,2965.9,-0.94,8257.16,-0.11,2196.0,-1.96,982.46,1.08,7.2293,0.42,151.42,-0.13,0.9252,0.49,92.795,0.8,104.47,0.45,4.79,63569058.0,7.39,26834062.0,60.900002,3125816.0,2.32,206000.0,31.4,4331400.0,81.129997,106600.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25,2267.5,2319.0,559600.0,140.35,-0.04,9439.91,-0.38,2977.3,0.38,8294.83,0.46,2123.0,-3.32,977.7,-0.48,7.2102,-0.26,151.41,-0.01,0.9226,-0.28,92.58,-0.23,104.24,-0.23,4.97,45269986.0,8.38,206412392.0,60.099998,4813341.0,2.3,169000.0,31.860001,4745000.0,84.059998,152900.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-26,2275.5,2324.5,555775.0,138.89,-1.04,9464.02,0.26,2954.0,-0.78,8309.36,0.18,1989.0,-6.31,979.9,0.23,7.2176,0.1,151.55,0.09,0.923,0.04,92.7,0.13,104.29,0.06,4.96,26442300.0,8.38,66814410.0,60.119999,3038659.0,2.3,115000.0,31.58,3765000.0,85.160004,150900.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-27,2238.0,2287.0,556525.0,138.56,-0.24,9320.3,-1.52,3048.3,3.19,8372.87,0.76,1845.0,-7.24,978.32,-0.16,7.227,0.13,151.32,-0.15,0.9234,0.04,92.305,-0.43,104.35,0.05,4.93,15503087.0,8.47,41782121.0,59.400002,3487690.0,2.3,157000.0,33.209999,6439000.0,88.199997,146300.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-28,2270.0,2311.0,554475.0,139.75,0.86,9373.79,0.57,3085.7,1.23,8384.81,0.14,1821.0,-1.3,978.97,0.07,7.2262,-0.01,151.37,0.03,0.9267,0.36,92.5,0.21,104.55,0.19,4.97,55593783.0,8.8,67849436.0,,,2.28,142000.0,33.790001,6147100.0,89.360001,159800.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-29,,,,,,9440.05,0.71,,,8438.68,0.64,,,978.97,0.0,7.2203,-0.08,151.31,-0.04,0.9264,-0.03,92.48,-0.02,104.55,0.0,,,,,,,,,,,,,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,3.93,,1.6,51.1,-1.0,,52.7,,,131.76,113.75,2.9,,0.4,52.1,156019.0,187250.0,2084769.0,1245646.0,1442097.0,2910420.0,172273.0,428601.0
2024-04-01,,,,140.27,0.37,9584.31,1.53,3113.9,0.91,8499.5,0.72,,,984.2,0.53,7.2305,0.14,151.63,0.21,0.9308,0.47,92.1425,-0.36,105.02,0.45,,,,,,,,,34.02,4440200.0,88.669998,83100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-02,2322.5,2363.0,551400.0,141.77,1.07,9543.76,-0.42,3113.1,-0.03,8585.31,1.01,1714.0,-5.88,974.2,-1.02,7.232,0.02,151.55,-0.05,0.9284,-0.26,92.5775,0.47,104.82,-0.19,4.98,27877319.0,8.95,62513167.0,62.740002,9518135.0,2.3,98000.0,35.639999,8190100.0,90.889999,185000.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-03,2334.0,2380.0,541350.0,145.37,2.54,9517.3,-0.28,3183.7,2.27,8669.74,0.98,1711.0,-0.18,954.5,-2.02,7.233,0.01,151.68,0.09,0.9228,-0.6,92.305,-0.29,104.25,-0.54,5.2,74069172.0,9.42,93394728.0,65.959999,6334623.0,2.39,196000.0,37.18,11119400.0,92.25,202100.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-04,2394.5,2440.0,536850.0,147.9,1.74,,,3129.2,-1.71,8718.84,0.57,1669.0,-2.45,941.9,-1.32,,,151.33,-0.23,0.9226,-0.02,92.24,-0.07,104.12,-0.12,,,,,67.540001,6140672.0,,,35.950001,8961300.0,90.949997,130700.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-05,2391.0,2433.0,535475.0,147.93,0.01,,,3176.0,1.5,8679.5,-0.45,1628.0,-2.46,948.15,0.66,,,151.61,0.19,0.9226,0.0,92.5,0.28,104.3,0.17,5.0,23041855.0,9.37,21521865.0,66.940002,3479033.0,2.44,157000.0,36.490002,4506000.0,92.970001,116800.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,2417.0,2462.0,533150.0,148.79,0.58,9433.96,-0.88,3183.1,0.23,8788.04,1.25,1594.0,-2.09,944.0,-0.44,7.2306,-0.03,151.79,0.12,0.9207,-0.21,92.7,0.22,104.14,-0.15,5.11,62910100.0,9.78,79916359.0,67.900002,6120938.0,2.93,2881000.0,36.34,4690500.0,93.760002,113700.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-09,2403.0,2454.5,529625.0,149.79,0.67,9435.66,0.02,3217.0,1.06,8851.79,0.73,1570.0,-1.51,940.92,-0.33,7.2316,0.01,151.77,-0.01,0.9209,0.02,93.0,0.32,104.15,0.01,5.1,29997303.0,9.65,63159736.0,68.519997,4554466.0,2.73,1269000.0,36.82,4750900.0,93.449997,129000.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-10,2429.0,2485.0,526075.0,150.1,0.21,9361.44,-0.79,3184.6,-1.01,8984.87,1.5,1587.0,1.08,953.8,1.37,7.234,0.03,153.17,0.92,0.9308,1.08,93.4325,0.47,105.25,1.05,5.14,33247052.0,9.75,45749432.0,68.5,4658178.0,2.8,573000.0,36.189999,5437500.0,90.620003,160600.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-11,2410.5,2460.0,524625.0,149.08,-0.68,9374.87,0.14,3198.4,0.43,8976.58,-0.09,1690.0,6.49,954.7,0.09,7.2373,0.05,153.27,0.07,0.9321,0.14,93.2675,-0.18,105.28,0.04,5.2,45389924.0,10.08,55580695.0,68.0,4225511.0,2.74,183000.0,36.23,4244800.0,91.260002,107900.0,,,,,,,,3.45,,,6.0,,,,,,,,,,,,,,
2024-04-12,2443.0,2496.0,523100.0,150.54,0.98,9318.56,-0.6,3140.9,-1.8,9136.91,1.79,1729.0,2.31,964.38,1.01,7.2371,0.0,153.28,0.01,0.9393,0.77,93.43,0.17,106.04,0.72,5.21,26591600.0,10.24,47416500.0,71.599998,6045927.0,2.72,312000.0,35.200001,7433200.0,89.150002,109700.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,2520.5,2548.0,521600.0,152.51,1.31,9505.69,2.01,3136.2,-0.15,9070.09,-0.73,1730.0,0.06,978.2,1.43,7.2378,0.01,154.27,0.65,0.9411,0.19,93.75,0.34,106.21,0.16,5.26,58600957.0,10.28,79523126.0,72.18,7551147.0,2.63,493000.0,36.57,9916300.0,88.830002,137200.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-16,2512.0,2535.0,517350.0,151.39,-0.74,9376.6,-1.36,3143.3,0.23,8986.35,-0.92,1779.0,2.83,979.9,0.17,7.237,-0.01,154.71,0.29,0.9415,0.04,94.42,0.71,106.26,0.05,5.0,43786000.0,9.89,56384630.0,69.480003,4819641.0,2.53,331000.0,36.09,7126900.0,90.470001,280200.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-17,2581.0,2565.0,513850.0,153.52,1.41,9539.84,1.74,3136.8,-0.21,8945.53,-0.45,1844.0,3.65,977.5,-0.24,7.2384,0.02,154.38,-0.21,0.9368,-0.5,94.27,-0.16,105.95,-0.29,5.1,32963297.0,9.96,46101000.0,71.339996,3918472.0,2.55,119000.0,35.549999,12618800.0,89.959999,195500.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
2024-04-18,2600.0,2592.0,509250.0,155.61,1.36,9547.27,0.08,3119.0,-0.57,8961.46,0.18,1901.0,3.09,965.7,-1.21,7.2382,0.0,154.63,0.16,0.9394,0.28,93.78,-0.52,106.15,0.19,5.08,34937229.0,9.77,63543749.0,71.139999,3092039.0,2.63,63000.0,35.470001,11608400.0,90.169998,140800.0,,,,,,,,3.45,,,,,,,,,,,,,,,,,
