date,lme_price,lme_price_3features,lme_volume,bloomberg_metals_price,bloomberg_metals_change,ftse_index,ftse_index_change,sp_metals_price,sp_metals_change,mosexchange_price,mosexchange_change,baltic_dry_index,baltic_dry_index_change,usd_clp_price,usd_clp_change,usd_cny_price,usd_cny_change,usd_jpy_price,usd_jpy_change,usd_eur_price,usd_eur_change,usd_rub_price,usd_rub_change,dxy_price,dxy_change,chalco_price,chalco_volume,hongqiao_price,hongqiao_volume,norsk_hydro_price,norsk_hydro_volume,rusal_price,rusal_volume,alcoa_price,alcoa_volume,kaiser_price,kaiser_volume,australia_fed_rate_value,brazil_pmi_value,brazil_inflation_value,brazil_fed_rate_value,china_gdp_value,china_pmi_value,china_inflation_value,china_fed_rate_value,china_composite_pmi_value,peru_gdp_value,peru_fed_rate_value,peru_producer_price_index,peru_consumer_price_index,usa_gdp_value,usa_fed_rate_value,usa_inflation_value,usa_pmi_value,import_brazil_value,export_brazil_value,import_usa_value,export_usa_value,import_china_value,export_china_value,import_australia_value,export_australia_value
2018-09-13,2014.5,2051.0,1051200.0,116.23,0.02,9078.71,1.34,1698.2,-0.47,6064.09,0.43,1382.0,-2.06,682.06,-1.04,6.8447,-0.23,111.92,0.58,0.8555,-0.53,68.2455,-1.11,111.92,0.58,3.22,14820232.0,6.88,6215000.0,44.889999,8594857.0,1.85,5980000.0,41.77,2609000.0,106.699997,54200.0,,,,,,,,4.31,,,2.75,,,,,,,,,,,,,,
2018-09-14,2015.5,2054.0,1046700.0,115.16,-0.92,9079.33,0.01,1705.6,0.44,6045.26,-0.31,1366.0,-1.16,687.0,0.72,6.869,0.36,112.06,0.13,0.8598,0.5,68.0749,-0.25,112.06,0.13,3.27,15342781.0,5.79,63695500.0,45.380001,6461103.0,1.88,4385000.0,42.790001,2731400.0,107.610001,62500.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-17,1985.0,2017.5,1041025.0,114.25,-0.79,8945.56,-1.47,1722.7,1.0,6110.84,1.08,1357.0,-0.66,686.25,-0.11,6.857,-0.17,111.84,-0.2,0.8559,-0.45,68.0636,-0.02,111.84,-0.2,3.23,8298000.0,5.39,16574500.0,45.27,4496190.0,1.94,5873000.0,42.830002,3015500.0,107.339996,68000.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-18,2012.0,2041.0,1035275.0,116.11,1.63,9138.15,2.15,1750.3,1.6,6142.78,0.52,1356.0,-0.07,683.86,-0.35,6.8615,0.07,112.36,0.46,0.857,0.13,67.3648,-1.03,112.36,0.46,3.23,16781100.0,5.33,10593000.0,46.09,10480602.0,2.05,18766000.0,43.119999,2707100.0,109.059998,51600.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-19,1981.0,2020.0,1034625.0,116.76,0.56,9262.4,1.36,1766.7,0.93,6162.48,0.32,1373.0,1.25,679.75,-0.6,6.8483,-0.19,112.28,-0.07,0.8567,-0.04,66.8168,-0.81,112.28,-0.07,3.35,28481688.0,5.39,5993000.0,47.099998,7693487.0,2.04,5733000.0,42.630001,3010300.0,110.93,83700.0,,,,6.5,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-20,2018.5,2048.0,1030200.0,117.65,0.76,9263.52,0.01,1770.7,0.23,6255.56,1.51,1396.0,1.68,667.0,-1.88,6.8468,-0.02,112.5,0.2,0.8491,-0.89,66.2735,-0.81,112.5,0.2,3.34,9838000.0,5.42,5613000.0,48.200001,10093339.0,2.06,11219000.0,42.93,4026300.0,112.029999,71700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-21,2034.0,2067.0,1022450.0,121.86,3.58,9508.41,2.64,1756.8,-0.79,6340.16,1.35,1413.0,1.22,666.71,-0.04,6.8571,0.15,112.58,0.07,0.851,0.22,66.4138,0.21,112.58,0.07,3.5,26772259.0,5.7,18733000.0,48.599998,8286779.0,2.05,4378000.0,43.790001,4939900.0,110.309998,173100.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-24,2035.0,2066.0,1013050.0,120.93,-0.76,,,1741.5,-0.87,6263.44,-1.21,1434.0,1.49,673.25,0.98,6.8571,0.0,112.81,0.2,0.8512,0.02,65.8465,-0.85,112.81,0.2,3.43,11305224.0,5.56,1134500.0,48.599998,6377854.0,2.11,15500000.0,41.959999,4054300.0,110.0,93800.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-25,2020.0,2054.5,1006775.0,120.52,-0.34,9397.04,-1.17,1769.9,1.63,6251.22,-0.2,1450.0,1.12,666.75,-0.97,6.8665,0.14,112.97,0.14,0.8495,-0.2,65.8789,0.05,112.97,0.14,,,,,49.610001,9906262.0,,,41.240002,5152100.0,109.940002,79700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-26,2056.5,2081.0,999925.0,120.62,0.08,9476.77,0.85,1729.7,-2.27,6188.59,-1.0,1503.0,3.66,663.0,-0.56,6.8786,0.18,112.73,-0.21,0.8518,0.27,65.8054,-0.11,112.73,-0.21,3.36,21759440.0,5.36,9141500.0,49.09,4311466.0,2.11,4613000.0,40.48,7849600.0,109.040001,89500.0,,,,,,,,4.31,,,,,,,2.25,,,,,,,,,,
2018-09-27,2030.0,2051.5,994625.0,118.62,-1.66,9433.05,-0.46,1719.5,-0.59,6256.87,1.1,1524.0,1.4,659.9,-0.47,6.8902,0.17,113.38,0.58,0.859,0.85,65.6158,-0.29,113.38,0.58,3.34,8054104.0,5.16,4654000.0,48.549999,4065385.0,2.11,4285000.0,40.5,2842800.0,108.660004,37200.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-28,2011.5,2034.0,990550.0,120.47,1.56,9516.17,0.88,1722.8,0.19,6225.28,-0.5,1540.0,1.05,657.84,-0.31,6.8689,-0.31,113.69,0.27,0.8614,0.28,65.5503,-0.1,113.69,0.27,3.48,18150275.0,5.2,4137000.0,48.860001,5837855.0,2.09,5493000.0,40.400002,3755700.0,109.059998,78500.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,4.53,,,50.0,0.7,,52.1,-1.1,,108.07,90.07,3.1,,0.2,53.9,159138.0,76187.0,1910803.0,975206.0,527837.0,2399112.0,160737.0,282182.0
2018-10-01,2047.5,2064.0,987800.0,120.66,0.16,,,1732.2,0.55,6180.04,-0.73,1555.0,0.97,658.79,0.14,6.8689,0.0,113.92,0.2,0.8638,0.28,64.9848,-0.86,113.92,0.2,,,,,48.59,5738067.0,,,40.860001,3624900.0,110.099998,83000.0,,,,,1.5,,,4.31,,,,,,,,,,,,,,,,,
2018-10-02,2080.0,2093.0,983250.0,121.51,0.7,,,1738.6,0.37,6202.07,0.36,1570.0,0.96,661.48,0.41,6.8689,0.0,113.67,-0.22,0.8659,0.24,65.503,0.8,113.67,-0.22,3.45,28660801.0,5.15,3722000.0,49.209999,5244309.0,2.08,4404000.0,41.560001,4589900.0,109.559998,104000.0,1.5,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-03,2166.5,2176.0,979800.0,123.81,1.89,,,1730.8,-0.45,6300.15,1.58,1574.0,0.25,663.86,0.36,6.8689,0.0,114.53,0.76,0.8712,0.61,65.87,0.56,114.53,0.76,3.72,31175046.0,5.37,10370500.0,43.380001,29656434.0,2.12,3712000.0,42.889999,14417700.0,111.360001,164500.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-04,2243.5,2251.0,974075.0,121.85,-1.58,,,1710.6,-1.17,6273.05,-0.43,1554.0,-1.27,675.25,1.72,6.8689,0.0,113.92,-0.53,0.8685,-0.31,67.0142,1.74,113.92,-0.53,3.76,114901300.0,5.64,9731000.0,42.09,18298210.0,2.15,9756000.0,43.110001,6420400.0,109.0,80200.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-05,2140.0,2150.5,966900.0,121.1,-0.62,,,1699.7,-0.64,6195.06,-1.24,1536.0,-1.16,676.0,0.11,6.8689,0.0,113.72,-0.18,0.8678,-0.08,66.5795,-0.65,113.72,-0.18,3.83,38929187.0,5.57,6062000.0,43.830002,16495566.0,2.14,6663000.0,42.060001,4314200.0,106.559998,102700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-08,2073.5,2078.5,963350.0,120.06,-0.86,9105.0,-4.32,1707.9,0.48,6187.58,-0.12,1530.0,-0.39,679.08,0.46,6.9307,0.9,113.23,-0.43,0.8701,0.27,66.5707,-0.01,113.23,-0.43,3.27,106494341.0,5.08,12467500.0,45.540001,15931492.0,2.05,5913000.0,38.740002,7466700.0,106.980003,70700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-09,2031.5,2041.0,955950.0,121.71,1.37,9067.05,-0.42,1688.2,-1.16,6209.4,0.35,1503.0,-1.76,680.75,0.25,6.9228,-0.11,112.95,-0.25,0.8703,0.02,66.2607,-0.47,112.95,-0.25,3.33,43122940.0,5.3,11793400.0,44.700001,11028252.0,2.06,3700000.0,37.639999,5164800.0,105.510002,82900.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-10,2029.0,2038.0,948425.0,120.12,-1.31,9054.52,-0.14,1636.0,-3.09,6150.09,-0.96,1493.0,-0.67,688.25,1.1,6.9242,0.02,112.28,-0.59,0.868,-0.26,66.8935,0.96,112.28,-0.59,3.29,19405288.0,5.45,34108000.0,43.560001,7295706.0,2.1,9347000.0,36.060001,4374400.0,102.800003,88200.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-11,2024.0,2028.5,941500.0,119.9,-0.18,8579.96,-5.24,1650.8,0.9,6060.28,-1.46,1515.0,1.47,683.42,-0.7,6.8899,-0.5,112.17,-0.1,0.8625,-0.63,66.2668,-0.94,112.17,-0.1,3.14,58375547.0,5.35,17679500.0,42.66,10538561.0,2.01,19710700.0,35.669998,3505400.0,101.900002,134500.0,,,,,,,,4.31,,,2.75,,,,,,,,,,,,,,
2018-10-12,2045.0,2048.0,933500.0,120.44,0.45,8710.97,1.53,1651.8,0.06,6078.98,0.31,1579.0,4.22,679.65,-0.55,6.9224,0.47,112.2,0.03,0.8649,0.28,66.1173,-0.23,112.2,0.03,3.18,35072704.0,5.54,22944000.0,42.849998,6974195.0,2.03,9859000.0,35.669998,2848500.0,101.339996,120700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-15,2028.0,2031.0,926100.0,119.62,-0.68,8572.44,-1.59,1655.8,0.24,6027.68,-0.84,1584.0,0.32,676.34,-0.49,6.9168,-0.08,111.78,-0.37,0.8637,-0.14,65.6526,-0.7,111.78,-0.37,3.11,37351552.0,5.32,4933500.0,42.689999,5391650.0,2.04,7041000.0,35.34,2439900.0,102.300003,98700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-16,2022.0,2024.0,996875.0,119.65,0.03,8486.53,-1.0,1676.5,1.25,6146.1,1.96,1578.0,-0.38,669.33,-1.04,6.912,-0.07,112.25,0.42,0.864,0.03,65.3067,-0.53,112.25,0.42,3.11,25204110.0,5.35,12056333.0,42.639999,7483812.0,2.07,6531000.0,36.189999,2686800.0,105.989998,154700.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-17,2018.0,2023.5,1082600.0,119.52,-0.11,8538.77,0.62,1680.1,0.22,6217.37,1.16,1554.0,-1.52,673.68,0.65,6.9275,0.22,112.65,0.36,0.8694,0.63,65.4946,0.29,112.65,0.36,,,,,43.060001,7373785.0,,,36.700001,7398600.0,107.629997,127800.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-18,2007.5,2012.5,1072950.0,118.93,-0.49,8306.53,-2.72,1649.9,-1.8,6145.05,-1.16,1565.0,0.71,676.23,0.38,6.9376,0.15,112.19,-0.41,0.8731,0.43,65.8044,0.47,112.19,-0.41,3.02,26063584.0,5.46,17645000.0,41.860001,7746521.0,2.1,5928000.0,38.849998,13826700.0,95.809998,476600.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-19,2022.5,2024.0,1066725.0,119.07,0.12,8561.45,3.07,1629.6,-1.23,6106.12,-0.63,1576.0,0.7,679.86,0.54,6.9297,-0.11,112.55,0.32,0.8685,-0.53,65.4911,-0.48,112.55,0.32,3.04,28756671.0,5.7,18607226.0,42.209999,6377485.0,2.1,2941000.0,38.599998,5061800.0,96.690002,204400.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,2002.5,2013.0,1062350.0,119.62,0.46,8939.93,4.42,1640.6,0.67,6031.64,-1.22,1579.0,0.19,682.35,0.37,6.9474,0.26,112.83,0.25,0.8722,0.43,65.242,-0.38,112.83,0.25,3.1,30756122.0,5.85,10903088.0,42.279999,4822461.0,2.07,4431000.0,39.459999,3141100.0,98.5,87400.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-23,1997.0,2016.0,1056700.0,118.84,-0.65,8701.99,-2.66,1608.6,-1.95,5969.18,-1.04,1577.0,-0.13,682.13,-0.03,6.9383,-0.13,112.44,-0.35,0.8717,-0.06,65.5107,0.41,112.44,-0.35,3.03,25909880.0,5.6,13615000.0,40.82,8701105.0,2.03,5420000.0,37.32,3192900.0,98.800003,140800.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-24,1987.5,2005.0,1052025.0,118.46,-0.32,8716.79,0.17,1515.1,-5.81,5940.23,-0.48,1546.0,-1.97,690.6,1.24,6.944,0.08,112.26,-0.16,0.8778,0.7,65.6765,0.25,112.26,-0.16,3.04,18368935.0,5.6,15800246.0,40.880001,8478339.0,2.04,3985000.0,34.200001,4897200.0,94.699997,100900.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-25,1981.0,1998.5,1049525.0,118.02,-0.37,8718.97,0.03,1545.4,2.0,5976.09,0.6,1516.0,-1.94,687.33,-0.47,6.9489,0.07,112.42,0.14,0.8791,0.15,65.5962,-0.12,112.42,0.14,3.0,22282321.0,5.48,10974500.0,41.09,8406574.0,2.01,2869000.0,34.560001,3200400.0,96.980003,172300.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-26,1961.0,1978.0,1049175.0,117.54,-0.41,8659.54,-0.68,1515.6,-1.93,5880.57,-1.6,1519.0,0.2,687.64,0.05,6.9435,-0.08,111.91,-0.45,0.8768,-0.26,65.7188,0.19,111.91,-0.45,2.87,41349051.0,5.44,17381000.0,41.970001,11541278.0,2.0,3424000.0,34.25,3944700.0,94.470001,121300.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,1980.5,2000.5,1048625.0,116.83,-0.6,8408.27,-2.9,1502.3,-0.87,5913.64,0.56,1522.0,0.2,693.48,0.85,6.9619,0.26,112.38,0.42,0.8793,0.29,65.8499,0.2,112.38,0.42,2.86,20115656.0,5.27,4259000.0,41.860001,6179952.0,1.98,2624000.0,33.82,2219600.0,92.949997,102000.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-30,1952.0,1972.5,1048825.0,114.74,-1.79,8481.44,0.87,1511.4,0.6,5891.48,-0.37,1513.0,-0.59,693.52,0.01,6.9672,0.08,113.09,0.63,0.8814,0.24,65.5526,-0.45,113.09,0.63,2.8,17746748.0,5.06,8547710.0,42.299999,4798796.0,1.97,1537500.0,34.150002,2193400.0,92.839996,126600.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-10-31,1946.0,1966.5,1047950.0,113.59,-1.0,8604.78,1.45,1542.8,2.08,6009.22,2.0,1490.0,-1.52,696.0,0.36,6.9756,0.12,112.94,-0.13,0.8841,0.31,65.8789,0.5,112.94,-0.13,2.84,24896757.0,5.25,7723000.0,43.759998,9585305.0,2.07,7310000.0,34.990002,3380700.0,95.370003,126300.0,,50.5,4.56,6.5,,50.1,0.2,4.31,50.5,,,108.49,90.15,,2.25,0.2,54.9,165263.0,61359.0,2009299.0,1083967.0,488344.0,2218441.0,169233.0,302158.0
2018-11-01,1961.0,1978.0,1047325.0,115.69,1.85,8676.62,0.83,1571.0,1.83,6031.94,0.38,1470.0,-1.34,688.45,-1.08,6.9233,-0.75,112.72,-0.19,0.8765,-0.86,65.7256,-0.23,112.72,-0.19,2.95,22925228.0,5.13,8566465.0,44.68,6161041.0,2.07,3623000.0,36.779999,2756200.0,97.739998,101500.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-02,1967.0,1985.0,1051425.0,117.6,1.65,9045.68,4.25,1601.1,1.92,6063.66,0.53,1457.0,-0.88,685.82,-0.38,6.8907,-0.47,113.2,0.43,0.8781,0.18,66.2021,0.72,113.2,0.43,3.02,51845055.0,5.27,9522000.0,45.380001,8579275.0,2.1,11469000.0,36.93,2690000.0,101.059998,120600.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,1959.0,1971.0,1050475.0,116.18,-1.21,8959.04,-0.96,1603.3,0.14,,,1428.0,-1.99,679.38,-0.94,6.9257,0.51,113.19,-0.01,0.8767,-0.16,,,113.19,-0.01,3.02,24343697.0,5.18,5826500.0,45.119999,4524200.0,2.17,12747000.0,36.599998,1774700.0,98.870003,122800.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-06,1950.0,1969.0,1049700.0,115.32,-0.74,8917.65,-0.46,1599.9,-0.21,6094.06,0.5,1395.0,-2.31,680.5,0.16,6.9195,-0.09,113.44,0.22,0.8751,-0.18,66.1311,-0.11,113.44,0.22,3.11,27210505.0,5.2,6606107.0,44.459999,4846592.0,2.22,8753000.0,36.189999,2417800.0,99.089996,88000.0,1.5,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-07,1951.5,1963.0,1053675.0,116.0,0.59,8843.94,-0.83,1610.8,0.68,6126.07,0.53,1304.0,-6.52,675.47,-0.74,6.92,0.01,113.53,0.08,0.8752,0.01,66.3182,0.28,113.53,0.08,3.02,29376197.0,5.23,7875000.0,44.470001,3163700.0,2.18,6110000.0,36.830002,3267900.0,99.82,139100.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-08,1977.0,1982.0,1055025.0,116.18,0.16,8823.08,-0.24,1588.8,-1.36,6115.51,-0.17,1231.0,-5.6,677.75,0.34,6.9345,0.21,114.06,0.47,0.88,0.55,66.9029,0.88,114.06,0.47,3.03,31750000.0,5.27,14147500.0,43.599998,7059025.0,2.18,4926000.0,36.380001,3763900.0,99.029999,62400.0,,,,,,,,4.31,,,2.75,,,,2.25,,,,,,,,,,
2018-11-09,1964.5,1971.5,1055550.0,114.21,-1.7,8679.92,-1.62,1552.2,-2.3,6178.45,1.03,1147.0,-6.82,684.46,0.99,6.9567,0.32,113.83,-0.2,0.8821,0.24,68.1088,1.8,113.83,-0.2,2.99,19381720.0,5.13,14147007.0,42.380001,6144771.0,2.2,5891000.0,34.360001,4279000.0,96.300003,122100.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-12,1934.0,1942.5,1056450.0,113.54,-0.59,8773.44,1.08,1527.9,-1.57,6143.76,-0.56,1125.0,-1.92,687.58,0.46,6.9635,0.1,113.83,0.0,0.8914,1.05,67.846,-0.39,113.83,0.0,3.0,13744856.0,5.25,25508400.0,42.669998,4143988.0,2.22,5404000.0,33.73,2422900.0,94.620003,95800.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-13,1925.0,1938.0,1056150.0,113.46,-0.07,8875.8,1.17,1537.3,0.61,6152.23,0.14,1064.0,-5.42,691.5,0.57,6.956,-0.11,113.81,-0.02,0.8857,-0.64,68.1147,0.4,113.81,-0.02,2.91,31723396.0,5.17,14107500.0,42.0,5465892.0,2.25,4514000.0,34.720001,4016900.0,93.669998,123900.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-14,1931.0,1944.5,1057450.0,113.99,0.47,8803.53,-0.81,1529.5,-0.51,6204.96,0.86,1009.0,-5.17,682.48,-1.3,6.9505,-0.08,113.62,-0.17,0.8841,-0.18,67.0379,-1.58,113.62,-0.17,2.95,23627103.0,5.09,52229316.0,41.990002,6177818.0,2.25,5052000.0,35.150002,2872900.0,92.779999,116800.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-15,1917.0,1940.5,1058125.0,114.79,0.7,8926.92,1.4,1557.5,1.83,6172.29,-0.53,1020.0,1.09,673.65,-1.29,6.9392,-0.16,113.64,0.02,0.8828,-0.15,65.892,-1.71,113.64,0.02,2.95,23967400.0,5.02,30597500.0,42.119999,4697526.0,2.25,1749000.0,35.939999,2535100.0,95.190002,102500.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-16,1914.0,1931.5,1066350.0,116.16,1.19,8966.48,0.44,1571.3,0.88,6175.36,0.05,1031.0,1.08,669.88,-0.56,6.938,-0.02,112.83,-0.71,0.8757,-0.8,65.9801,0.13,112.83,-0.71,2.98,19949036.0,5.03,17127000.0,42.75,5891133.0,2.28,8754000.0,35.950001,3092100.0,95.93,227000.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,1918.0,1941.0,1070925.0,115.64,-0.45,9056.4,1.0,1534.7,-2.33,6181.82,0.1,1023.0,-0.78,669.6,-0.04,6.942,0.06,112.56,-0.24,0.8731,-0.3,65.5405,-0.67,112.56,-0.24,2.99,15372000.0,4.93,15082000.0,41.970001,7468197.0,2.25,3958000.0,33.490002,4603100.0,95.160004,54600.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-20,1927.0,1940.5,1073050.0,114.77,-0.75,8847.08,-2.31,1472.8,-4.03,6148.24,-0.54,1003.0,-1.96,671.74,0.32,6.9452,0.05,112.77,0.19,0.8794,0.72,66.1682,0.96,112.77,0.19,2.93,20929242.0,4.59,26581500.0,41.330002,6036314.0,2.26,3959000.0,32.68,2938300.0,93.18,94600.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-21,1945.0,1953.5,1072525.0,115.56,0.69,8864.45,0.2,1497.4,1.67,6190.94,0.69,1008.0,0.5,666.48,-0.78,6.927,-0.26,113.06,0.26,0.8783,-0.13,65.6668,-0.76,113.06,0.26,2.9,22804851.0,4.73,24755298.0,42.119999,5076532.0,2.34,14154000.0,32.799999,1697200.0,95.199997,51200.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-22,1941.5,1953.5,1070400.0,,,8854.48,-0.11,,,6236.65,0.74,1018.0,0.99,668.4,0.29,6.932,0.07,112.94,-0.11,0.8766,-0.19,65.6232,-0.07,112.94,-0.11,2.91,10855975.0,4.78,17958500.0,41.860001,2660256.0,2.33,8935000.0,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-23,1922.5,1934.5,1067000.0,114.6,-0.83,8631.49,-2.52,1460.2,-2.49,6240.17,0.06,1093.0,7.37,674.67,0.94,6.9485,0.24,112.95,0.01,0.8817,0.58,66.1953,0.87,112.95,0.01,2.87,14426000.0,4.83,9160000.0,41.049999,3678330.0,2.27,3909000.0,32.310001,1346600.0,94.440002,27300.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,1920.0,1930.0,1064975.0,114.08,-0.45,8618.34,-0.15,1444.5,-1.07,6213.51,-0.43,1217.0,11.34,676.8,0.32,6.9407,-0.11,113.59,0.57,0.8828,0.12,67.0954,1.36,113.59,0.57,2.87,11427752.0,4.95,34961500.0,41.790001,3501791.0,2.25,3682000.0,32.57,2348200.0,94.919998,85200.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-27,1925.0,1935.5,1061700.0,112.4,-1.47,8596.82,-0.25,1418.6,-1.79,6237.27,0.38,1339.0,10.02,675.41,-0.21,6.9515,0.16,113.78,0.17,0.8859,0.35,67.0611,-0.05,113.78,0.17,2.77,33243467.0,4.96,11019500.0,41.150002,4078476.0,2.2,4619000.0,31.190001,2964900.0,93.449997,80900.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-28,1912.5,1924.0,1057875.0,114.12,1.53,8704.62,1.25,1478.3,4.2,6260.11,0.37,1330.0,-0.67,668.9,-0.96,6.9539,0.03,113.69,-0.08,0.8798,-0.69,66.9647,-0.14,113.69,-0.08,2.76,31841447.0,5.02,13475961.0,41.400002,3999586.0,2.22,2667000.0,33.599998,5636700.0,97.0,109400.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2018-11-29,1933.0,1933.0,1055275.0,114.4,0.25,8606.28,-1.13,1458.7,-1.32,6279.63,0.31,1281.0,-3.68,670.5,0.24,6.9425,-0.16,113.48,-0.18,0.8778,-0.23,66.2124,-1.12,113.48,-0.18,2.77,27288212.0,5.02,23447571.0,40.950001,7456078.0,2.2,2071000.0,30.99,8105500.0,96.830002,58400.0,,,,,,,,4.31,,,,,,,,,,,,,,,,,
