date;kaiser_price;kaiser_volume
17.06.2021;125.9100000;4106
18.06.2021;125.0100000;6679
21.06.2021;124.0600000;3187
22.06.2021;126.2000000;10723
23.06.2021;131.8100000;3439
24.06.2021;133.3300000;2155
25.06.2021;136.7400000;10862
28.06.2021;127.4200000;2331
29.06.2021;125.0000000;2046
30.06.2021;124.5000000;300
01.07.2021;122.6100000;1500
02.07.2021;123.2100000;1279
06.07.2021;119.4500000;500
07.07.2021;117.8700000;2763
08.07.2021;118.4400000;1700
09.07.2021;121.5800000;200
12.07.2021;121.9500000;1603
13.07.2021;120.2000000;1518
14.07.2021;117.4600000;400
15.07.2021;119.2800000;1000
16.07.2021;114.4200000;1316
19.07.2021;110.6600000;1854
20.07.2021;111.7600000;800
21.07.2021;116.3400000;3687
22.07.2021;108.0000000;8378
23.07.2021;110.6500000;3800
26.07.2021;117.0500000;562
27.07.2021;118.1850000;1500
28.07.2021;119.8800000;1970
29.07.2021;125.2400000;5580
30.07.2021;122.3400000;1900
02.08.2021;120.5900000;8617
03.08.2021;119.5000000;2519
04.08.2021;120.5600000;10363
05.08.2021;120.3600000;1365
06.08.2021;122.9500000;700
09.08.2021;119.8100000;300
10.08.2021;124.7700000;400
11.08.2021;125.1600000;900
12.08.2021;126.6600000;1200
13.08.2021;127.0400000;100
16.08.2021;124.1200000;700
17.08.2021;119.1600000;8831
18.08.2021;123.2300000;500
19.08.2021;117.4450000;1400
20.08.2021;121.9100000;530
23.08.2021;122.9200000;800
24.08.2021;124.6000000;800
25.08.2021;125.2000000;506
26.08.2021;120.5300000;300
27.08.2021;124.8100000;399
31.08.2021;125.6500000;300
01.09.2021;122.3200000;726
02.09.2021;125.4100000;800
03.09.2021;124.6200000;500
07.09.2021;124.5100000;1808
08.09.2021;120.5100000;200
09.09.2021;121.0400000;533
10.09.2021;120.7900000;2937
13.09.2021;120.6200000;1300
14.09.2021;118.4400000;400
15.09.2021;119.8300000;700
16.09.2021;115.7300000;900
17.09.2021;112.6800000;2343
20.09.2021;109.2100000;1766
21.09.2021;106.4600000;1100
22.09.2021;108.5500000;600
23.09.2021;108.6600000;1800
24.09.2021;109.9400000;700
27.09.2021;111.2500000;2617
28.09.2021;110.7800000;890
29.09.2021;111.9900000;800
30.09.2021;110.8500000;200
01.10.2021;109.6600000;900
04.10.2021;112.2100000;671
05.10.2021;111.8500000;700
06.10.2021;109.9200000;900
07.10.2021;111.8300000;1400
08.10.2021;111.2600000;500
11.10.2021;112.9100000;700
12.10.2021;109.2750000;1443
13.10.2021;109.9500000;200
14.10.2021;112.5000000;800
15.10.2021;117.5000000;939
18.10.2021;115.7500000;1200
19.10.2021;115.6700000;1990
20.10.2021;111.1300000;913
21.10.2021;101.8900000;7000
22.10.2021;99.9600000;3146
25.10.2021;99.4300000;1704
26.10.2021;99.4200000;1298
27.10.2021;100.1300000;1600
28.10.2021;100.3850000;2700
29.10.2021;98.6700000;1632
01.11.2021;97.8200000;1100
02.11.2021;95.5400000;1982
03.11.2021;99.2300000;1185
04.11.2021;101.1100000;1700
05.11.2021;103.0600000;6414
08.11.2021;108.8400000;2162
09.11.2021;108.1900000;2000
10.11.2021;104.7700000;2147
11.11.2021;105.0300000;1200
12.11.2021;106.7500000;2978
15.11.2021;105.6700000;2200
16.11.2021;105.4000000;2621
17.11.2021;105.3600000;1100
18.11.2021;101.0700000;1538
19.11.2021;100.6600000;700
22.11.2021;101.6000000;1656
23.11.2021;104.3500000;1166
24.11.2021;102.0400000;100
26.11.2021;94.5000000;904
29.11.2021;93.4000000;1264
30.11.2021;91.0400000;4318
01.12.2021;92.6000000;1132
02.12.2021;92.8400000;500
03.12.2021;92.5600000;3000
06.12.2021;93.6300000;717
07.12.2021;96.1100000;800
08.12.2021;95.4800000;200
09.12.2021;95.0000000;2500
10.12.2021;92.7200000;2671
13.12.2021;93.0800000;1500
14.12.2021;91.8550000;1400
15.12.2021;89.5450000;1315
16.12.2021;94.0000000;3700
17.12.2021;90.3600000;4746
20.12.2021;90.5200000;2700
21.12.2021;94.1750000;3400
22.12.2021;93.5950000;3864
23.12.2021;95.5700000;500
27.12.2021;95.0100000;300
28.12.2021;96.3700000;3286
29.12.2021;95.3500000;800
30.12.2021;95.1600000;641
31.12.2021;93.3700000;600
03.01.2022;97.3500000;2600
04.01.2022;99.2600000;5349
05.01.2022;98.1500000;1843
06.01.2022;98.5000000;1463
07.01.2022;100.2100000;1710
10.01.2022;99.9900000;5065
11.01.2022;100.0700000;4195
12.01.2022;102.0500000;2100
13.01.2022;100.4100000;3900
14.01.2022;104.4100000;2909
18.01.2022;105.7000000;1940
19.01.2022;102.1800000;2200
20.01.2022;100.7000000;2830
21.01.2022;97.2000000;2361
24.01.2022;94.5400000;1600
25.01.2022;94.5400000;1875
26.01.2022;100.9100000;2231
27.01.2022;94.7500000;1652
28.01.2022;93.6300000;1100
31.01.2022;95.6600000;2693
01.02.2022;96.6500000;5366
02.02.2022;96.3100000;4200
03.02.2022;95.5900000;1000
04.02.2022;92.5000000;1000
07.02.2022;92.9100000;2700
08.02.2022;94.8500000;2415
09.02.2022;98.0100000;1200
10.02.2022;97.9500000;700
11.02.2022;98.5000000;5109
14.02.2022;99.5700000;1700
15.02.2022;103.4100000;400
16.02.2022;104.6900000;1177
17.02.2022;104.3800000;600
18.02.2022;102.6200000;800
22.02.2022;102.7500000;985
23.02.2022;102.2700000;700
24.02.2022;94.7500000;4816
25.02.2022;96.8600000;3600
28.02.2022;96.2200000;1100
01.03.2022;97.5600000;2478
02.03.2022;93.9200000;914
03.03.2022;93.0400000;2600
04.03.2022;94.0800000;1007
07.03.2022;93.4300000;1209
08.03.2022;86.4300000;1596
09.03.2022;90.1200000;700
10.03.2022;91.5800000;1868
11.03.2022;88.0600000;1200
14.03.2022;86.1500000;2819
15.03.2022;86.8300000;1625
16.03.2022;91.3400000;1300
17.03.2022;91.9300000;1900
18.03.2022;90.3300000;1500
21.03.2022;93.2000000;4000
22.03.2022;97.5200000;1200
23.03.2022;96.9400000;700
24.03.2022;95.8400000;400
25.03.2022;98.5500000;2850
28.03.2022;93.7300000;2200
29.03.2022;94.3000000;3700
30.03.2022;96.3200000;2800
31.03.2022;95.5000000;3600
01.04.2022;93.5000000;2300
04.04.2022;92.0800000;600
05.04.2022;93.5700000;2500
06.04.2022;90.6600000;600
07.04.2022;90.9700000;1500
08.04.2022;90.3800000;1100
11.04.2022;90.2800000;2004
12.04.2022;90.7800000;400
13.04.2022;92.3400000;1452
14.04.2022;96.7400000;1800
18.04.2022;100.4400000;1610
19.04.2022;100.5800000;2460
20.04.2022;102.9900000;4800
21.04.2022;104.5400000;2737
22.04.2022;99.7400000;1500
25.04.2022;95.1200000;3300
26.04.2022;92.2600000;3243
27.04.2022;95.7000000;3520
28.04.2022;96.3800000;1500
29.04.2022;98.3900000;3900
02.05.2022;95.8800000;6202
03.05.2022;97.1600000;1500
04.05.2022;102.0900000;1244
05.05.2022;99.9900000;4316
06.05.2022;95.2400000;2586
09.05.2022;94.2500000;2203
10.05.2022;95.3400000;3815
11.05.2022;96.7000000;4457
12.05.2022;93.7700000;2043
13.05.2022;96.9900000;791
16.05.2022;96.7400000;1100
17.05.2022;100.1100000;2351
18.05.2022;104.8600000;4390
19.05.2022;98.1400000;1355
20.05.2022;94.5300000;1300
23.05.2022;99.2300000;1200
24.05.2022;95.7600000;1295
25.05.2022;97.5100000;2100
26.05.2022;99.0400000;1500
27.05.2022;101.7000000;600
31.05.2022;101.2000000;2100
01.06.2022;101.7900000;2318
02.06.2022;103.1900000;900
03.06.2022;100.1200000;1200
06.06.2022;101.9700000;900
07.06.2022;104.1400000;600
08.06.2022;101.3700000;500
09.06.2022;97.5150000;1000
10.06.2022;90.5100000;1400
13.06.2022;88.1300000;2208
14.06.2022;85.4200000;1500
15.06.2022;86.7600000;2000
16.06.2022;80.2100000;3790
17.06.2022;76.4500000;13605
21.06.2022;78.3800000;1800
22.06.2022;73.2000000;719
23.06.2022;72.5250000;3699
24.06.2022;71.9500000;4616
27.06.2022;79.9700000;1200
28.06.2022;80.6500000;1400
29.06.2022;78.1200000;1768
30.06.2022;79.7700000;741
01.07.2022;78.0100000;2690
05.07.2022;74.1800000;2100
06.07.2022;73.1900000;1000
07.07.2022;78.7000000;300
08.07.2022;75.0000000;8351
11.07.2022;73.0700000;3201
12.07.2022;75.7150000;800
13.07.2022;74.2900000;3500
14.07.2022;73.5000000;1100
15.07.2022;74.0100000;2800
18.07.2022;76.5300000;4631
19.07.2022;73.3600000;5634
20.07.2022;74.4500000;6029
21.07.2022;71.4700000;2620
22.07.2022;73.0500000;6976
25.07.2022;72.2900000;2204
26.07.2022;68.8300000;29547
27.07.2022;73.6300000;5948
28.07.2022;74.8200000;2971
29.07.2022;75.7400000;2500
01.08.2022;74.0400000;2046
02.08.2022;73.7200000;4887
03.08.2022;72.8500000;2800
04.08.2022;72.3200000;2500
05.08.2022;70.1300000;3778
08.08.2022;73.6900000;1400
09.08.2022;71.6500000;1400
10.08.2022;74.1400000;7051
11.08.2022;78.1850000;1400
12.08.2022;76.8100000;2596
15.08.2022;77.0900000;4657
16.08.2022;78.8200000;1300
17.08.2022;77.0000000;1300
18.08.2022;79.8100000;1407
19.08.2022;78.4600000;2327
22.08.2022;76.1800000;2086
23.08.2022;77.5800000;500
24.08.2022;77.2500000;1500
25.08.2022;78.4100000;300
26.08.2022;77.3300000;962
29.08.2022;74.8400000;1576
30.08.2022;72.3100000;1646
31.08.2022;73.0200000;2670
01.09.2022;69.5500000;1200
02.09.2022;70.8600000;1492
06.09.2022;69.7100000;1300
07.09.2022;71.4600000;500
08.09.2022;73.4700000;1900
09.09.2022;77.4900000;2479
12.09.2022;79.5000000;2232
13.09.2022;83.1000000;2601
14.09.2022;79.4700000;2986
15.09.2022;76.4500000;3220
16.09.2022;71.2000000;3403
19.09.2022;70.8800000;2039
20.09.2022;70.1000000;1077
21.09.2022;68.7000000;1101
22.09.2022;66.6300000;1753
23.09.2022;63.7600000;1900
26.09.2022;63.3600000;1000
27.09.2022;62.3200000;800
28.09.2022;62.9700000;805
29.09.2022;60.8900000;2283
30.09.2022;62.5200000;1327
03.10.2022;64.5800000;3493
04.10.2022;68.8500000;3000
05.10.2022;70.4750000;2928
06.10.2022;70.3700000;200
07.10.2022;68.3800000;523
10.10.2022;68.7100000;778
11.10.2022;70.3900000;1400
12.10.2022;67.0000000;7026
13.10.2022;64.0800000;1600
14.10.2022;65.6600000;900
17.10.2022;67.0500000;700
18.10.2022;70.3500000;2421
19.10.2022;68.0500000;1300
20.10.2022;70.1300000;4526
21.10.2022;76.9600000;1604
24.10.2022;78.2500000;2032
25.10.2022;79.3000000;1100
26.10.2022;81.7000000;1200
27.10.2022;80.2200000;529
28.10.2022;79.0600000;800
31.10.2022;79.3800000;800
01.11.2022;83.3100000;728
02.11.2022;80.6100000;100
03.11.2022;78.9600000;400
04.11.2022;84.1300000;400
07.11.2022;83.3600000;3518
08.11.2022;83.9900000;800
09.11.2022;84.1000000;735
10.11.2022;87.9100000;1500
11.11.2022;94.4600000;2200
14.11.2022;92.9400000;1957
15.11.2022;96.0000000;884
16.11.2022;94.1650000;100
17.11.2022;92.3300000;1300
18.11.2022;92.0600000;1100
21.11.2022;84.7650000;1335
22.11.2022;88.3000000;1444
23.11.2022;88.9500000;1177
25.11.2022;89.5700000;100
28.11.2022;88.2500000;823
29.11.2022;87.8000000;400
30.11.2022;87.4600000;700
01.12.2022;89.9800000;600
02.12.2022;88.1900000;2447
05.12.2022;86.3700000;1200
06.12.2022;84.8100000;4026
07.12.2022;83.4000000;931
08.12.2022;82.6500000;2367
09.12.2022;81.1000000;1388
12.12.2022;79.5400000;2710
13.12.2022;84.8200000;1600
14.12.2022;83.4000000;1827
15.12.2022;80.7900000;1900
16.12.2022;75.2700000;7221
19.12.2022;76.7400000;1932
20.12.2022;75.6200000;500
21.12.2022;78.5800000;700
22.12.2022;76.2500000;1925
23.12.2022;76.5700000;546
27.12.2022;76.7900000;1000
28.12.2022;74.8600000;1641
29.12.2022;75.3000000;1006
30.12.2022;76.2000000;1384
03.01.2023;76.8550000;2899
04.01.2023;77.0000000;600
05.01.2023;78.2500000;2796
06.01.2023;80.3200000;503
09.01.2023;85.1400000;500
10.01.2023;83.6400000;1781
11.01.2023;87.1500000;100
12.01.2023;87.3000000;300
13.01.2023;88.6500000;500
17.01.2023;87.8100000;2089
18.01.2023;89.1150000;4542
19.01.2023;87.1100000;1717
20.01.2023;84.5000000;1721
23.01.2023;85.1400000;2313
24.01.2023;83.6000000;276
25.01.2023;88.1600000;300
26.01.2023;89.2800000;651
27.01.2023;88.0600000;1659
30.01.2023;87.0100000;764
31.01.2023;86.8900000;900
01.02.2023;87.1700000;2001
02.02.2023;90.1600000;2681
03.02.2023;92.3500000;1601
06.02.2023;89.6900000;1368
07.02.2023;88.6700000;5081
08.02.2023;89.0000000;1900
09.02.2023;86.9400000;4115
10.02.2023;83.8300000;3762
13.02.2023;84.5500000;4931
14.02.2023;85.2200000;1490
15.02.2023;87.6100000;3226
16.02.2023;89.9100000;1543
17.02.2023;88.0500000;7169
21.02.2023;88.4000000;3743
22.02.2023;86.9000000;3600
23.02.2023;80.1300000;5706
24.02.2023;74.1000000;6003
27.02.2023;77.3000000;2800
28.02.2023;77.0200000;3053
01.03.2023;81.6500000;914
02.03.2023;80.3300000;1787
03.03.2023;83.0600000;7225
06.03.2023;81.8200000;2009
07.03.2023;80.7300000;2250
08.03.2023;78.8700000;2101
09.03.2023;77.6000000;4500
10.03.2023;74.1500000;3130
13.03.2023;69.7200000;2016
14.03.2023;71.7500000;2801
15.03.2023;68.3700000;5496
16.03.2023;63.5900000;3334
17.03.2023;63.9000000;2000
20.03.2023;62.5200000;7997
21.03.2023;64.8200000;4300
22.03.2023;66.6500000;8646
23.03.2023;64.2000000;19647
24.03.2023;67.3800000;9609
27.03.2023;71.1000000;3680
28.03.2023;73.8100000;7461
29.03.2023;73.4500000;6442
30.03.2023;72.1500000;2856
31.03.2023;74.2000000;925
03.04.2023;75.1300000;1685
04.04.2023;72.0100000;2400
05.04.2023;71.7300000;7810
06.04.2023;69.7500000;300
10.04.2023;71.8200000;1903
11.04.2023;73.7000000;800
12.04.2023;68.7700000;1200
13.04.2023;68.5500000;5112
14.04.2023;67.1500000;6632
17.04.2023;66.5600000;5049
18.04.2023;67.4800000;1000
19.04.2023;65.6700000;2760
20.04.2023;66.6800000;1609
21.04.2023;63.8100000;900
24.04.2023;62.6700000;1300
25.04.2023;59.5300000;7458
26.04.2023;57.6600000;4800
27.04.2023;61.2800000;4520
28.04.2023;63.2600000;5841
01.05.2023;65.1700000;1900
02.05.2023;62.4600000;1200
03.05.2023;62.9900000;2014
04.05.2023;61.0000000;4099
05.05.2023;63.3500000;1000
08.05.2023;64.1300000;800
09.05.2023;62.3600000;1045
10.05.2023;61.8900000;1200
11.05.2023;60.3200000;1098
12.05.2023;59.8100000;683
15.05.2023;61.4700000;2000
16.05.2023;60.5600000;604
17.05.2023;60.0000000;900
18.05.2023;61.1500000;2663
19.05.2023;64.2850000;3600
22.05.2023;64.2300000;1325
23.05.2023;65.2600000;400
24.05.2023;62.6900000;1000
25.05.2023;62.0700000;300
26.05.2023;63.2700000;200
30.05.2023;63.4200000;900
31.05.2023;60.4500000;902
01.06.2023;60.7800000;200
02.06.2023;65.4500000;700
05.06.2023;64.3200000;1200
06.06.2023;67.3000000;900
07.06.2023;69.8450000;1000
08.06.2023;68.9800000;1100
09.06.2023;67.0850000;100
12.06.2023;69.7450000;100
13.06.2023;71.0000000;700
14.06.2023;70.6250000;784
15.06.2023;70.7100000;400
16.06.2023;69.7500000;800
20.06.2023;69.9400000;1299
21.06.2023;70.1700000;3046
22.06.2023;69.5600000;800
23.06.2023;68.0400000;1300
26.06.2023;69.8700000;400
27.06.2023;68.5300000;400
28.06.2023;70.3400000;2030
29.06.2023;71.5200000;1100
30.06.2023;71.9400000;414
03.07.2023;72.4150000;200
05.07.2023;71.7500000;900
06.07.2023;68.8100000;9859
07.07.2023;72.6300000;300
10.07.2023;72.3900000;200
11.07.2023;72.4400000;3009
12.07.2023;74.2500000;500
13.07.2023;76.3100000;531
14.07.2023;73.9500000;700
17.07.2023;76.8300000;427
18.07.2023;78.0000000;650
19.07.2023;77.3800000;1400
20.07.2023;79.1550000;1100
21.07.2023;77.8300000;1100
24.07.2023;78.4800000;600
25.07.2023;81.1200000;3899
26.07.2023;88.2600000;7079
27.07.2023;81.7500000;2200
28.07.2023;80.2800000;1724
31.07.2023;79.4500000;4300
01.08.2023;80.6300000;800
03.08.2023;79.3500000;1241
04.08.2023;79.8200000;400
07.08.2023;78.4800000;578
08.08.2023;77.3400000;324
09.08.2023;75.6900000;100
10.08.2023;76.3900000;551
11.08.2023;76.4600000;300
14.08.2023;75.3800000;800
15.08.2023;74.7500000;1100
16.08.2023;75.2900000;1350
17.08.2023;77.9300000;1100
18.08.2023;76.0100000;200
21.08.2023;75.5300000;300
22.08.2023;75.3000000;300
24.08.2023;72.6100000;500
25.08.2023;72.5000000;100
28.08.2023;73.8500000;900
29.08.2023;74.2000000;600
30.08.2023;76.4700000;300
31.08.2023;76.5900000;4949
01.09.2023;77.7800000;1700
05.09.2023;76.5800000;1400
06.09.2023;74.6750000;1200
07.09.2023;72.8000000;1400
08.09.2023;74.8950000;2470
11.09.2023;75.1950000;1200
12.09.2023;75.6500000;500
13.09.2023;75.4200000;1471
14.09.2023;78.6500000;200
15.09.2023;78.5700000;1153
18.09.2023;75.7800000;100
19.09.2023;75.0750000;100
20.09.2023;75.4600000;200
21.09.2023;73.4600000;600
22.09.2023;73.6600000;800
25.09.2023;72.3400000;700
26.09.2023;71.5450000;500
27.09.2023;70.8900000;400
28.09.2023;74.4200000;1649
29.09.2023;75.4100000;680
02.10.2023;73.7300000;802
03.10.2023;71.7300000;1500
04.10.2023;69.1100000;1000
05.10.2023;68.7100000;300
06.10.2023;67.4100000;1094
09.10.2023;67.9500000;900
11.10.2023;70.5100000;700
12.10.2023;71.6800000;1200
13.10.2023;68.4900000;1100
16.10.2023;68.4200000;956
17.10.2023;69.0100000;600
18.10.2023;68.2600000;100
19.10.2023;68.2000000;800
20.10.2023;65.2000000;100
23.10.2023;64.7700000;500
24.10.2023;64.3400000;1703
25.10.2023;63.4700000;3371
26.10.2023;62.3100000;2849
27.10.2023;57.6200000;2104
