"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"08.01.2019","1.262,00","1.262,00","1.262,00","1.262,00","","1,20%"
"07.01.2019","1.247,00","1.247,00","1.247,00","1.247,00","","-1,03%"
"04.01.2019","1.260,00","1.260,00","1.260,00","1.260,00","","-0,55%"
"03.01.2019","1.267,00","1.267,00","1.267,00","1.267,00","","-1,17%"
"02.01.2019","1.282,00","1.282,00","1.282,00","1.282,00","","0,87%"
"24.12.2018","1.271,00","1.271,00","1.271,00","1.271,00","","-0,63%"
"21.12.2018","1.279,00","1.279,00","1.279,00","1.279,00","","-2,96%"
"20.12.2018","1.318,00","1.318,00","1.318,00","1.318,00","","-4,35%"
"19.12.2018","1.378,00","1.378,00","1.378,00","1.378,00","","-1,22%"
"18.12.2018","1.395,00","1.395,00","1.395,00","1.395,00","","-0,78%"
"17.12.2018","1.406,00","1.406,00","1.406,00","1.406,00","","0,36%"
"14.12.2018","1.401,00","1.401,00","1.401,00","1.401,00","","2,64%"
"13.12.2018","1.365,00","1.365,00","1.365,00","1.365,00","","0,89%"
"12.12.2018","1.353,00","1.353,00","1.353,00","1.353,00","","-0,81%"
"11.12.2018","1.364,00","1.364,00","1.364,00","1.364,00","","-1,52%"
"10.12.2018","1.385,00","1.385,00","1.385,00","1.385,00","","0,95%"
"07.12.2018","1.372,00","1.372,00","1.372,00","1.372,00","","2,46%"
"06.12.2018","1.339,00","1.339,00","1.339,00","1.339,00","","3,32%"
"05.12.2018","1.296,00","1.296,00","1.296,00","1.296,00","","4,77%"
"04.12.2018","1.237,00","1.237,00","1.237,00","1.237,00","","2,83%"
"03.12.2018","1.203,00","1.203,00","1.203,00","1.203,00","","-2,27%"
"30.11.2018","1.231,00","1.231,00","1.231,00","1.231,00","","-3,90%"
"29.11.2018","1.281,00","1.281,00","1.281,00","1.281,00","","-3,68%"
"28.11.2018","1.330,00","1.330,00","1.330,00","1.330,00","","-0,67%"
"27.11.2018","1.339,00","1.339,00","1.339,00","1.339,00","","10,02%"
"26.11.2018","1.217,00","1.217,00","1.217,00","1.217,00","","11,34%"
"23.11.2018","1.093,00","1.093,00","1.093,00","1.093,00","","7,37%"
"22.11.2018","1.018,00","1.018,00","1.018,00","1.018,00","","0,99%"
"21.11.2018","1.008,00","1.008,00","1.008,00","1.008,00","","0,50%"
"20.11.2018","1.003,00","1.003,00","1.003,00","1.003,00","","-1,96%"
"19.11.2018","1.023,00","1.023,00","1.023,00","1.023,00","","-0,78%"
"16.11.2018","1.031,00","1.031,00","1.031,00","1.031,00","","1,08%"
"15.11.2018","1.020,00","1.020,00","1.020,00","1.020,00","","1,09%"
"14.11.2018","1.009,00","1.009,00","1.009,00","1.009,00","","-5,17%"
"13.11.2018","1.064,00","1.064,00","1.064,00","1.064,00","","-5,42%"
"12.11.2018","1.125,00","1.125,00","1.125,00","1.125,00","","-1,92%"
"09.11.2018","1.147,00","1.147,00","1.147,00","1.147,00","","-6,82%"
"08.11.2018","1.231,00","1.231,00","1.231,00","1.231,00","","-5,60%"
"07.11.2018","1.304,00","1.304,00","1.304,00","1.304,00","","-6,52%"
"06.11.2018","1.395,00","1.395,00","1.395,00","1.395,00","","-2,31%"
"05.11.2018","1.428,00","1.428,00","1.428,00","1.428,00","","-1,99%"
"02.11.2018","1.457,00","1.457,00","1.457,00","1.457,00","","-0,88%"
"01.11.2018","1.470,00","1.470,00","1.470,00","1.470,00","","-1,34%"
"31.10.2018","1.490,00","1.490,00","1.490,00","1.490,00","","-1,52%"
"30.10.2018","1.513,00","1.513,00","1.513,00","1.513,00","","-0,59%"
"29.10.2018","1.522,00","1.522,00","1.522,00","1.522,00","","0,20%"
"26.10.2018","1.519,00","1.519,00","1.519,00","1.519,00","","0,20%"
"25.10.2018","1.516,00","1.516,00","1.516,00","1.516,00","","-1,94%"
"24.10.2018","1.546,00","1.546,00","1.546,00","1.546,00","","-1,97%"
"23.10.2018","1.577,00","1.577,00","1.577,00","1.577,00","","-0,13%"
"22.10.2018","1.579,00","1.579,00","1.579,00","1.579,00","","0,19%"
"19.10.2018","1.576,00","1.576,00","1.576,00","1.576,00","","0,70%"
"18.10.2018","1.565,00","1.565,00","1.565,00","1.565,00","","0,71%"
"17.10.2018","1.554,00","1.554,00","1.554,00","1.554,00","","-1,52%"
"16.10.2018","1.578,00","1.578,00","1.578,00","1.578,00","","-0,38%"
"15.10.2018","1.584,00","1.584,00","1.584,00","1.584,00","","0,32%"
"12.10.2018","1.579,00","1.579,00","1.579,00","1.579,00","","4,22%"
"11.10.2018","1.515,00","1.515,00","1.515,00","1.515,00","","1,47%"
"10.10.2018","1.493,00","1.493,00","1.493,00","1.493,00","","-0,67%"
"09.10.2018","1.503,00","1.503,00","1.503,00","1.503,00","","-1,76%"
"08.10.2018","1.530,00","1.530,00","1.530,00","1.530,00","","-0,39%"
"05.10.2018","1.536,00","1.536,00","1.536,00","1.536,00","","-1,16%"
"04.10.2018","1.554,00","1.554,00","1.554,00","1.554,00","","-1,27%"
"03.10.2018","1.574,00","1.574,00","1.574,00","1.574,00","","0,25%"
"02.10.2018","1.570,00","1.570,00","1.570,00","1.570,00","","0,96%"
"01.10.2018","1.555,00","1.555,00","1.555,00","1.555,00","","0,97%"
"28.09.2018","1.540,00","1.540,00","1.540,00","1.540,00","","1,05%"
"27.09.2018","1.524,00","1.524,00","1.524,00","1.524,00","","1,40%"
"26.09.2018","1.503,00","1.503,00","1.503,00","1.503,00","","3,66%"
"25.09.2018","1.450,00","1.450,00","1.450,00","1.450,00","","1,12%"
"24.09.2018","1.434,00","1.434,00","1.434,00","1.434,00","","1,49%"
"21.09.2018","1.413,00","1.413,00","1.413,00","1.413,00","","1,22%"
"20.09.2018","1.396,00","1.396,00","1.396,00","1.396,00","","1,68%"
"19.09.2018","1.373,00","1.373,00","1.373,00","1.373,00","","1,25%"
"18.09.2018","1.356,00","1.356,00","1.356,00","1.356,00","","-0,07%"
"17.09.2018","1.357,00","1.357,00","1.357,00","1.357,00","","-0,66%"
"14.09.2018","1.366,00","1.366,00","1.366,00","1.366,00","","-1,16%"
"13.09.2018","1.382,00","1.382,00","1.382,00","1.382,00","","-2,06%"
"12.09.2018","1.411,00","1.411,00","1.411,00","1.411,00","","-1,95%"
"11.09.2018","1.439,00","1.439,00","1.439,00","1.439,00","","-2,90%"
"10.09.2018","1.482,00","1.482,00","1.482,00","1.482,00","","-0,54%"
"07.09.2018","1.490,00","1.490,00","1.490,00","1.490,00","","0,40%"
"06.09.2018","1.484,00","1.484,00","1.484,00","1.484,00","","0,47%"
"05.09.2018","1.477,00","1.477,00","1.477,00","1.477,00","","-2,38%"
"04.09.2018","1.513,00","1.513,00","1.513,00","1.513,00","","-2,83%"
"03.09.2018","1.557,00","1.557,00","1.557,00","1.557,00","","-1,39%"
"31.08.2018","1.579,00","1.579,00","1.579,00","1.579,00","","-2,17%"
"30.08.2018","1.614,00","1.614,00","1.614,00","1.614,00","","-2,83%"
"29.08.2018","1.661,00","1.661,00","1.661,00","1.661,00","","-1,37%"
"28.08.2018","1.684,00","1.684,00","1.684,00","1.684,00","","-0,77%"
"24.08.2018","1.697,00","1.697,00","1.697,00","1.697,00","","-0,70%"
"23.08.2018","1.709,00","1.709,00","1.709,00","1.709,00","","-1,50%"
"22.08.2018","1.735,00","1.735,00","1.735,00","1.735,00","","-0,06%"
"21.08.2018","1.736,00","1.736,00","1.736,00","1.736,00","","0,52%"
"20.08.2018","1.727,00","1.727,00","1.727,00","1.727,00","","0,23%"
"17.08.2018","1.723,00","1.723,00","1.723,00","1.723,00","","0,17%"
"16.08.2018","1.720,00","1.720,00","1.720,00","1.720,00","","-0,41%"
"15.08.2018","1.727,00","1.727,00","1.727,00","1.727,00","","0,12%"
"14.08.2018","1.725,00","1.725,00","1.725,00","1.725,00","","0,94%"
"13.08.2018","1.709,00","1.709,00","1.709,00","1.709,00","","1,06%"
"10.08.2018","1.691,00","1.691,00","1.691,00","1.691,00","","-0,18%"
"09.08.2018","1.694,00","1.694,00","1.694,00","1.694,00","","-0,59%"
"08.08.2018","1.704,00","1.704,00","1.704,00","1.704,00","","-1,62%"
"07.08.2018","1.732,00","1.732,00","1.732,00","1.732,00","","-2,31%"
"06.08.2018","1.773,00","1.773,00","1.773,00","1.773,00","","0,00%"
"03.08.2018","1.773,00","1.773,00","1.773,00","1.773,00","","0,97%"
"02.08.2018","1.756,00","1.756,00","1.756,00","1.756,00","","-0,23%"
"01.08.2018","1.760,00","1.760,00","1.760,00","1.760,00","","0,74%"
"31.07.2018","1.747,00","1.747,00","1.747,00","1.747,00","","2,58%"
"30.07.2018","1.703,00","1.703,00","1.703,00","1.703,00","","1,61%"
"27.07.2018","1.676,00","1.676,00","1.676,00","1.676,00","","-1,87%"
"26.07.2018","1.708,00","1.708,00","1.708,00","1.708,00","","-3,61%"
"25.07.2018","1.772,00","1.772,00","1.772,00","1.772,00","","-0,11%"
"24.07.2018","1.774,00","1.774,00","1.774,00","1.774,00","","3,26%"
"23.07.2018","1.718,00","1.718,00","1.718,00","1.718,00","","1,72%"
"20.07.2018","1.689,00","1.689,00","1.689,00","1.689,00","","1,93%"
"19.07.2018","1.657,00","1.657,00","1.657,00","1.657,00","","-1,84%"
"18.07.2018","1.688,00","1.688,00","1.688,00","1.688,00","","-1,92%"
"17.07.2018","1.721,00","1.721,00","1.721,00","1.721,00","","1,53%"
"16.07.2018","1.695,00","1.695,00","1.695,00","1.695,00","","1,74%"
"13.07.2018","1.666,00","1.666,00","1.666,00","1.666,00","","2,08%"
"12.07.2018","1.632,00","1.632,00","1.632,00","1.632,00","","2,90%"
"11.07.2018","1.586,00","1.586,00","1.586,00","1.586,00","","1,99%"
"10.07.2018","1.555,00","1.555,00","1.555,00","1.555,00","","-3,36%"
"09.07.2018","1.609,00","1.609,00","1.609,00","1.609,00","","-0,80%"
"06.07.2018","1.622,00","1.622,00","1.622,00","1.622,00","","0,62%"
"05.07.2018","1.612,00","1.612,00","1.612,00","1.612,00","","2,87%"
"04.07.2018","1.567,00","1.567,00","1.567,00","1.567,00","","6,17%"
"03.07.2018","1.476,00","1.476,00","1.476,00","1.476,00","","3,80%"
"02.07.2018","1.422,00","1.422,00","1.422,00","1.422,00","","2,67%"
"29.06.2018","1.385,00","1.385,00","1.385,00","1.385,00","","4,21%"
"28.06.2018","1.329,00","1.329,00","1.329,00","1.329,00","","1,53%"
"27.06.2018","1.309,00","1.309,00","1.309,00","1.309,00","","-1,06%"
"26.06.2018","1.323,00","1.323,00","1.323,00","1.323,00","","-0,75%"
"25.06.2018","1.333,00","1.333,00","1.333,00","1.333,00","","-0,60%"
"22.06.2018","1.341,00","1.341,00","1.341,00","1.341,00","","-0,45%"
"21.06.2018","1.347,00","1.347,00","1.347,00","1.347,00","","-1,89%"
"20.06.2018","1.373,00","1.373,00","1.373,00","1.373,00","","-3,24%"
"19.06.2018","1.419,00","1.419,00","1.419,00","1.419,00","","-1,60%"
"18.06.2018","1.442,00","1.442,00","1.442,00","1.442,00","","-0,21%"
"15.06.2018","1.445,00","1.445,00","1.445,00","1.445,00","","0,84%"
"14.06.2018","1.433,00","1.433,00","1.433,00","1.433,00","","2,07%"
"13.06.2018","1.404,00","1.404,00","1.404,00","1.404,00","","1,01%"
"12.06.2018","1.390,00","1.390,00","1.390,00","1.390,00","","0,22%"
"11.06.2018","1.387,00","1.387,00","1.387,00","1.387,00","","-0,29%"
"08.06.2018","1.391,00","1.391,00","1.391,00","1.391,00","","-0,29%"
"07.06.2018","1.395,00","1.395,00","1.395,00","1.395,00","","4,10%"
"06.06.2018","1.340,00","1.340,00","1.340,00","1.340,00","","7,29%"
"05.06.2018","1.249,00","1.249,00","1.249,00","1.249,00","","4,69%"
"04.06.2018","1.193,00","1.193,00","1.193,00","1.193,00","","3,20%"
"01.06.2018","1.156,00","1.156,00","1.156,00","1.156,00","","6,06%"
"31.05.2018","1.090,00","1.090,00","1.090,00","1.090,00","","4,61%"
"30.05.2018","1.042,00","1.042,00","1.042,00","1.042,00","","-1,42%"
"29.05.2018","1.057,00","1.057,00","1.057,00","1.057,00","","-1,86%"
"25.05.2018","1.077,00","1.077,00","1.077,00","1.077,00","","-2,89%"
"24.05.2018","1.109,00","1.109,00","1.109,00","1.109,00","","-4,56%"
"23.05.2018","1.162,00","1.162,00","1.162,00","1.162,00","","-3,09%"
"22.05.2018","1.199,00","1.199,00","1.199,00","1.199,00","","-3,23%"
"21.05.2018","1.239,00","1.239,00","1.239,00","1.239,00","","-2,67%"
"18.05.2018","1.273,00","1.273,00","1.273,00","1.273,00","","-2,45%"
"17.05.2018","1.305,00","1.305,00","1.305,00","1.305,00","","-6,99%"
"16.05.2018","1.403,00","1.403,00","1.403,00","1.403,00","","-4,43%"
"15.05.2018","1.468,00","1.468,00","1.468,00","1.468,00","","-0,54%"
"14.05.2018","1.476,00","1.476,00","1.476,00","1.476,00","","0,27%"
"11.05.2018","1.472,00","1.472,00","1.472,00","1.472,00","","1,31%"
"10.05.2018","1.453,00","1.453,00","1.453,00","1.453,00","","-0,82%"
"09.05.2018","1.465,00","1.465,00","1.465,00","1.465,00","","2,30%"
"08.05.2018","1.432,00","1.432,00","1.432,00","1.432,00","","3,47%"
"04.05.2018","1.384,00","1.384,00","1.384,00","1.384,00","","0,58%"
"03.05.2018","1.376,00","1.376,00","1.376,00","1.376,00","","2,23%"
"02.05.2018","1.346,00","1.346,00","1.346,00","1.346,00","","1,43%"
"01.05.2018","1.327,00","1.327,00","1.327,00","1.327,00","","-1,04%"
"30.04.2018","1.341,00","1.341,00","1.341,00","1.341,00","","-1,47%"
"27.04.2018","1.361,00","1.361,00","1.361,00","1.361,00","","-1,02%"
"26.04.2018","1.375,00","1.375,00","1.375,00","1.375,00","","-0,07%"
"25.04.2018","1.376,00","1.376,00","1.376,00","1.376,00","","3,46%"
"24.04.2018","1.330,00","1.330,00","1.330,00","1.330,00","","1,84%"
"23.04.2018","1.306,00","1.306,00","1.306,00","1.306,00","","1,95%"
"20.04.2018","1.281,00","1.281,00","1.281,00","1.281,00","","6,66%"
"19.04.2018","1.201,00","1.201,00","1.201,00","1.201,00","","6,85%"
"18.04.2018","1.124,00","1.124,00","1.124,00","1.124,00","","6,84%"
"17.04.2018","1.052,00","1.052,00","1.052,00","1.052,00","","2,63%"
"16.04.2018","1.025,00","1.025,00","1.025,00","1.025,00","","1,08%"
"13.04.2018","1.014,00","1.014,00","1.014,00","1.014,00","","2,11%"
"12.04.2018","993,00","993,00","993,00","993,00","","1,43%"
"11.04.2018","979,00","979,00","979,00","979,00","","0,51%"
"10.04.2018","974,00","974,00","974,00","974,00","","2,31%"
"09.04.2018","952,00","952,00","952,00","952,00","","0,42%"
"06.04.2018","948,00","948,00","948,00","948,00","","-0,52%"
"05.04.2018","953,00","953,00","953,00","953,00","","-2,46%"
"04.04.2018","977,00","977,00","977,00","977,00","","-3,84%"
"03.04.2018","1.016,00","1.016,00","1.016,00","1.016,00","","-3,70%"
"29.03.2018","1.055,00","1.055,00","1.055,00","1.055,00","","-2,31%"
"28.03.2018","1.080,00","1.080,00","1.080,00","1.080,00","","-3,31%"
"27.03.2018","1.117,00","1.117,00","1.117,00","1.117,00","","-0,80%"
"26.03.2018","1.126,00","1.126,00","1.126,00","1.126,00","","0,36%"
"23.03.2018","1.122,00","1.122,00","1.122,00","1.122,00","","0,45%"
"22.03.2018","1.117,00","1.117,00","1.117,00","1.117,00","","0,00%"
"21.03.2018","1.117,00","1.117,00","1.117,00","1.117,00","","-0,45%"
"20.03.2018","1.122,00","1.122,00","1.122,00","1.122,00","","-1,23%"
"19.03.2018","1.136,00","1.136,00","1.136,00","1.136,00","","-0,61%"
"16.03.2018","1.143,00","1.143,00","1.143,00","1.143,00","","-0,61%"
"15.03.2018","1.150,00","1.150,00","1.150,00","1.150,00","","-1,63%"
"14.03.2018","1.169,00","1.169,00","1.169,00","1.169,00","","-0,85%"
"13.03.2018","1.179,00","1.179,00","1.179,00","1.179,00","","-1,09%"
"12.03.2018","1.192,00","1.192,00","1.192,00","1.192,00","","-0,75%"
"09.03.2018","1.201,00","1.201,00","1.201,00","1.201,00","","0,33%"
"08.03.2018","1.197,00","1.197,00","1.197,00","1.197,00","","0,50%"
"07.03.2018","1.191,00","1.191,00","1.191,00","1.191,00","","-1,73%"
"06.03.2018","1.212,00","1.212,00","1.212,00","1.212,00","","0,17%"
"05.03.2018","1.210,00","1.210,00","1.210,00","1.210,00","","0,25%"
"02.03.2018","1.207,00","1.207,00","1.207,00","1.207,00","","0,92%"
"01.03.2018","1.196,00","1.196,00","1.196,00","1.196,00","","0,34%"
"28.02.2018","1.192,00","1.192,00","1.192,00","1.192,00","","0,34%"
"27.02.2018","1.188,00","1.188,00","1.188,00","1.188,00","","-0,25%"
"26.02.2018","1.191,00","1.191,00","1.191,00","1.191,00","","0,51%"
"23.02.2018","1.185,00","1.185,00","1.185,00","1.185,00","","1,54%"
"22.02.2018","1.167,00","1.167,00","1.167,00","1.167,00","","1,83%"
"21.02.2018","1.146,00","1.146,00","1.146,00","1.146,00","","2,60%"
"20.02.2018","1.117,00","1.117,00","1.117,00","1.117,00","","2,76%"
"19.02.2018","1.087,00","1.087,00","1.087,00","1.087,00","","0,28%"
"16.02.2018","1.084,00","1.084,00","1.084,00","1.084,00","","-0,46%"
"15.02.2018","1.089,00","1.089,00","1.089,00","1.089,00","","-0,55%"
"14.02.2018","1.095,00","1.095,00","1.095,00","1.095,00","","-1,71%"
"13.02.2018","1.114,00","1.114,00","1.114,00","1.114,00","","-0,80%"
"12.02.2018","1.123,00","1.123,00","1.123,00","1.123,00","","-0,18%"
"09.02.2018","1.125,00","1.125,00","1.125,00","1.125,00","","1,72%"
"08.02.2018","1.106,00","1.106,00","1.106,00","1.106,00","","0,82%"
"07.02.2018","1.097,00","1.097,00","1.097,00","1.097,00","","0,18%"
"06.02.2018","1.095,00","1.095,00","1.095,00","1.095,00","","1,20%"
"05.02.2018","1.082,00","1.082,00","1.082,00","1.082,00","","-1,19%"
"02.02.2018","1.095,00","1.095,00","1.095,00","1.095,00","","-1,71%"
"01.02.2018","1.114,00","1.114,00","1.114,00","1.114,00","","-3,30%"
"31.01.2018","1.152,00","1.152,00","1.152,00","1.152,00","","-3,27%"
"30.01.2018","1.191,00","1.191,00","1.191,00","1.191,00","","-1,89%"
"29.01.2018","1.214,00","1.214,00","1.214,00","1.214,00","","-0,41%"
"26.01.2018","1.219,00","1.219,00","1.219,00","1.219,00","","0,16%"
"25.01.2018","1.217,00","1.217,00","1.217,00","1.217,00","","1,42%"
"24.01.2018","1.200,00","1.200,00","1.200,00","1.200,00","","3,72%"
"23.01.2018","1.157,00","1.157,00","1.157,00","1.157,00","","2,48%"
"22.01.2018","1.129,00","1.129,00","1.129,00","1.129,00","","0,36%"
"19.01.2018","1.125,00","1.125,00","1.125,00","1.125,00","","-1,23%"
"18.01.2018","1.139,00","1.139,00","1.139,00","1.139,00","","-2,15%"
"17.01.2018","1.164,00","1.164,00","1.164,00","1.164,00","","-4,67%"
"16.01.2018","1.221,00","1.221,00","1.221,00","1.221,00","","-3,40%"
"15.01.2018","1.264,00","1.264,00","1.264,00","1.264,00","","-1,17%"
"12.01.2018","1.279,00","1.279,00","1.279,00","1.279,00","","-1,84%"
"11.01.2018","1.303,00","1.303,00","1.303,00","1.303,00","","-4,61%"
"10.01.2018","1.366,00","1.366,00","1.366,00","1.366,00","","-2,08%"
"09.01.2018","1.395,00","1.395,00","1.395,00","1.395,00","","0,72%"
"08.01.2018","1.385,00","1.385,00","1.385,00","1.385,00","","1,02%"
"05.01.2018","1.371,00","1.371,00","1.371,00","1.371,00","","2,24%"
"04.01.2018","1.341,00","1.341,00","1.341,00","1.341,00","","6,26%"
"03.01.2018","1.262,00","1.262,00","1.262,00","1.262,00","","2,60%"
"02.01.2018","1.230,00","1.230,00","1.230,00","1.230,00","","-9,96%"
"22.12.2017","1.366,00","1.366,00","1.366,00","1.366,00","","-4,48%"
"21.12.2017","1.430,00","1.430,00","1.430,00","1.430,00","","-3,12%"
"20.12.2017","1.476,00","1.476,00","1.476,00","1.476,00","","-4,59%"
"19.12.2017","1.547,00","1.547,00","1.547,00","1.547,00","","-2,58%"
"18.12.2017","1.588,00","1.588,00","1.588,00","1.588,00","","-1,91%"
"15.12.2017","1.619,00","1.619,00","1.619,00","1.619,00","","-2,94%"
"14.12.2017","1.668,00","1.668,00","1.668,00","1.668,00","","-3,58%"
"13.12.2017","1.730,00","1.730,00","1.730,00","1.730,00","","-0,75%"
"12.12.2017","1.743,00","1.743,00","1.743,00","1.743,00","","0,93%"
"11.12.2017","1.727,00","1.727,00","1.727,00","1.727,00","","1,47%"
"08.12.2017","1.702,00","1.702,00","1.702,00","1.702,00","","1,37%"
"07.12.2017","1.679,00","1.679,00","1.679,00","1.679,00","","0,54%"
"06.12.2017","1.670,00","1.670,00","1.670,00","1.670,00","","0,24%"
"05.12.2017","1.666,00","1.666,00","1.666,00","1.666,00","","0,24%"
"04.12.2017","1.662,00","1.662,00","1.662,00","1.662,00","","2,21%"
"01.12.2017","1.626,00","1.626,00","1.626,00","1.626,00","","3,04%"
"30.11.2017","1.578,00","1.578,00","1.578,00","1.578,00","","2,73%"
"29.11.2017","1.536,00","1.536,00","1.536,00","1.536,00","","1,99%"
"28.11.2017","1.506,00","1.506,00","1.506,00","1.506,00","","1,96%"
"27.11.2017","1.477,00","1.477,00","1.477,00","1.477,00","","1,30%"
"24.11.2017","1.458,00","1.458,00","1.458,00","1.458,00","","0,90%"
"23.11.2017","1.445,00","1.445,00","1.445,00","1.445,00","","2,26%"
"22.11.2017","1.413,00","1.413,00","1.413,00","1.413,00","","1,22%"
"21.11.2017","1.396,00","1.396,00","1.396,00","1.396,00","","0,79%"
"20.11.2017","1.385,00","1.385,00","1.385,00","1.385,00","","1,02%"
"17.11.2017","1.371,00","1.371,00","1.371,00","1.371,00","","0,73%"
"16.11.2017","1.361,00","1.361,00","1.361,00","1.361,00","","-0,95%"
"15.11.2017","1.374,00","1.374,00","1.374,00","1.374,00","","-2,21%"
"14.11.2017","1.405,00","1.405,00","1.405,00","1.405,00","","-2,77%"
"13.11.2017","1.445,00","1.445,00","1.445,00","1.445,00","","-1,30%"
"10.11.2017","1.464,00","1.464,00","1.464,00","1.464,00","","-1,15%"
"09.11.2017","1.481,00","1.481,00","1.481,00","1.481,00","","-0,34%"
"08.11.2017","1.486,00","1.486,00","1.486,00","1.486,00","","0,61%"
"07.11.2017","1.477,00","1.477,00","1.477,00","1.477,00","","0,27%"
"06.11.2017","1.473,00","1.473,00","1.473,00","1.473,00","","-0,20%"
"03.11.2017","1.476,00","1.476,00","1.476,00","1.476,00","","-0,40%"
"02.11.2017","1.482,00","1.482,00","1.482,00","1.482,00","","-0,94%"
"01.11.2017","1.496,00","1.496,00","1.496,00","1.496,00","","-1,71%"
