date;alcoa_price;alcoa_volume
05.05.2021;39.5100000;234512
06.05.2021;41.0100000;261407
07.05.2021;39.7000000;186687
10.05.2021;42.9200000;401808
11.05.2021;39.1000000;329728
12.05.2021;41.0300000;256030
13.05.2021;39.0900000;271924
14.05.2021;39.1900000;163930
17.05.2021;39.6000000;188274
18.05.2021;41.1500000;190557
19.05.2021;38.2300000;827206
20.05.2021;36.3200000;356060
21.05.2021;36.2000000;212749
24.05.2021;36.1700000;176552
25.05.2021;36.4700000;233034
26.05.2021;35.4700000;169087
27.05.2021;37.5200000;333037
28.05.2021;38.4600000;181639
01.06.2021;40.4600000;359161
02.06.2021;40.6000000;180175
03.06.2021;38.9900000;176716
04.06.2021;39.3100000;133818
07.06.2021;38.6500000;187961
08.06.2021;37.3600000;202802
09.06.2021;38.3700000;256457
10.06.2021;38.2400000;132484
11.06.2021;38.2000000;186423
14.06.2021;37.4000000;238950
15.06.2021;36.0700000;348464
16.06.2021;35.5000000;312590
17.06.2021;35.1100000;680427
18.06.2021;33.2000000;335823
21.06.2021;32.5300000;270483
22.06.2021;33.1800000;355402
23.06.2021;35.2000000;373115
24.06.2021;35.8400000;423893
25.06.2021;36.8400000;655559
28.06.2021;36.0900000;415255
29.06.2021;36.6200000;456738
30.06.2021;37.2900000;309161
01.07.2021;37.6700000;234201
02.07.2021;37.4400000;403023
06.07.2021;37.5400000;399384
07.07.2021;36.7400000;258512
08.07.2021;34.8300000;277107
09.07.2021;36.4700000;415833
12.07.2021;36.7800000;295323
13.07.2021;37.1300000;571294
14.07.2021;36.2700000;357338
15.07.2021;35.0800000;409195
16.07.2021;35.3700000;797838
19.07.2021;31.9500000;747586
20.07.2021;31.4400000;931364
21.07.2021;35.3500000;720530
22.07.2021;36.9900000;284828
23.07.2021;37.5200000;273448
26.07.2021;37.6300000;450984
27.07.2021;38.0400000;259973
28.07.2021;38.5800000;375386
29.07.2021;38.9500000;438672
30.07.2021;39.0300000;409059
02.08.2021;40.5300000;406407
03.08.2021;39.5950000;286359
04.08.2021;39.8700000;251637
05.08.2021;38.4900000;185188
06.08.2021;39.7000000;332111
09.08.2021;40.3100000;311747
10.08.2021;40.8000000;646027
11.08.2021;43.7600000;304331
12.08.2021;44.3300000;340524
13.08.2021;45.2500000;243813
16.08.2021;43.9100000;214300
17.08.2021;42.6700000;422832
18.08.2021;41.1000000;261693
19.08.2021;39.8600000;911775
20.08.2021;37.5300000;345537
23.08.2021;38.6000000;420908
24.08.2021;41.9800000;230743
25.08.2021;41.9000000;198579
26.08.2021;41.6300000;131958
27.08.2021;42.1900000;249075
30.08.2021;44.6000000;203249
31.08.2021;44.5000000;204681
01.09.2021;43.8300000;478075
02.09.2021;46.0100000;246393
03.09.2021;47.1800000;205268
07.09.2021;47.6100000;217281
08.09.2021;46.4000000;160073
09.09.2021;46.5500000;228742
10.09.2021;48.5600000;281000
13.09.2021;50.3500000;255078
14.09.2021;48.7700000;187523
15.09.2021;49.7200000;192299
16.09.2021;50.8500000;210622
17.09.2021;49.2700000;225498
20.09.2021;45.7100000;209365
21.09.2021;48.8600000;449327
22.09.2021;47.3400000;301782
23.09.2021;48.1100000;122307
24.09.2021;48.2300000;107125
27.09.2021;48.5600000;256448
28.09.2021;51.6500000;168750
29.09.2021;51.9400000;78359
30.09.2021;50.0600000;132689
01.10.2021;49.3600000;151196
04.10.2021;50.8100000;98566
05.10.2021;49.6200000;88346
06.10.2021;47.8000000;185136
07.10.2021;48.1500000;177871
08.10.2021;47.0600000;146942
11.10.2021;47.9400000;195549
12.10.2021;47.9200000;146271
13.10.2021;47.7600000;114080
14.10.2021;49.2800000;244263
15.10.2021;51.9000000;847660
18.10.2021;55.1200000;174278
19.10.2021;56.9500000;293220
20.10.2021;52.5800000;217555
21.10.2021;51.5200000;256295
22.10.2021;50.4700000;295266
25.10.2021;50.1400000;198229
26.10.2021;50.7800000;118952
27.10.2021;47.3100000;406627
28.10.2021;47.1700000;319906
29.10.2021;46.1000000;251388
01.11.2021;46.0600000;315142
02.11.2021;46.6500000;222478
03.11.2021;47.2000000;163534
04.11.2021;47.4500000;351151
05.11.2021;46.2500000;260630
08.11.2021;49.1300000;307062
09.11.2021;48.7300000;172113
10.11.2021;47.0400000;98952
11.11.2021;48.5200000;419978
12.11.2021;50.4600000;366413
15.11.2021;50.8600000;161524
16.11.2021;49.8800000;192408
17.11.2021;49.0000000;164630
18.11.2021;47.5000000;187756
19.11.2021;47.3400000;173050
22.11.2021;47.8900000;167284
23.11.2021;49.3800000;120536
24.11.2021;48.7600000;181881
26.11.2021;47.5000000;184542
29.11.2021;49.2000000;216581
30.11.2021;49.1700000;259603
01.12.2021;47.6600000;314084
02.12.2021;44.4400000;188713
03.12.2021;44.6000000;208431
06.12.2021;44.9400000;242163
07.12.2021;47.0900000;236135
08.12.2021;47.2100000;159251
09.12.2021;47.7700000;300314
10.12.2021;49.8200000;135128
13.12.2021;49.0600000;138326
14.12.2021;48.8400000;483457
15.12.2021;49.6100000;307753
16.12.2021;52.1300000;477765
17.12.2021;52.0000000;335962
20.12.2021;51.7900000;247052
21.12.2021;53.8000000;420101
22.12.2021;56.7500000;289855
23.12.2021;59.0000000;190946
27.12.2021;58.3100000;121764
28.12.2021;59.2100000;78526
29.12.2021;59.0600000;55041
30.12.2021;59.8300000;86161
31.12.2021;59.0800000;66169
03.01.2022;60.2100000;144052
04.01.2022;60.5600000;152565
05.01.2022;58.7800000;191680
06.01.2022;59.0700000;125294
07.01.2022;59.8400000;241838
10.01.2022;61.7200000;136212
11.01.2022;60.6400000;177560
12.01.2022;63.8300000;147021
13.01.2022;61.8300000;164521
14.01.2022;60.0700000;93309
18.01.2022;60.6900000;107444
19.01.2022;61.5000000;114847
20.01.2022;61.8600000;429357
21.01.2022;60.0000000;364155
24.01.2022;53.4500000;213578
25.01.2022;57.4700000;141418
26.01.2022;61.2300000;266675
27.01.2022;60.9600000;152936
28.01.2022;57.4700000;182936
31.01.2022;56.9500000;173934
01.02.2022;57.8600000;204147
02.02.2022;58.0000000;86243
03.02.2022;58.9000000;215689
04.02.2022;62.1500000;221094
07.02.2022;64.9700000;119817
08.02.2022;65.8600000;453808
09.02.2022;69.0600000;272824
10.02.2022;71.3200000;249655
11.02.2022;68.9100000;275088
14.02.2022;74.5400000;217860
15.02.2022;72.1900000;168692
16.02.2022;75.0500000;225094
17.02.2022;76.9200000;110814
18.02.2022;76.1500000;151825
22.02.2022;80.0000000;276405
23.02.2022;74.4000000;153150
24.02.2022;74.8600000;349899
25.02.2022;73.1000000;236724
28.02.2022;77.6600000;282111
01.03.2022;78.0700000;308541
02.03.2022;80.7700000;275377
03.03.2022;82.4600000;300983
04.03.2022;82.0100000;470867
07.03.2022;89.4700000;373266
08.03.2022;81.9200000;385371
09.03.2022;79.4200000;481704
10.03.2022;83.7100000;224483
11.03.2022;80.2700000;166203
14.03.2022;76.9000000;293484
15.03.2022;71.0700000;204064
16.03.2022;74.7400000;205122
17.03.2022;78.0200000;316858
18.03.2022;80.3800000;162493
21.03.2022;85.5100000;313213
22.03.2022;90.0000000;142435
23.03.2022;91.9500000;217055
24.03.2022;91.4900000;217101
25.03.2022;96.4800000;217543
28.03.2022;90.2800000;131344
29.03.2022;85.7700000;189107
30.03.2022;92.5800000;112902
31.03.2022;91.6800000;110162
01.04.2022;91.4400000;149347
04.04.2022;90.8100000;93296
05.04.2022;92.5100000;211976
06.04.2022;89.2800000;119687
07.04.2022;87.7200000;190548
08.04.2022;85.5150000;123899
11.04.2022;83.3400000;138765
12.04.2022;83.7500000;118640
13.04.2022;84.7200000;155211
14.04.2022;88.0700000;186006
18.04.2022;88.6000000;60823
19.04.2022;87.7600000;97413
20.04.2022;86.2700000;165443
21.04.2022;80.4000000;677691
22.04.2022;71.8900000;372228
25.04.2022;64.6200000;426016
26.04.2022;67.4200000;200599
27.04.2022;68.9900000;198304
28.04.2022;69.4600000;147952
29.04.2022;71.0000000;200419
02.05.2022;66.6800000;185762
03.05.2022;65.1700000;207387
04.05.2022;65.9500000;144304
05.05.2022;67.7200000;203212
06.05.2022;62.3200000;148412
09.05.2022;58.4900000;404742
10.05.2022;55.5100000;392574
11.05.2022;57.3400000;139396
12.05.2022;54.7200000;210283
13.05.2022;57.2900000;255706
16.05.2022;59.5000000;189321
17.05.2022;64.1700000;199074
18.05.2022;62.4100000;133051
19.05.2022;60.4300000;148893
20.05.2022;63.0300000;303972
23.05.2022;62.0400000;210587
24.05.2022;61.9700000;126934
25.05.2022;60.0100000;205513
26.05.2022;60.8700000;106798
27.05.2022;64.0000000;163930
31.05.2022;66.0000000;440549
01.06.2022;61.4100000;113808
02.06.2022;64.0000000;78141
03.06.2022;62.4900000;76154
06.06.2022;62.5500000;82878
07.06.2022;62.6100000;82115
08.06.2022;64.9600000;59327
09.06.2022;61.5950000;195207
10.06.2022;54.0400000;281180
13.06.2022;49.5900000;192636
14.06.2022;49.5600000;306580
15.06.2022;49.6300000;388095
16.06.2022;48.8000000;326432
17.06.2022;49.6200000;215739
21.06.2022;50.6200000;96521
22.06.2022;47.6000000;201975
23.06.2022;48.5100000;255177
24.06.2022;47.3300000;272930
27.06.2022;50.4100000;106531
28.06.2022;50.4700000;110314
29.06.2022;49.7100000;73904
30.06.2022;46.2800000;214410
01.07.2022;45.2400000;184620
05.07.2022;42.7900000;291941
06.07.2022;41.8200000;260833
07.07.2022;45.4300000;206525
08.07.2022;45.3500000;217109
11.07.2022;43.7600000;128843
12.07.2022;41.3200000;160885
13.07.2022;42.0000000;121531
14.07.2022;40.8400000;225542
15.07.2022;41.5000000;197062
18.07.2022;44.7100000;146384
19.07.2022;43.1700000;206077
20.07.2022;44.6500000;195690
21.07.2022;47.3200000;485579
22.07.2022;46.0400000;518587
25.07.2022;47.0200000;213020
26.07.2022;47.3900000;248644
27.07.2022;47.2900000;92340
28.07.2022;48.3500000;153379
29.07.2022;49.8800000;207217
01.08.2022;49.7300000;130309
02.08.2022;47.7600000;97825
03.08.2022;48.0000000;133060
04.08.2022;48.2100000;137686
05.08.2022;47.6500000;133432
08.08.2022;49.6900000;87544
09.08.2022;49.5800000;168384
10.08.2022;51.3600000;200422
11.08.2022;54.4000000;172967
12.08.2022;52.1300000;122488
15.08.2022;50.4300000;150755
16.08.2022;52.8300000;135027
17.08.2022;51.9700000;170131
18.08.2022;52.6700000;115446
19.08.2022;52.5200000;138908
22.08.2022;49.8100000;103124
23.08.2022;51.1600000;229524
24.08.2022;52.0500000;138899
25.08.2022;54.8600000;172593
26.08.2022;57.8300000;126969
29.08.2022;54.8700000;121703
30.08.2022;54.6600000;306953
31.08.2022;50.5200000;229596
01.09.2022;47.3900000;171717
02.09.2022;49.8700000;73186
06.09.2022;49.8200000;198180
07.09.2022;46.9700000;114353
08.09.2022;47.9700000;148471
09.09.2022;50.4000000;174747
12.09.2022;53.6500000;99250
13.09.2022;50.5600000;128628
14.09.2022;49.1300000;515776
15.09.2022;44.5700000;324524
16.09.2022;43.1300000;247217
19.09.2022;41.1400000;159733
20.09.2022;43.6300000;77416
21.09.2022;43.7200000;407107
22.09.2022;40.0100000;385584
23.09.2022;35.9900000;346014
26.09.2022;34.9600000;267480
27.09.2022;35.2000000;154356
28.09.2022;34.6600000;212887
29.09.2022;37.1400000;395988
30.09.2022;34.7500000;243877
03.10.2022;34.6700000;342085
04.10.2022;38.9100000;638634
05.10.2022;38.9100000;304983
06.10.2022;39.2300000;143817
07.10.2022;38.7300000;127949
10.10.2022;39.5000000;97643
11.10.2022;37.8800000;135581
12.10.2022;37.3500000;452534
13.10.2022;38.3600000;250679
14.10.2022;40.7200000;166169
17.10.2022;40.0100000;124604
18.10.2022;40.3600000;114898
19.10.2022;38.9400000;209526
20.10.2022;36.1900000;944173
21.10.2022;38.7900000;502437
24.10.2022;39.9000000;177558
25.10.2022;38.8000000;276714
26.10.2022;42.0900000;162083
27.10.2022;42.3000000;147515
28.10.2022;40.5000000;254647
31.10.2022;38.8700000;177730
01.11.2022;40.9000000;221386
02.11.2022;40.7100000;170743
03.11.2022;37.0300000;121727
04.11.2022;41.4900000;317706
07.11.2022;42.6700000;129033
08.11.2022;41.8700000;139097
09.11.2022;42.5000000;93862
10.11.2022;43.2800000;276610
11.11.2022;45.8000000;990843
14.11.2022;46.5900000;224055
15.11.2022;49.5800000;193739
16.11.2022;47.4100000;212390
17.11.2022;46.9600000;154883
18.11.2022;48.0800000;105227
21.11.2022;46.0900000;162083
22.11.2022;47.7500000;299352
23.11.2022;48.9700000;99033
25.11.2022;48.4200000;43232
28.11.2022;46.7000000;233861
29.11.2022;47.9100000;82504
30.11.2022;48.9900000;181170
01.12.2022;50.0100000;106470
02.12.2022;48.0700000;140833
05.12.2022;50.6500000;164612
06.12.2022;47.2700000;68771
07.12.2022;47.6300000;52945
08.12.2022;48.3000000;57684
09.12.2022;45.7700000;151369
12.12.2022;44.2000000;119542
13.12.2022;48.5500000;134701
14.12.2022;45.1500000;111368
15.12.2022;44.4500000;144755
16.12.2022;42.7900000;174340
19.12.2022;42.9400000;89276
20.12.2022;42.7500000;104259
21.12.2022;44.6200000;62763
22.12.2022;44.1600000;86011
23.12.2022;44.2800000;26916
27.12.2022;45.0000000;54100
28.12.2022;44.8300000;53448
29.12.2022;43.8800000;136327
30.12.2022;46.0000000;120247
03.01.2023;45.8300000;63645
04.01.2023;44.9800000;72873
05.01.2023;44.8000000;68997
06.01.2023;46.4200000;108423
09.01.2023;47.7000000;226601
10.01.2023;50.6500000;136992
11.01.2023;53.2400000;169036
12.01.2023;52.9600000;171331
13.01.2023;53.1100000;136587
17.01.2023;54.8000000;149087
18.01.2023;56.5500000;252437
19.01.2023;51.1500000;348660
20.01.2023;48.9000000;184999
23.01.2023;51.2600000;71342
24.01.2023;51.2800000;120160
25.01.2023;51.9150000;81223
26.01.2023;52.3800000;83842
27.01.2023;51.2100000;100721
30.01.2023;52.0000000;112748
31.01.2023;49.5900000;100088
01.02.2023;52.3300000;164785
02.02.2023;54.3700000;113419
03.02.2023;53.2000000;88170
06.02.2023;55.2600000;145197
07.02.2023;52.0000000;104404
08.02.2023;52.1100000;94073
09.02.2023;51.3450000;83319
10.02.2023;49.1500000;92052
13.02.2023;48.0900000;60196
14.02.2023;47.3900000;96577
15.02.2023;47.6900000;73915
16.02.2023;48.2000000;167437
17.02.2023;47.8600000;125482
21.02.2023;48.3200000;141425
22.02.2023;49.3400000;176225
23.02.2023;49.0300000;75860
24.02.2023;46.3000000;86394
27.02.2023;46.7900000;115099
28.02.2023;48.0400000;60959
01.03.2023;51.1900000;236451
02.03.2023;50.2600000;219845
03.03.2023;54.3300000;237409
06.03.2023;53.9100000;124190
07.03.2023;52.5700000;168928
08.03.2023;50.4200000;79273
09.03.2023;50.5400000;130298
10.03.2023;47.7700000;185111
13.03.2023;43.5100000;125600
14.03.2023;45.8000000;80501
15.03.2023;42.1800000;245607
16.03.2023;39.1200000;191152
17.03.2023;40.6000000;102389
20.03.2023;40.0400000;108420
21.03.2023;41.2900000;107294
22.03.2023;41.9900000;141445
23.03.2023;40.8300000;92160
24.03.2023;39.3200000;72351
27.03.2023;40.5300000;85611
28.03.2023;40.4300000;111930
29.03.2023;41.3450000;110143
30.03.2023;41.7300000;103590
31.03.2023;42.1800000;49923
03.04.2023;42.7900000;57388
04.04.2023;41.4400000;116327
05.04.2023;39.8400000;115635
06.04.2023;39.1300000;207782
10.04.2023;39.1300000;47745
11.04.2023;40.6400000;132291
12.04.2023;41.0900000;91468
13.04.2023;40.3800000;54524
14.04.2023;41.3200000;68648
17.04.2023;40.2500000;62257
18.04.2023;41.3000000;113774
19.04.2023;40.9800000;212401
20.04.2023;39.7300000;214905
21.04.2023;39.6900000;293493
24.04.2023;38.2100000;148892
25.04.2023;36.7800000;195893
26.04.2023;36.1000000;145118
27.04.2023;35.5550000;76286
28.04.2023;36.1400000;110236
01.05.2023;37.4100000;65253
02.05.2023;36.4600000;103097
03.05.2023;35.5100000;134043
04.05.2023;34.6800000;94166
05.05.2023;35.4100000;131607
08.05.2023;37.9700000;83441
09.05.2023;36.0400000;78493
10.05.2023;37.0800000;91085
11.05.2023;35.1200000;90650
12.05.2023;35.3800000;62934
15.05.2023;35.5200000;108864
16.05.2023;36.8000000;91740
17.05.2023;37.1500000;181801
18.05.2023;36.2900000;96343
19.05.2023;37.0500000;117722
22.05.2023;36.3400000;87583
23.05.2023;35.9450000;103161
24.05.2023;35.2500000;96827
25.05.2023;34.2000000;114502
26.05.2023;34.7500000;165015
30.05.2023;33.5000000;215462
31.05.2023;32.5000000;138048
01.06.2023;32.0000000;142775
02.06.2023;34.2500000;347601
05.06.2023;34.7800000;188587
06.06.2023;33.4800000;84409
07.06.2023;34.8400000;149745
08.06.2023;35.7100000;63045
09.06.2023;35.7200000;60795
12.06.2023;34.9000000;85066
13.06.2023;36.0200000;131213
14.06.2023;37.5700000;140892
15.06.2023;35.6800000;86035
16.06.2023;35.9400000;99535
20.06.2023;34.5900000;99408
21.06.2023;33.7400000;118432
22.06.2023;33.8300000;183386
23.06.2023;32.6600000;138111
26.06.2023;32.8500000;136504
27.06.2023;33.4500000;114755
28.06.2023;33.8900000;76255
29.06.2023;33.4200000;181004
30.06.2023;34.0000000;182995
03.07.2023;34.4400000;75906
05.07.2023;33.8900000;97550
06.07.2023;32.9500000;141820
07.07.2023;32.7300000;169345
10.07.2023;33.6200000;113011
11.07.2023;33.6700000;135745
12.07.2023;35.7000000;115301
13.07.2023;35.8000000;196649
14.07.2023;35.2900000;242197
17.07.2023;34.3400000;258029
18.07.2023;35.2600000;128991
19.07.2023;35.2000000;185135
20.07.2023;35.4100000;298153
21.07.2023;32.8000000;175547
24.07.2023;33.0900000;136522
25.07.2023;34.6800000;297950
26.07.2023;35.0550000;218754
27.07.2023;35.0900000;150547
28.07.2023;34.3600000;111492
31.07.2023;35.5000000;182301
01.08.2023;35.3800000;103723
02.08.2023;34.4700000;127161
03.08.2023;34.0300000;130919
04.08.2023;34.4900000;80384
07.08.2023;33.8200000;93755
08.08.2023;33.0200000;123428
09.08.2023;33.3900000;115703
10.08.2023;33.8000000;114279
11.08.2023;32.2600000;123922
14.08.2023;31.4900000;241094
15.08.2023;31.4200000;206447
16.08.2023;30.0000000;197852
17.08.2023;29.8000000;186665
18.08.2023;28.4250000;199102
21.08.2023;28.9900000;113308
22.08.2023;28.9600000;149751
23.08.2023;28.7500000;207292
24.08.2023;28.4400000;114476
25.08.2023;28.8700000;130684
28.08.2023;28.7200000;79555
29.08.2023;28.5400000;140626
30.08.2023;29.6500000;133444
31.08.2023;29.8100000;333987
01.09.2023;31.1500000;195412
05.09.2023;30.7900000;110030
06.09.2023;30.0000000;102593
07.09.2023;29.4000000;251447
08.09.2023;28.2100000;160944
11.09.2023;28.8000000;183039
12.09.2023;28.2800000;103470
13.09.2023;28.2700000;129020
14.09.2023;29.5200000;168601
15.09.2023;29.8900000;179760
18.09.2023;29.1900000;154067
19.09.2023;28.8200000;171925
20.09.2023;28.6500000;316658
21.09.2023;28.6800000;164366
22.09.2023;28.2200000;165684
25.09.2023;27.7300000;235764
26.09.2023;26.3700000;157118
27.09.2023;26.0700000;164036
28.09.2023;26.4200000;236607
29.09.2023;29.2000000;248315
02.10.2023;28.7050000;148593
03.10.2023;28.1500000;228268
04.10.2023;27.7600000;179043
05.10.2023;27.2200000;128113
06.10.2023;26.5300000;162176
09.10.2023;26.6900000;104383
10.10.2023;27.6900000;242443
11.10.2023;28.2400000;77895
12.10.2023;27.9600000;112325
13.10.2023;27.0100000;151967
16.10.2023;27.1900000;146321
17.10.2023;26.2700000;217268
18.10.2023;27.0000000;150183
19.10.2023;26.1300000;454898
20.10.2023;23.5000000;318861
23.10.2023;23.1200000;237283
24.10.2023;23.8200000;201691
25.10.2023;23.3200000;205449
26.10.2023;24.0200000;261653
27.10.2023;24.0200000;210466
