Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,8.720000,9.020000,8.660000,8.900000,5.693304,5146500
2018-01-03,8.840000,9.220000,8.810000,9.060000,5.795655,6620000
2018-01-04,9.050000,9.150000,8.900000,9.130000,5.840434,3495000
2018-01-05,9.130000,9.580000,9.060000,9.420000,6.025946,7438194
2018-01-08,9.390000,10.000000,9.130000,9.800000,6.269031,12192500
2018-01-09,9.900000,9.980000,9.530000,9.800000,6.269031,3661500
2018-01-10,9.680000,10.300000,9.680000,10.060000,6.435352,8472000
2018-01-11,10.060000,10.200000,9.950000,10.120000,6.473733,6249500
2018-01-12,10.120000,10.880000,10.100000,10.720000,6.857553,14100500
2018-01-15,10.720000,10.720000,10.720000,10.720000,6.857553,0
2018-01-16,9.780000,10.220000,9.720000,9.990000,6.390572,688406772
2018-01-17,10.000000,10.100000,9.660000,10.080000,6.448145,28306090
2018-01-18,10.140000,10.220000,9.600000,9.650000,6.173076,13505500
2018-01-19,9.870000,10.660000,9.420000,10.500000,6.716819,21676750
2018-01-22,10.500000,11.480000,10.240000,11.100000,7.100638,12397500
2018-01-23,11.200000,11.420000,11.000000,11.120000,7.113431,7322700
2018-01-24,11.080000,11.440000,10.800000,11.260000,7.202988,7698943
2018-01-25,11.100000,11.300000,10.900000,10.980000,7.023873,6494326
2018-01-26,10.980000,11.400000,10.800000,11.240000,7.190195,7430963
2018-01-29,11.000000,11.000000,10.040000,10.340000,6.734294,8829509
2018-01-30,10.400000,10.400000,9.900000,10.060000,6.551935,4132745
2018-01-31,10.020000,10.140000,9.610000,9.980000,6.499832,11664963
2018-02-01,9.930000,9.990000,9.690000,9.750000,6.350036,7378948
2018-02-02,9.920000,10.160000,9.610000,10.080000,6.564960,7717130
2018-02-05,9.830000,9.880000,9.610000,9.850000,6.415165,6590936
2018-02-06,9.670000,9.670000,9.160000,9.410000,6.128599,12740500
2018-02-07,9.700000,9.890000,8.970000,9.070000,5.907161,7245342
2018-02-08,9.010000,9.200000,8.840000,8.990000,5.855059,6741000
2018-02-09,8.700000,8.700000,7.880000,8.210000,5.347056,14365779
2018-02-12,8.210000,8.720000,8.120000,8.500000,5.535929,4247000
2018-02-13,8.750000,8.910000,8.470000,8.520000,5.548954,5665000
2018-02-14,8.580000,9.080000,8.580000,8.960000,5.835520,3428500
2018-02-15,8.960000,9.540000,8.960000,9.520000,6.200241,2148250
2018-02-20,9.490000,9.580000,9.120000,9.350000,6.089522,2014500
2018-02-21,9.340000,9.530000,9.150000,9.270000,6.037418,3189000
2018-02-22,9.220000,9.440000,9.210000,9.220000,6.004855,1887805
2018-02-23,9.350000,9.400000,9.170000,9.290000,6.050445,3051000
2018-02-26,9.260000,9.400000,9.000000,9.290000,6.050445,2430658
2018-02-27,9.390000,9.390000,9.030000,9.040000,5.887623,2857577
2018-02-28,8.990000,9.250000,8.900000,9.140000,5.952752,2874000
2018-03-01,9.230000,9.230000,8.910000,8.970000,5.842034,2880000
2018-03-02,8.970000,8.970000,8.500000,8.620000,5.614083,3545500
2018-03-05,8.800000,9.380000,8.800000,9.270000,6.037418,15702500
2018-03-06,9.390000,10.060000,9.210000,9.910000,6.454242,21299000
2018-03-07,9.750000,10.040000,9.560000,9.920000,6.460754,6754795
2018-03-08,9.800000,9.970000,9.770000,9.890000,6.441217,2883000
2018-03-09,9.960000,10.220000,9.810000,10.120000,6.591012,8009500
2018-03-12,10.060000,10.440000,10.040000,10.120000,6.591012,9895500
2018-03-13,10.080000,10.120000,9.820000,9.960000,6.486806,5511484
2018-03-14,9.850000,9.850000,9.610000,9.670000,6.297934,8451710
2018-03-15,9.620000,9.740000,9.350000,9.400000,6.122086,5961000
2018-03-16,9.390000,9.540000,9.140000,9.300000,6.056958,4138000
2018-03-19,9.250000,9.410000,9.150000,9.170000,5.972290,4706500
2018-03-20,9.030000,9.450000,9.030000,9.240000,6.017880,4103500
2018-03-21,9.180000,9.290000,9.060000,9.220000,6.004855,7999000
2018-03-22,9.290000,9.400000,9.060000,9.060000,5.900649,5666500
2018-03-23,9.030000,9.080000,8.530000,8.770000,5.711777,8945389
2018-03-26,8.690000,8.800000,8.440000,8.690000,5.659673,7829935
2018-03-27,8.740000,9.190000,8.740000,8.820000,5.744339,12675500
2018-03-28,8.880000,8.930000,8.460000,8.580000,5.588031,9764889
2018-03-29,8.700000,8.860000,8.460000,8.570000,5.581518,8547246
2018-04-03,8.500000,8.630000,8.400000,8.580000,5.588031,4985000
2018-04-04,8.980000,8.980000,8.500000,8.630000,5.620596,4278500
2018-04-06,8.840000,8.840000,8.400000,8.490000,5.529416,4184500
2018-04-09,8.650000,8.950000,8.590000,8.770000,5.711777,5570200
2018-04-10,8.980000,9.450000,8.830000,9.240000,6.017880,16441500
2018-04-11,9.500000,9.600000,9.330000,9.400000,6.122086,13087055
2018-04-12,9.610000,9.610000,9.060000,9.120000,5.939726,5861000
2018-04-13,9.180000,9.280000,8.690000,8.850000,5.763879,7501000
2018-04-16,8.900000,9.080000,8.650000,8.830000,5.750853,3562000
2018-04-17,9.050000,9.130000,8.840000,8.880000,5.783418,7854800
2018-04-18,9.040000,9.040000,8.600000,8.850000,5.763879,6275500
2018-04-19,9.180000,9.410000,9.170000,9.360000,6.096035,16178500
2018-04-20,9.300000,9.300000,9.020000,9.050000,5.894136,8778500
2018-04-23,9.180000,9.240000,8.920000,9.000000,5.861571,3781500
2018-04-24,8.910000,8.950000,8.500000,8.800000,5.731314,9949000
2018-04-25,8.870000,8.880000,8.630000,8.690000,5.659673,3644000
2018-04-26,8.690000,8.850000,8.410000,8.450000,5.503364,7882996
2018-04-27,8.520000,8.680000,8.490000,8.580000,5.588031,2257209
2018-04-30,8.600000,8.630000,8.480000,8.600000,5.601058,2202171
2018-05-02,8.700000,8.700000,8.340000,8.350000,5.438235,12982785
2018-05-03,8.400000,8.600000,8.350000,8.440000,5.496851,12419251
2018-05-04,8.390000,8.620000,8.390000,8.530000,5.555468,4151500
2018-05-07,8.500000,8.660000,8.450000,8.510000,5.542441,4093640
2018-05-08,8.400000,8.650000,8.400000,8.610000,5.607570,6059547
2018-05-09,8.550000,8.620000,8.460000,8.550000,5.568493,3015762
2018-05-10,8.650000,8.760000,8.590000,8.600000,5.601058,3814500
2018-05-11,8.690000,8.750000,8.580000,8.630000,5.620596,2421000
2018-05-14,8.700000,8.700000,8.600000,8.680000,5.653161,7218992
2018-05-15,8.830000,8.970000,8.690000,8.730000,5.685724,14517500
2018-05-16,8.710000,8.830000,8.620000,8.680000,5.653161,1470230
2018-05-17,8.680000,8.680000,8.480000,8.520000,5.548954,5590500
2018-05-18,8.680000,8.640000,8.500000,8.560000,5.575006,2261500
2018-05-21,8.600000,8.730000,8.500000,8.530000,5.555468,11427000
2018-05-23,8.600000,8.690000,8.510000,8.690000,5.659673,3252000
2018-05-24,8.690000,8.690000,8.540000,8.620000,5.614083,1032103
2018-05-25,8.600000,8.610000,8.510000,8.560000,5.575006,2471455
2018-05-28,8.520000,8.520000,8.350000,8.400000,5.470800,4115500
2018-05-29,8.350000,8.450000,8.280000,8.320000,5.418697,2168124
2018-05-30,8.250000,8.310000,8.040000,8.160000,5.314491,6046496
2018-05-31,8.190000,8.500000,8.100000,8.480000,5.522903,10845500
2018-06-01,8.350000,8.390000,8.200000,8.250000,5.502892,3939500
2018-06-04,8.250000,8.410000,8.250000,8.330000,5.556253,1288500
2018-06-05,8.330000,8.330000,8.140000,8.240000,5.496222,1957000
2018-06-06,8.240000,8.320000,8.210000,8.250000,5.502892,5109500
2018-06-07,8.250000,8.370000,8.170000,8.290000,5.529573,6564235
2018-06-08,8.360000,8.360000,8.210000,8.260000,5.509562,3512500
2018-06-11,8.300000,8.300000,8.200000,8.250000,5.502892,2725879
2018-06-12,8.280000,8.300000,8.180000,8.240000,5.496222,2864746
2018-06-13,8.240000,8.380000,8.130000,8.350000,5.569595,5247500
2018-06-14,8.240000,8.370000,8.090000,8.180000,5.456202,4250249
2018-06-15,8.180000,8.200000,7.980000,8.030000,5.356148,6212493
2018-06-19,8.080000,8.080000,7.600000,7.740000,5.162714,6095813
2018-06-20,7.740000,7.970000,7.510000,7.970000,5.316127,7380000
2018-06-21,7.710000,7.880000,7.330000,7.370000,4.915917,6364632
2018-06-22,7.370000,7.500000,7.150000,7.360000,4.909247,3617000
2018-06-25,7.360000,7.480000,6.640000,6.850000,4.569068,11454500
2018-06-26,6.900000,7.110000,6.570000,7.110000,4.742492,11578000
2018-06-27,7.150000,7.380000,6.810000,7.060000,4.709142,7397500
2018-06-28,6.810000,7.300000,6.810000,7.300000,4.869226,8455000
2018-06-29,7.350000,7.400000,7.100000,7.400000,4.935928,9017500
2018-07-03,7.210000,7.500000,6.940000,7.500000,5.002630,7255000
2018-07-04,7.500000,7.500000,7.210000,7.400000,4.935928,11589500
2018-07-05,7.270000,7.400000,7.110000,7.390000,4.929258,8342500
2018-07-06,7.380000,7.600000,7.290000,7.600000,5.069331,9462500
2018-07-09,7.630000,7.720000,7.500000,7.720000,5.149373,5809000
2018-07-10,7.750000,7.840000,7.610000,7.750000,5.169384,7350000
2018-07-11,7.450000,7.760000,7.360000,7.700000,5.136034,6743900
2018-07-12,7.700000,7.700000,7.520000,7.610000,5.076002,10885000
2018-07-13,7.680000,8.000000,7.550000,8.000000,5.336138,9897000
2018-07-16,7.850000,7.910000,7.740000,7.800000,5.202734,3965620
2018-07-17,7.700000,7.810000,7.520000,7.550000,5.035981,3955500
2018-07-18,7.390000,7.560000,7.390000,7.390000,4.929258,2397000
2018-07-19,7.380000,7.480000,7.300000,7.420000,4.949268,1630500
2018-07-20,7.240000,7.450000,7.240000,7.400000,4.935928,1387891
2018-07-23,7.400000,7.490000,7.330000,7.450000,4.969278,1150500
2018-07-24,7.470000,7.900000,7.460000,7.890000,5.262766,4802000
2018-07-25,7.900000,8.090000,7.880000,7.960000,5.309457,1629500
2018-07-26,7.830000,7.870000,7.620000,7.640000,5.096012,1373000
2018-07-27,7.610000,7.610000,7.430000,7.550000,5.035981,1681000
2018-07-30,7.570000,7.570000,7.450000,7.520000,5.015970,432500
2018-07-31,7.320000,7.540000,7.270000,7.430000,4.955938,1677000
2018-08-01,7.530000,7.530000,7.070000,7.200000,4.802524,4472000
2018-08-02,7.210000,7.210000,6.850000,6.990000,4.662450,3406500
2018-08-03,7.000000,7.090000,6.750000,6.840000,4.562398,2970500
2018-08-06,6.840000,6.930000,6.540000,6.680000,4.455675,2978000
2018-08-07,6.700000,6.780000,6.460000,6.750000,4.502367,3041500
2018-08-08,6.740000,6.780000,6.540000,6.780000,4.522377,1989500
2018-08-09,6.790000,7.090000,6.650000,6.990000,4.662450,4697000
2018-08-10,7.000000,7.160000,6.950000,7.020000,4.682461,3056500
2018-08-13,6.960000,7.380000,6.720000,7.310000,4.875896,4571000
2018-08-14,7.200000,7.200000,6.850000,6.850000,4.569068,3033000
2018-08-15,6.850000,6.850000,6.210000,6.270000,4.182199,5995000
2018-08-16,6.260000,6.500000,5.970000,6.300000,4.202209,6742180
2018-08-17,6.380000,6.480000,6.050000,6.270000,4.182199,4994500
2018-08-20,6.210000,6.360000,6.180000,6.250000,4.168859,2798000
2018-08-21,6.380000,6.790000,6.260000,6.630000,4.422324,2742500
2018-08-22,6.670000,6.690000,6.460000,6.610000,4.408984,2683500
2018-08-23,6.510000,6.640000,6.490000,6.530000,4.355623,1063500
2018-08-24,6.590000,6.640000,6.350000,6.640000,4.428995,1585000
2018-08-27,6.640000,6.800000,6.510000,6.610000,4.408984,7611500
2018-08-28,6.690000,6.700000,6.600000,6.650000,4.435666,2448000
2018-08-29,6.720000,6.870000,6.630000,6.740000,4.495696,3291000
2018-08-30,6.710000,6.760000,6.590000,6.630000,4.422324,2534000
2018-08-31,6.870000,7.000000,6.570000,6.630000,4.422324,3814500
2018-09-03,6.600000,6.740000,6.600000,6.630000,4.422324,2176500
2018-09-04,6.650000,6.880000,6.640000,6.840000,4.562398,2642500
2018-09-05,6.800000,6.890000,6.700000,6.830000,4.555728,3986000
2018-09-06,6.830000,6.900000,6.800000,6.840000,4.562398,3892000
2018-09-07,6.840000,6.900000,6.820000,6.870000,4.582408,6894500
2018-09-10,6.900000,6.900000,6.740000,6.870000,4.582408,11066500
2018-09-11,6.800000,6.830000,6.720000,6.750000,4.502367,13716500
2018-09-12,6.750000,6.810000,6.670000,6.800000,4.535717,12953000
2018-09-13,6.850000,6.880000,6.790000,6.880000,4.589079,6215000
2018-09-14,6.900000,6.900000,5.600000,5.790000,3.862031,63695500
2018-09-17,5.800000,5.800000,5.300000,5.390000,3.595223,16574500
2018-09-18,5.400000,5.530000,5.220000,5.330000,3.555202,10593000
2018-09-19,5.360000,5.460000,5.340000,5.390000,3.595223,5993000
2018-09-20,5.380000,5.450000,5.360000,5.420000,3.615233,5613000
2018-09-21,5.420000,5.730000,5.420000,5.700000,3.801998,18733000
2018-09-24,5.700000,5.700000,5.500000,5.560000,3.708616,1134500
2018-09-26,5.550000,5.550000,5.290000,5.360000,3.575213,9141500
2018-09-27,5.360000,5.360000,5.140000,5.160000,3.441809,4654000
2018-09-28,5.260000,5.310000,5.100000,5.200000,3.468490,4137000
2018-10-02,5.350000,5.600000,5.070000,5.150000,3.435139,3722000
2018-10-03,5.150000,5.370000,5.110000,5.370000,3.581882,10370500
2018-10-04,5.370000,5.680000,5.370000,5.640000,3.761977,9731000
2018-10-05,5.680000,5.680000,5.410000,5.570000,3.715286,6062000
2018-10-08,5.430000,5.470000,4.990000,5.080000,3.388448,12467500
2018-10-09,5.060000,5.370000,4.930000,5.300000,3.535192,11793400
2018-10-10,5.300000,5.530000,5.220000,5.450000,3.635244,34108000
2018-10-11,5.500000,5.500000,5.090000,5.350000,3.568542,17679500
2018-10-12,5.300000,5.650000,5.300000,5.540000,3.695276,22944000
2018-10-15,5.550000,5.650000,5.320000,5.320000,3.548532,4933500
2018-10-16,5.500000,5.500000,5.200000,5.350000,3.568542,12056333
2018-10-18,5.560000,5.570000,5.370000,5.460000,3.641914,17645000
2018-10-19,5.400000,5.810000,5.300000,5.700000,3.801998,18607226
2018-10-22,5.880000,5.950000,5.670000,5.850000,3.902052,10903088
