Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,65.959999,66.080002,63.900002,65.980003,60.613071,4639115
2022-11-01,66.900002,68.199997,66.900002,67.260002,61.788952,4258736
2022-11-02,67.839996,68.199997,65.900002,66.180000,60.796799,2746686
2022-11-03,64.199997,66.000000,64.180000,65.980003,60.613071,3363694
2022-11-04,67.000000,70.459999,67.000000,69.379997,63.736504,5651101
2022-11-07,69.800003,71.139999,68.760002,68.940002,63.332298,4111123
2022-11-08,68.519997,69.199997,67.519997,68.779999,63.185310,3928133
2022-11-09,69.000000,69.599998,68.040001,68.940002,63.332298,2845995
2022-11-10,68.000000,69.739998,66.339996,69.739998,64.067223,3796399
2022-11-11,70.260002,74.480003,70.160004,74.480003,68.421669,6150284
2022-11-14,73.940002,74.879997,72.940002,73.580002,67.594872,2792612
2022-11-15,73.879997,73.980003,72.779999,73.260002,67.300903,2915221
2022-11-16,73.580002,73.839996,70.900002,71.459999,65.647316,3007720
2022-11-17,71.099998,71.599998,69.760002,70.379997,64.655159,3237090
2022-11-18,71.519997,71.760002,69.699997,71.220001,65.426834,2642659
2022-11-21,69.599998,71.099998,68.739998,70.620003,64.875641,3128407
2022-11-22,70.599998,73.180000,70.580002,72.720001,66.804825,2701402
2022-11-23,73.540001,74.300003,72.980003,73.139999,67.190659,2934336
2022-11-24,73.879997,74.180000,73.019997,73.980003,67.962334,2784978
2022-11-25,73.980003,74.239998,72.820000,73.099998,67.153915,3022614
2022-11-28,72.000000,72.339996,71.199997,71.839996,65.996399,3237911
2022-11-29,72.019997,73.400002,72.019997,73.080002,67.135544,3898261
2022-11-30,73.120003,73.620003,72.339996,72.580002,66.676216,9517394
2022-12-01,73.519997,73.779999,72.500000,73.160004,67.209038,3139118
2022-12-02,73.139999,73.139999,71.500000,72.500000,66.602722,2758070
2022-12-05,73.000000,75.440002,72.940002,74.419998,68.366539,3159315
2022-12-06,74.199997,75.260002,73.180000,74.839996,68.752373,3528314
2022-12-07,74.260002,74.900002,73.300003,73.599998,67.613243,3198350
2022-12-08,73.720001,76.040001,72.660004,74.660004,68.587021,3970905
2022-12-09,75.000000,75.680000,74.419998,74.660004,68.587021,3383611
2022-12-12,74.180000,74.699997,73.339996,73.720001,67.723480,4683860
2022-12-13,74.199997,75.220001,73.000000,73.720001,67.723480,5610021
2022-12-14,73.339996,73.760002,70.260002,70.260002,64.544930,7272525
2022-12-15,67.000000,69.879997,67.000000,69.639999,63.975357,5948052
2022-12-16,69.239998,69.800003,68.099998,69.099998,63.479279,6103852
2022-12-19,69.300003,70.300003,69.300003,70.000000,64.306076,4017624
2022-12-20,70.139999,71.620003,69.419998,71.320000,65.518700,5257135
2022-12-21,71.879997,72.660004,70.860001,72.400002,66.510857,4890766
2022-12-22,72.480003,73.519997,71.459999,71.839996,65.996399,3669936
2022-12-23,72.139999,73.300003,71.860001,73.139999,67.190659,2395517
2022-12-27,73.620003,74.059998,72.400002,72.480003,66.584351,1748166
2022-12-28,72.940002,73.860001,72.660004,72.820000,66.896690,2155116
2022-12-29,72.680000,73.760002,72.300003,73.320000,67.356018,2155765
2022-12-30,73.000000,73.680000,72.800003,73.320000,67.356018,1876620
2023-01-02,73.739998,74.000000,73.199997,73.279999,67.319275,1244820
2023-01-03,73.900002,74.120003,71.620003,71.739998,65.904533,3010547
2023-01-04,72.239998,72.260002,67.820000,68.059998,62.523876,7057774
2023-01-05,68.199997,71.059998,67.959999,70.900002,65.132866,4574883
2023-01-06,71.000000,72.300003,70.940002,72.300003,66.418991,2548594
2023-01-09,73.720001,76.419998,73.500000,75.500000,69.358696,5514881
2023-01-10,73.699997,75.959999,73.519997,75.059998,68.954483,3947247
2023-01-11,75.099998,75.779999,74.779999,75.360001,69.230080,3904377
2023-01-12,76.000000,76.199997,74.500000,75.480003,69.340324,5308212
2023-01-13,75.720001,76.760002,75.019997,76.540001,70.314102,2525342
2023-01-16,76.900002,78.000000,76.120003,77.879997,71.545097,2539364
2023-01-17,77.879997,80.339996,77.040001,80.019997,73.511024,5716008
2023-01-18,80.320000,84.040001,79.360001,83.099998,76.340492,6183684
2023-01-19,80.980003,81.660004,78.599998,79.879997,73.382416,6535584
2023-01-20,81.519997,82.040001,79.000000,80.260002,73.731506,3699695
2023-01-23,80.879997,82.279999,80.860001,81.779999,75.127869,2142107
2023-01-24,82.320000,82.459999,79.739998,80.199997,73.676384,3280992
2023-01-25,80.459999,82.199997,80.459999,81.220001,74.613419,3364054
2023-01-26,82.000000,82.540001,79.620003,80.059998,73.547775,4042895
2023-01-27,80.300003,81.199997,79.860001,81.139999,74.539925,3447213
2023-01-30,80.580002,81.360001,80.239998,80.779999,74.209206,2442501
2023-01-31,80.300003,80.660004,78.360001,80.339996,73.804993,4906670
2023-02-01,80.760002,82.099998,80.480003,80.800003,74.227585,4862983
2023-02-02,81.180000,81.339996,79.639999,80.199997,73.676384,5305261
2023-02-03,79.820000,80.879997,78.919998,80.599998,74.043846,4670167
2023-02-06,80.699997,82.419998,79.320000,80.760002,74.190842,4671543
2023-02-07,81.500000,83.080002,81.160004,82.260002,75.568825,5161682
2023-02-08,82.720001,83.480003,81.919998,82.220001,75.532082,3510194
2023-02-09,81.760002,82.220001,79.980003,80.379997,73.841743,4461001
2023-02-10,79.500000,80.419998,78.800003,80.000000,73.492653,5221749
2023-02-13,78.839996,79.620003,78.379997,78.720001,72.316772,5047488
2023-02-14,76.260002,77.639999,74.839996,76.800003,70.552956,7143627
2023-02-15,77.000000,77.000000,74.400002,75.199997,69.083092,4212152
2023-02-16,76.000000,77.260002,75.779999,77.260002,70.975533,3821319
2023-02-17,77.000000,78.260002,76.820000,77.360001,71.067398,3996527
2023-02-20,78.199997,81.320000,78.199997,80.919998,74.337822,4271417
2023-02-21,80.019997,81.459999,79.559998,80.940002,74.356194,3507642
2023-02-22,80.120003,80.220001,77.699997,77.839996,71.508354,5330644
2023-02-23,78.260002,78.820000,77.559998,78.059998,71.710457,3878778
2023-02-24,77.680000,77.680000,74.180000,74.180000,68.146065,6265845
2023-02-27,73.339996,75.500000,73.239998,75.199997,69.083092,3693220
2023-02-28,74.839996,76.279999,74.800003,75.660004,69.505684,7345379
2023-03-01,77.339996,79.680000,77.300003,78.860001,72.445389,5283799
2023-03-02,79.440002,80.000000,78.419998,79.300003,72.849594,3853837
2023-03-03,79.500000,81.919998,79.339996,81.919998,75.256477,4579073
2023-03-06,81.779999,81.779999,79.320000,80.300003,73.768257,3477812
2023-03-07,80.260002,80.879997,79.300003,79.660004,73.180313,5893681
2023-03-08,79.160004,80.080002,78.360001,79.379997,72.923088,5416405
2023-03-09,79.900002,80.040001,77.580002,77.699997,71.379738,2989430
2023-03-10,76.300003,77.239998,75.620003,76.019997,69.836395,3017122
2023-03-13,77.339996,77.400002,72.639999,75.000000,68.899368,4848752
2023-03-14,74.320000,76.279999,74.120003,76.139999,69.946632,4314961
2023-03-15,75.879997,75.919998,71.779999,72.419998,66.529228,4056825
2023-03-16,72.760002,73.500000,69.660004,71.300003,65.500336,5554003
2023-03-17,72.959999,74.500000,70.720001,71.300003,65.500336,11703074
2023-03-20,71.180000,73.419998,70.059998,73.019997,67.080421,4285678
2023-03-21,73.500000,75.019997,73.300003,73.580002,67.594872,3431627
2023-03-22,73.980003,73.980003,72.839996,73.800003,67.796974,2748849
2023-03-23,73.379997,73.599998,72.099998,73.099998,67.153915,3355912
2023-03-24,73.279999,73.279999,71.040001,71.639999,65.812675,4373219
2023-03-27,72.400002,73.800003,70.720001,73.599998,67.613243,3534640
2023-03-28,74.559998,75.639999,74.180000,75.360001,69.230080,2897224
2023-03-29,75.739998,76.239998,74.300003,75.680000,69.524055,2621499
2023-03-30,76.940002,78.919998,76.220001,77.739998,71.416489,3840498
2023-03-31,78.139999,78.400002,77.040001,77.800003,71.471611,3447226
2023-04-03,78.639999,78.660004,77.360001,78.500000,72.114670,2414355
2023-04-04,79.059998,79.080002,77.379997,77.379997,71.085770,3211236
2023-04-05,77.519997,77.739998,75.800003,75.800003,69.634293,2204369
2023-04-11,75.779999,78.639999,75.779999,78.599998,72.206535,4858180
2023-04-12,78.620003,79.940002,78.180000,78.739998,72.335144,2925076
2023-04-13,78.500000,80.599998,78.199997,79.959999,73.455910,2719357
2023-04-14,80.500000,80.879997,79.919998,80.260002,73.731506,1705134
2023-04-17,80.040001,80.580002,79.139999,79.559998,73.088448,2068726
2023-04-18,80.360001,82.320000,80.239998,81.320000,74.705284,2771811
2023-04-19,80.940002,81.500000,80.320000,81.160004,74.558304,2555656
2023-04-20,80.400002,82.220001,79.820000,81.940002,75.274857,4560689
2023-04-21,81.199997,81.559998,79.459999,80.139999,73.621269,4153089
2023-04-24,79.620003,81.760002,79.320000,81.019997,74.429688,2798924
2023-04-25,80.300003,80.320000,77.919998,78.139999,71.783951,3417801
2023-04-26,77.519997,79.919998,77.519997,79.199997,72.757729,3214008
2023-04-27,81.000000,83.559998,80.199997,80.519997,73.970352,5188788
2023-04-28,77.000000,78.239998,74.040001,78.220001,71.857445,9701104
2023-05-02,78.000000,78.639999,75.699997,76.559998,70.332466,3749223
2023-05-03,77.099998,78.099998,76.459999,76.720001,70.479462,3712850
2023-05-04,76.180000,77.400002,74.919998,74.940002,68.844246,4415348
2023-05-05,75.040001,75.300003,72.760002,73.160004,67.209038,4952774
2023-05-08,73.980003,75.699997,73.559998,75.080002,68.972862,3616234
2023-05-09,75.400002,75.400002,73.360001,74.360001,68.311424,3362633
2023-05-10,75.260002,76.339996,74.580002,69.459999,63.809998,4534576
2023-05-11,70.239998,70.239998,68.000000,68.120003,68.120003,3899790
2023-05-12,68.440002,69.559998,68.160004,68.699997,68.699997,3226156
2023-05-15,69.000000,69.660004,68.559998,69.120003,69.120003,2857458
2023-05-16,68.860001,69.419998,68.199997,69.040001,69.040001,3337828
2023-05-19,70.000000,70.599998,69.099998,69.320000,69.320000,3808542
2023-05-22,69.379997,69.940002,68.580002,69.620003,69.620003,2941592
2023-05-23,69.059998,69.400002,68.239998,68.639999,68.639999,3265796
2023-05-24,68.000000,68.080002,66.000000,67.400002,67.400002,4738063
2023-05-25,67.019997,68.680000,66.660004,68.279999,68.279999,3719953
2023-05-26,69.080002,70.080002,68.820000,69.639999,69.639999,2970552
2023-05-30,69.639999,70.639999,68.839996,68.919998,68.919998,2906327
2023-05-31,67.660004,68.660004,67.040001,67.080002,67.080002,7567417
2023-06-01,67.779999,68.199997,66.699997,66.720001,66.720001,2029435
2023-06-02,67.599998,70.879997,67.599998,69.839996,69.839996,3631998
2023-06-05,69.699997,70.500000,68.800003,68.800003,68.800003,2422751
2023-06-06,68.980003,69.139999,67.400002,68.000000,68.000000,3901633
2023-06-07,68.080002,69.620003,67.839996,69.019997,69.019997,2924565
2023-06-08,69.099998,69.559998,68.480003,69.400002,69.400002,2275657
2023-06-09,69.500000,70.839996,69.080002,69.599998,69.599998,2675066
2023-06-12,69.279999,69.620003,68.540001,69.440002,69.440002,2318350
2023-06-13,69.599998,72.440002,69.419998,72.180000,72.180000,6439870
2023-06-14,72.239998,74.599998,72.160004,73.419998,73.419998,4541154
2023-06-15,72.800003,73.160004,72.220001,72.279999,72.279999,3310267
2023-06-16,72.879997,73.059998,71.559998,72.160004,72.160004,6238719
2023-06-19,71.660004,71.739998,68.400002,68.779999,68.779999,6100587
2023-06-20,68.300003,68.360001,67.220001,67.620003,67.620003,3599839
2023-06-21,67.000000,67.120003,64.940002,65.599998,65.599998,5253012
2023-06-22,65.459999,65.699997,64.199997,64.680000,64.680000,4054267
2023-06-23,64.019997,64.099998,62.099998,62.320000,62.320000,3489178
2023-06-26,62.299999,63.619999,61.400002,63.400002,63.400002,4237691
2023-06-27,63.900002,64.000000,62.080002,63.279999,63.279999,3299006
2023-06-28,63.180000,64.360001,62.720001,63.799999,63.799999,3602293
2023-06-29,63.560001,64.080002,63.279999,64.019997,64.019997,2077534
2023-06-30,64.480003,64.839996,63.660000,63.799999,63.799999,5031087
2023-07-03,64.360001,64.879997,63.840000,64.559998,64.559998,2161777
2023-07-04,64.720001,65.279999,64.519997,65.120003,65.120003,1337300
2023-07-05,64.480003,64.959999,64.019997,64.320000,64.320000,2702469
2023-07-06,63.419998,63.720001,62.540001,62.619999,62.619999,2579980
2023-07-07,62.500000,63.639999,62.360001,62.840000,62.840000,2972355
2023-07-10,62.599998,63.720001,61.599998,63.580002,63.580002,2154980
2023-07-11,63.860001,64.379997,63.639999,63.860001,63.860001,2911464
2023-07-12,64.080002,66.180000,64.040001,66.099998,66.099998,2924681
2023-07-13,66.080002,67.099998,65.680000,66.599998,66.599998,3459904
2023-07-14,66.760002,66.860001,65.559998,65.800003,65.800003,2072945
2023-07-17,64.739998,65.180000,63.820000,65.019997,65.019997,1746461
2023-07-18,64.739998,65.500000,63.860001,64.260002,64.260002,2982288
2023-07-19,63.639999,64.019997,62.200001,62.599998,62.599998,4519231
2023-07-20,63.220001,63.959999,62.980000,63.860001,63.860001,4432269
2023-07-21,62.660000,62.919998,61.380001,62.480000,62.480000,4821283
2023-07-24,62.119999,62.700001,61.639999,62.299999,62.299999,3742671
2023-07-25,63.520000,65.559998,63.439999,65.559998,65.559998,4363478
2023-07-26,64.839996,65.540001,63.520000,63.860001,63.860001,2924711
2023-07-27,63.599998,65.059998,63.119999,64.339996,64.339996,2692620
2023-07-28,64.320000,65.400002,63.959999,65.239998,65.239998,2765292
2023-07-31,65.739998,66.680000,65.139999,66.400002,66.400002,3119539
2023-08-01,66.260002,66.599998,65.480003,66.320000,66.320000,1940774
2023-08-02,65.360001,66.019997,64.500000,65.320000,65.320000,2989349
2023-08-03,64.599998,65.760002,64.419998,65.300003,65.300003,2862184
2023-08-04,65.660004,65.680000,64.680000,65.120003,65.120003,1789872
2023-08-07,65.120003,65.260002,63.820000,64.160004,64.160004,1571253
2023-08-08,63.500000,63.660000,62.000000,63.220001,63.220001,4142654
2023-08-09,63.900002,65.040001,63.720001,64.500000,64.500000,3780604
2023-08-10,64.519997,65.059998,64.239998,64.580002,64.580002,2017630
2023-08-11,64.320000,64.540001,63.680000,64.260002,64.260002,2488581
2023-08-14,64.059998,64.260002,62.639999,62.740002,62.740002,2217629
2023-08-15,62.939999,63.200001,62.040001,62.060001,62.060001,2136610
2023-08-16,61.860001,62.400002,61.500000,61.980000,61.980000,1694434
2023-08-17,61.840000,62.299999,61.619999,61.700001,61.700001,2919792
2023-08-18,61.240002,61.299999,59.220001,59.220001,59.220001,5676136
2023-08-21,59.580002,59.900002,58.860001,59.180000,59.180000,2140363
2023-08-22,59.480000,60.180000,58.959999,59.619999,59.619999,2683476
2023-08-23,60.139999,60.139999,58.900002,58.900002,58.900002,3316452
2023-08-24,59.599998,60.080002,57.820000,57.900002,57.900002,2504921
2023-08-25,58.099998,58.779999,57.759998,58.040001,58.040001,2195900
2023-08-28,58.340000,58.419998,57.660000,58.220001,58.220001,1770023
2023-08-29,58.439999,59.320000,58.360001,59.320000,59.320000,3159793
2023-08-30,59.599998,59.740002,58.660000,59.020000,59.020000,2452083
2023-08-31,58.720001,59.740002,58.619999,59.099998,59.099998,7338094
2023-09-01,59.759998,61.680000,59.560001,61.419998,61.419998,3428807
2023-09-04,62.220001,62.959999,61.599998,62.540001,62.540001,2910782
2023-09-05,62.139999,62.680000,62.020000,62.320000,62.320000,2494022
2023-09-06,62.419998,62.580002,61.599998,62.020000,62.020000,1853125
2023-09-07,62.220001,62.220001,59.660000,59.660000,59.660000,2824767
2023-09-08,59.500000,59.720001,58.259998,58.779999,58.779999,2918197
2023-09-11,59.759998,60.900002,59.599998,60.900002,60.900002,3510389
2023-09-12,60.900002,61.900002,60.900002,61.400002,61.400002,4482321
2023-09-13,61.259998,61.980000,60.919998,61.000000,61.000000,3678128
2023-09-14,61.560001,62.880001,61.279999,62.419998,62.419998,4724133
2023-09-15,63.040001,63.459999,62.139999,63.020000,63.020000,9025535
2023-09-18,62.520000,63.459999,61.439999,61.939999,61.939999,2233903
2023-09-19,61.520000,62.320000,61.520000,61.680000,61.680000,2228474
2023-09-20,61.880001,63.759998,61.400002,63.759998,63.759998,5305871
2023-09-21,63.299999,63.360001,61.459999,61.840000,61.840000,3850594
2023-09-22,61.980000,62.880001,61.299999,62.580002,62.580002,2708031
2023-09-25,61.820000,62.939999,61.799999,62.799999,62.799999,2398544
2023-09-26,62.419998,64.080002,62.419998,63.660000,63.660000,3840781
2023-09-27,63.720001,65.099998,63.700001,64.800003,64.800003,3931397
2023-09-28,65.099998,65.779999,64.879997,65.500000,65.500000,3592939
2023-09-29,66.000000,67.900002,65.980003,67.199997,67.199997,6450121
2023-10-02,67.559998,68.000000,65.860001,65.860001,65.860001,4997940
2023-10-03,65.300003,65.500000,63.279999,63.560001,63.560001,6065031
2023-10-04,63.240002,63.779999,62.180000,62.180000,62.180000,4826300
2023-10-05,62.099998,62.959999,61.680000,62.419998,62.419998,3792878
2023-10-06,61.900002,62.700001,60.520000,61.099998,61.099998,5047982
2023-10-09,60.660000,61.279999,59.820000,60.840000,60.840000,2866756
2023-10-10,60.840000,63.259998,60.320000,62.220001,62.220001,3808989
