date;chalco_price;chalco_adj;chalco_volume
07.09.2020;1.910000;1.846464;10570365
08.09.2020;1.900000;1.846464;7351960
09.09.2020;1.870000;1.826925;9902996
10.09.2020;1.870000;1.768307;13134000
11.09.2020;1.830000;1.768307;7589124
14.09.2020;1.810000;1.768307;12626325
15.09.2020;1.840000;1.797616;7448000
16.09.2020;1.830000;1.768307;17105660
17.09.2020;1.780000;1.758537;10488413
18.09.2020;1.810000;1.758537;18723497
21.09.2020;1.820000;1.719459;17120766
22.09.2020;1.760000;1.670611;18295876
23.09.2020;1.730000;1.641301;19954119
24.09.2020;1.660000;1.572914;20308000
25.09.2020;1.620000;1.533835;19009489
28.09.2020;1.550000;1.543605;15804000
29.09.2020;1.600000;1.553375;8584850
30.09.2020;1.590000;1.543605;13542000
05.10.2020;1.600000;1.572914;9926000
06.10.2020;1.630000;1.641301;11123400
07.10.2020;1.680000;1.641301;7858465
08.10.2020;1.700000;1.670611;10512588
09.10.2020;1.690000;1.651071;12295019
12.10.2020;1.690000;1.680380;15670886
14.10.2020;1.710000;1.631532;18193886
15.10.2020;1.670000;1.611992;14628349
16.10.2020;1.660000;1.670611;15674000
19.10.2020;1.710000;1.660841;9260000
20.10.2020;1.700000;1.690150;7905560
21.10.2020;1.750000;1.719459;16806000
22.10.2020;1.750000;1.709689;9466740
23.10.2020;1.780000;1.738998;18820450
27.10.2020;1.810000;1.680380;13392823
28.10.2020;1.710000;1.631532;13880000
29.10.2020;1.650000;1.621762;10685395
02.11.2020;1.690000;1.651071;7973313
03.11.2020;1.700000;1.699919;11375000
04.11.2020;1.770000;1.709689;6911080
05.11.2020;1.770000;1.748768;9822000
06.11.2020;1.800000;1.787846;18070000
09.11.2020;1.850000;1.953930;53894000
10.11.2020;2.040000;2.012548;58471896
11.11.2020;2.070000;2.061396;31915926
12.11.2020;2.110000;2.051627;22705000
13.11.2020;2.060000;2.022318;29785524
16.11.2020;2.110000;2.149323;62712485
17.11.2020;2.220000;2.139554;25087308
18.11.2020;2.160000;2.188402;37014000
19.11.2020;2.230000;2.149323;30430990
20.11.2020;2.190000;2.217711;55164926
23.11.2020;2.320000;2.510800;142721396
24.11.2020;2.620000;2.745272;112956518
25.11.2020;2.900000;2.686654;105754481
26.11.2020;2.770000;2.774581;42290367
27.11.2020;2.850000;2.774581;54267169
30.11.2020;2.890000;2.989513;130803767
01.12.2020;3.040000;2.930895;51715065
02.12.2020;3.060000;2.921126;57080542
03.12.2020;2.990000;2.725733;82205181
04.12.2020;2.800000;2.774581;36868576
07.12.2020;2.860000;2.794120;27103713
08.12.2020;2.840000;2.745272;22178061
09.12.2020;2.810000;2.706193;29154252
10.12.2020;2.780000;2.715963;22845482
11.12.2020;2.850000;2.715963;47932224
14.12.2020;2.780000;2.676885;19957670
15.12.2020;2.770000;2.637806;24181115
16.12.2020;2.720000;2.608497;19798294
17.12.2020;2.660000;2.833199;56327000
18.12.2020;2.950000;2.823429;40861974
21.12.2020;2.900000;2.755042;25959073
22.12.2020;2.800000;2.569419;41646200
23.12.2020;2.630000;2.569419;21040685
24.12.2020;2.720000;2.657345;0
28.12.2020;2.700000;2.715963;32276520
29.12.2020;2.820000;2.637806;22174900
30.12.2020;2.680000;2.637806;16854589
31.12.2020;2.740000;2.676885;0
04.01.2021;2.750000;2.852738;42053584
05.01.2021;2.900000;2.803890;33652000
06.01.2021;2.870000;2.755042;41446230
07.01.2021;2.870000;2.999283;121613891
08.01.2021;3.140000;2.960204;62736486
11.01.2021;3.030000;2.706193;67751907
12.01.2021;2.790000;2.706193;35601390
13.01.2021;2.800000;2.696424;44928833
14.01.2021;2.760000;2.628036;44214313
15.01.2021;2.730000;2.637806;39514276
18.01.2021;2.700000;2.588958;35449088
19.01.2021;2.650000;2.540109;52406605
20.01.2021;2.600000;2.588958;44054383
21.01.2021;2.680000;2.735502;108589503
22.01.2021;2.820000;2.540109;57431000
25.01.2021;2.610000;2.549879;29120166
26.01.2021;2.610000;2.471722;33205550
27.01.2021;2.550000;2.403334;44488932
28.01.2021;2.400000;2.354486;37557071
29.01.2021;2.420000;2.305638;46676901
01.02.2021;2.360000;2.374025;32505447
02.02.2021;2.450000;2.510800;42665639
03.02.2021;2.570000;2.501031;32229477
04.02.2021;2.560000;2.442413;22959678
05.02.2021;2.510000;2.452183;27446899
08.02.2021;2.540000;2.637806;64010038
09.02.2021;2.700000;2.715963;55997953
10.02.2021;2.790000;2.696424;23510000
11.02.2021;2.740000;2.676885;0
16.02.2021;2.770000;3.009053;95408279
17.02.2021;3.100000;3.175137;87512826
18.02.2021;3.240000;3.233755;112517069
19.02.2021;3.340000;3.292372;62084508
22.02.2021;3.510000;3.790625;168137452
23.02.2021;3.910000;3.780855;120127837
24.02.2021;3.850000;3.458457;90527180
25.02.2021;3.780000;4.044635;190431901
26.02.2021;3.920000;3.829704;110897512
01.03.2021;3.990000;3.722237;56183834
02.03.2021;3.820000;3.546384;60042178
03.03.2021;3.820000;4.015327;111595774
04.03.2021;4.020000;3.839473;109762192
05.03.2021;3.800000;3.497535;139467001
08.03.2021;3.750000;3.448687;86474690
09.03.2021;3.660000;3.556153;110750000
10.03.2021;3.770000;3.653850;41797696
11.03.2021;3.820000;4.122793;240407746
12.03.2021;4.270000;3.917630;128834261
15.03.2021;4.220000;4.064175;95576959
16.03.2021;4.220000;3.946939;73192701
17.03.2021;4.040000;3.771085;81897850
18.03.2021;4.000000;3.702698;73262783
19.03.2021;3.750000;3.526844;114465004
22.03.2021;3.620000;3.653850;75948520
23.03.2021;3.780000;3.292372;103343001
24.03.2021;3.160000;3.018822;138763856
25.03.2021;3.080000;3.184906;117636159
26.03.2021;3.330000;3.272833;39672400
29.03.2021;3.400000;3.253294;49846987
30.03.2021;3.300000;3.311912;35632894
31.03.2021;3.370000;3.126289;71790004
01.04.2021;3.220000;3.214215;41474943
07.04.2021;3.290000;3.350991;70657220
08.04.2021;3.370000;3.497535;75052000
09.04.2021;3.920000;3.624541;133346000
12.04.2021;3.730000;3.399839;94059433
13.04.2021;3.480000;3.507305;63208292
14.04.2021;3.710000;3.653850;77771733
15.04.2021;3.770000;3.829704;95746123
16.04.2021;3.920000;3.702698;54268602
19.04.2021;3.790000;3.780855;37539143
20.04.2021;3.880000;3.810164;63366243
21.04.2021;3.800000;3.761316;40839440
22.04.2021;3.900000;3.829704;62599196
23.04.2021;3.900000;3.868782;23171249
26.04.2021;3.990000;3.986018;52903781
27.04.2021;4.150000;4.015327;61131890
28.04.2021;4.130000;3.917630;62413276
29.04.2021;4.070000;4.171641;75790763
30.04.2021;4.230000;3.956709;52820834
03.05.2021;4.060000;3.986018;29236744
04.05.2021;4.100000;4.347495;116555244
05.05.2021;4.410000;4.396343;88048517
06.05.2021;4.560000;4.601506;114635328
07.05.2021;4.790000;4.640584;116425319
10.05.2021;4.900000;5.109528;206404061
11.05.2021;4.980000;4.835977;185659088
12.05.2021;4.940000;4.767590;104790458
13.05.2021;4.720000;4.396343;117594566
14.05.2021;4.560000;4.269338;92546337
17.05.2021;4.420000;4.376804;78428499
18.05.2021;4.600000;4.523349;80706820
20.05.2021;4.380000;4.220490;114216898
21.05.2021;4.330000;4.415883;88064086
24.05.2021;4.410000;4.191181;60279762
25.05.2021;4.350000;4.298647;56530500
26.05.2021;4.400000;4.220490;51305117
27.05.2021;4.350000;4.279108;51290233
28.05.2021;4.540000;4.474500;62780869
31.05.2021;4.590000;4.484270;68107320
01.06.2021;4.550000;4.406113;58117119
02.06.2021;4.510000;4.367034;34258301
03.06.2021;4.430000;4.259568;38499453
04.06.2021;4.330000;4.142332;43485285
07.06.2021;4.310000;4.259568;32712679
08.06.2021;4.340000;4.132562;39769457
09.06.2021;4.250000;4.191181;25218814
10.06.2021;4.290000;4.161872;37442330
11.06.2021;4.310000;4.396343;81790272
15.06.2021;4.520000;4.240029;49855370
16.06.2021;4.350000;3.917630;103815215
17.06.2021;3.980000;4.025096;43090225
18.06.2021;4.000000;4.025096;48922168
21.06.2021;4.080000;3.888321;52627099
22.06.2021;4.070000;3.946939;24879804
23.06.2021;4.090000;4.279108;85274277
24.06.2021;4.430000;4.308416;32710000
25.06.2021;4.460000;4.581966;87283199
28.06.2021;4.790000;4.533118;34774595
29.06.2021;4.660000;4.367034;34278114
30.06.2021;4.510000;4.523349;56954655
02.07.2021;4.570000;4.406113;26999407
05.07.2021;4.610000;4.650354;52446685
06.07.2021;4.750000;4.542888;27353320
07.07.2021;4.500000;4.562427;39436876
08.07.2021;4.690000;4.308416;31792992
09.07.2021;4.430000;4.562427;71988000
12.07.2021;4.750000;4.572197;58431724
13.07.2021;4.680000;4.611275;24355788
14.07.2021;4.770000;4.435422;41645609
15.07.2021;4.520000;4.445192;56878000
16.07.2021;4.550000;4.572197;53349909
19.07.2021;4.780000;4.718741;104938000
20.07.2021;4.710000;4.454961;68169691
21.07.2021;4.680000;4.591736;46515700
22.07.2021;4.780000;4.894596;106252573
23.07.2021;5.000000;4.728511;91503470
26.07.2021;4.840000;4.689433;84940123
27.07.2021;4.880000;4.327956;130575365
28.07.2021;4.550000;4.288877;66847807
29.07.2021;4.500000;4.523349;49747398
30.07.2021;4.670000;4.630815;61584699
02.08.2021;4.740000;4.679663;42094900
03.08.2021;4.790000;4.376804;52980480
04.08.2021;4.550000;4.454961;24254000
05.08.2021;4.550000;4.357265;32212000
06.08.2021;4.510000;4.562427;66256481
09.08.2021;4.680000;4.552658;29557732
10.08.2021;4.710000;4.630815;26383889
11.08.2021;4.810000;4.787129;68874538
12.08.2021;4.950000;4.904365;69474656
13.08.2021;5.060000;4.943443;39072857
16.08.2021;5.060000;4.718741;58000842
17.08.2021;4.800000;4.484270;124823865
18.08.2021;4.550000;4.474500;62971492
19.08.2021;4.490000;4.298647;74199649
20.08.2021;4.390000;4.249798;77231693
23.08.2021;4.440000;4.367034;33503016
24.08.2021;4.550000;4.435422;30655644
25.08.2021;4.690000;4.738281;104226985
26.08.2021;4.910000;4.972753;158000923
27.08.2021;5.120000;5.080218;65880179
30.08.2021;5.360000;5.343999;112752642
31.08.2021;5.430000;5.510083;137623818
01.09.2021;5.650000;5.207224;88652471
02.09.2021;5.370000;5.451466;80409644
03.09.2021;5.580000;5.519854;64542627
06.09.2021;5.850000;5.822712;129211095
07.09.2021;6.100000;6.018105;84925025
08.09.2021;6.120000;6.252577;149489550
09.09.2021;6.480000;6.574975;215838415
10.09.2021;6.950000;6.516357;166812948
13.09.2021;6.840000;7.043919;206647825
14.09.2021;7.330000;6.623824;144405818
15.09.2021;6.660000;6.594515;132920254
16.09.2021;6.860000;6.535897;88756251
17.09.2021;6.520000;6.447970;63535707
20.09.2021;6.480000;6.223268;76379991
21.09.2021;6.260000;6.399122;57027619
23.09.2021;6.800000;6.115802;120612898
24.09.2021;6.390000;5.881330;103150473
27.09.2021;5.940000;5.510083;109998073
28.09.2021;5.760000;5.891100;106449212
29.09.2021;5.900000;5.637089;52423759
30.09.2021;5.770000;5.754324;43069119
04.10.2021;5.960000;5.558932;42366171
05.10.2021;5.690000;5.910639;65322168
06.10.2021;6.050000;5.656628;34526544
07.10.2021;5.790000;5.695707;39813793
08.10.2021;5.980000;5.441696;66860068
11.10.2021;5.520000;5.197455;125495459
12.10.2021;5.410000;5.177916;58872125
15.10.2021;5.430000;5.295151;92929348
18.10.2021;5.570000;5.676167;106162862
19.10.2021;5.850000;5.666398;46378509
20.10.2021;5.750000;5.480774;57766220
21.10.2021;5.620000;5.461235;33770825
22.10.2021;5.480000;5.304921;55818963
25.10.2021;5.390000;5.314691;26793009
26.10.2021;5.420000;5.265842;40404283
27.10.2021;5.340000;4.884826;132167369
28.10.2021;4.850000;4.611275;167246441
29.10.2021;4.800000;4.542888;86060077
01.11.2021;4.650000;4.474500;34675038
02.11.2021;4.640000;4.327956;61700179
03.11.2021;4.450000;4.327956;42522873
04.11.2021;4.450000;4.337725;39862950
05.11.2021;4.290000;4.015327;92605581
08.11.2021;4.200000;4.054406;51163500
09.11.2021;4.260000;4.054406;27679515
10.11.2021;4.090000;3.907861;99169704
11.11.2021;4.000000;4.132562;61747125
12.11.2021;4.370000;4.083714;53660569
15.11.2021;4.220000;4.005557;31155097
16.11.2021;4.050000;3.937170;40040339
17.11.2021;3.990000;3.917630;35455196
18.11.2021;4.010000;3.907861;20061355
19.11.2021;4.000000;3.976248;33383596
22.11.2021;4.080000;3.898091;33820267
23.11.2021;4.020000;3.898091;45105603
24.11.2021;4.040000;3.907861;21945153
25.11.2021;4.060000;3.946939;20554387
26.11.2021;4.010000;3.790625;39273155
29.11.2021;3.800000;3.712467;33538099
30.11.2021;3.800000;3.741776;45797084
01.12.2021;3.810000;3.771085;25344936
02.12.2021;3.850000;3.653850;42470400
03.12.2021;3.740000;3.780855;28055416
06.12.2021;3.880000;3.937170;89153091
07.12.2021;4.160000;4.161872;133761165
08.12.2021;4.310000;4.249798;76649500
09.12.2021;4.400000;4.142332;79708064
10.12.2021;4.210000;4.191181;46428421
13.12.2021;4.280000;4.161872;56504476
14.12.2021;4.260000;3.956709;86014822
15.12.2021;4.050000;3.898091;33309287
16.12.2021;3.980000;4.083714;28634530
17.12.2021;4.210000;4.142332;41295061
20.12.2021;4.240000;4.015327;44265112
21.12.2021;4.110000;4.073945;29389873
22.12.2021;4.300000;4.142332;30930859
23.12.2021;4.360000;4.513579;123923565
24.12.2021;4.530000;4.425652;0
28.12.2021;4.460000;4.298647;44261964
29.12.2021;4.400000;4.171641;24015651
30.12.2021;4.270000;4.152102;22156224
31.12.2021;4.270000;4.210720;16174764
03.01.2022;4.310000;4.308416;24037092
04.01.2022;4.440000;4.191181;39518990
05.01.2022;4.290000;4.034866;51004171
06.01.2022;4.190000;4.064175;36964923
07.01.2022;4.190000;4.288877;58022151
10.01.2022;4.390000;4.435422;56522648
11.01.2022;4.540000;4.679663;99133344
12.01.2022;4.870000;4.689433;63748343
13.01.2022;4.840000;4.748051;47953936
14.01.2022;4.800000;4.464731;67894309
17.01.2022;4.550000;4.357265;36540021
18.01.2022;4.460000;4.396343;27048751
19.01.2022;4.550000;4.474500;30026020
20.01.2022;4.620000;4.494040;27948354
21.01.2022;4.580000;4.572197;44918000
24.01.2022;4.540000;4.367034;33678888
25.01.2022;4.400000;4.181411;60115236
26.01.2022;4.350000;4.308416;34732573
27.01.2022;4.390000;4.288877;17467981
28.01.2022;4.250000;4.005557;81317598
31.01.2022;4.100000;4.005557;0
04.02.2022;4.190000;4.152102;41913801
07.02.2022;4.280000;4.249798;36366428
08.02.2022;4.420000;4.454961;53010247
09.02.2022;4.910000;4.865286;163334505
10.02.2022;5.160000;5.070449;79950686
11.02.2022;5.100000;5.099758;85057493
14.02.2022;5.190000;5.129067;50278036
15.02.2022;5.250000;4.953214;56234185
16.02.2022;5.050000;5.031371;39916171
17.02.2022;5.220000;5.295151;80880109
18.02.2022;5.310000;5.246303;39901000
21.02.2022;5.370000;5.207224;35932770
22.02.2022;5.290000;5.353769;78879308
23.02.2022;5.420000;5.226764;47862255
24.02.2022;5.260000;5.256073;77894510
25.02.2022;5.430000;5.207224;80205592
28.02.2022;5.400000;5.285381;67197658
01.03.2022;5.410000;5.207224;35283296
02.03.2022;5.470000;5.510083;105359548
03.03.2022;5.800000;5.598011;87010177
04.03.2022;5.750000;5.617549;67531203
07.03.2022;5.890000;5.695707;117164536
08.03.2022;5.690000;5.158376;137782277
09.03.2022;5.140000;4.894596;116627222
10.03.2022;4.870000;4.806668;59702157
11.03.2022;4.920000;4.806668;65641388
14.03.2022;4.700000;4.269338;122330530
15.03.2022;4.250000;3.790625;115862710
16.03.2022;3.990000;4.113023;77443766
17.03.2022;4.380000;4.396343;109916209
18.03.2022;4.580000;4.572197;85722754
21.03.2022;4.790000;4.572197;61030005
22.03.2022;4.800000;4.738281;63449803
23.03.2022;4.800000;4.630815;47218650
24.03.2022;4.830000;4.787129;49888266
25.03.2022;4.890000;4.621045;48166161
28.03.2022;4.730000;4.699202;29912201
29.03.2022;4.800000;4.718741;20477465
30.03.2022;4.780000;4.601506;46548292
31.03.2022;4.750000;4.494040;50323703
01.04.2022;4.600000;4.542888;31824730
04.04.2022;4.650000;4.630815;25772122
06.04.2022;4.630000;4.591736;27934931
07.04.2022;4.680000;4.474500;24510090
08.04.2022;4.580000;4.513579;23959889
11.04.2022;4.560000;4.220490;46671209
12.04.2022;4.260000;4.259568;43160811
13.04.2022;4.400000;4.503809;62423726
14.04.2022;4.610000;4.679663;46589219
19.04.2022;4.790000;4.621045;41115526
20.04.2022;4.700000;4.318186;59728404
21.04.2022;4.430000;4.161872;50734087
22.04.2022;4.070000;4.113023;57689177
25.04.2022;4.070000;3.546384;140495077
26.04.2022;3.580000;3.331451;115125333
27.04.2022;3.380000;3.565923;74113300
28.04.2022;3.720000;3.663619;49189225
29.04.2022;3.750000;3.663619;45169874
03.05.2022;3.630000;3.546384;37574022
04.05.2022;3.560000;3.438917;26393763
05.05.2022;3.550000;3.409608;37049335
06.05.2022;3.350000;3.106749;100562523
10.05.2022;3.040000;2.979744;87011767
11.05.2022;3.060000;3.028592;60297937
12.05.2022;3.070000;2.891817;46435905
13.05.2022;2.980000;2.969974;25764267
16.05.2022;3.120000;3.057901;56170568
17.05.2022;3.160000;3.184906;60016000
18.05.2022;3.300000;3.194676;32711687
19.05.2022;3.130000;3.184906;28077730
20.05.2022;3.340000;3.409608;84668698
23.05.2022;3.500000;3.497535;54361992
24.05.2022;3.570000;3.360760;34068000
25.05.2022;3.440000;3.360760;19796719
26.05.2022;3.480000;3.360760;21364858
27.05.2022;3.500000;3.370530;13964850
30.05.2022;3.460000;3.409608;17697151
31.05.2022;3.510000;3.497535;60087965
01.06.2022;3.510000;3.487766;31516704
02.06.2022;3.550000;3.458457;12046141
06.06.2022;3.570000;3.565923;29966415
07.06.2022;3.660000;3.556153;17456289
08.06.2022;3.680000;3.605001;33896835
09.06.2022;3.690000;3.565923;41588769
10.06.2022;3.520000;3.380299;92508768
13.06.2022;3.340000;3.292372;53919271
14.06.2022;3.300000;3.155597;69803409
15.06.2022;3.250000;3.214215;53530247
16.06.2022;3.350000;3.155597;26577644
17.06.2022;3.180000;3.057901;53030304
20.06.2022;3.130000;2.969974;38819593
21.06.2022;3.060000;3.048131;28280220
22.06.2022;3.140000;2.940665;34828109
23.06.2022;3.010000;2.911356;52041700
24.06.2022;2.980000;2.872277;63900120
27.06.2022;2.980000;2.989513;77005119
28.06.2022;3.080000;3.067671;57907258
29.06.2022;3.080000;3.005582;76512424
30.06.2022;3.050000;2.936374;45885144
04.07.2022;2.970000;2.956148;28357074
05.07.2022;3.000000;3.005582;41435347
06.07.2022;2.980000;2.886940;129837704
07.07.2022;2.920000;2.877053;25176673
08.07.2022;2.970000;2.956148;57429057
11.07.2022;3.020000;2.886940;28477328
12.07.2022;2.930000;2.817733;43219263
13.07.2022;2.850000;2.778186;39322028
14.07.2022;2.820000;2.778186;24107267
15.07.2022;2.800000;2.689205;35718000
18.07.2022;2.750000;2.877053;53894626
19.07.2022;2.930000;2.877053;23919713
20.07.2022;2.970000;2.837506;28160360
21.07.2022;2.860000;2.797959;46213043
22.07.2022;2.830000;2.758412;35764475
25.07.2022;2.900000;2.807846;39524000
26.07.2022;2.840000;2.817733;20327289
27.07.2022;2.820000;2.807846;11403570
28.07.2022;2.860000;2.837506;31416459
29.07.2022;2.880000;2.817733;25346353
01.08.2022;2.870000;2.788072;23978454
02.08.2022;2.750000;2.708978;38977246
03.08.2022;2.690000;2.659544;23046289
04.08.2022;2.680000;2.669431;20994512
05.08.2022;2.690000;2.738638;33598827
08.08.2022;2.750000;2.738638;18172585
09.08.2022;2.760000;2.748525;13361100
10.08.2022;2.780000;2.718865;16375000
11.08.2022;2.780000;2.807846;20151035
12.08.2022;2.820000;2.886940;43680000
15.08.2022;2.880000;2.797959;25322006
16.08.2022;2.830000;2.778186;26122460
17.08.2022;2.790000;2.807846;14608463
18.08.2022;2.810000;2.768299;18845392
19.08.2022;2.800000;2.778186;12898000
22.08.2022;2.790000;2.778186;29855917
23.08.2022;2.800000;2.827619;23098018
24.08.2022;2.920000;2.906714;72953649
25.08.2022;2.940000;3.035242;50559944
26.08.2022;3.080000;3.035242;53354012
29.08.2022;3.030000;3.015468;26812012
30.08.2022;3.050000;2.946261;21706435
31.08.2022;2.940000;2.867167;48572453
01.09.2022;2.880000;2.837506;19991168
02.09.2022;2.860000;2.788072;34962025
05.09.2022;2.790000;2.807846;15768014
06.09.2022;2.840000;2.867167;17384337
07.09.2022;2.860000;3.055015;71832213
08.09.2022;3.110000;3.045129;40716126
09.09.2022;3.080000;3.213204;68627456
13.09.2022;3.290000;3.203317;63328244
14.09.2022;3.160000;3.134110;30873743
15.09.2022;3.150000;3.064902;30716867
16.09.2022;3.070000;2.936374;29656734
19.09.2022;2.970000;2.956148;28715284
20.09.2022;3.020000;2.966034;17637994
21.09.2022;3.010000;2.966034;14459850
22.09.2022;2.960000;2.946261;21449212
23.09.2022;2.930000;2.797959;38978972
26.09.2022;2.770000;2.679318;59682916
27.09.2022;2.700000;2.669431;30588137
28.09.2022;2.710000;2.501356;55177159
29.09.2022;2.560000;2.481582;22098016
30.09.2022;2.500000;2.540903;34921403
03.10.2022;2.570000;2.550790;11227593
05.10.2022;2.690000;2.669431;41142768
06.10.2022;2.700000;2.699091;20082369
07.10.2022;2.730000;2.629884;20636041
10.10.2022;2.680000;2.580450;24400395
11.10.2022;2.570000;2.560676;17347753
12.10.2022;2.530000;2.560676;26673118
13.10.2022;2.700000;2.531016;50684261
14.10.2022;2.640000;2.570563;41025538
17.10.2022;2.570000;2.570563;30827003
18.10.2022;2.610000;2.550790;22353906
19.10.2022;2.580000;2.540903;20516455
20.10.2022;2.540000;2.531016;36233845
21.10.2022;2.560000;2.540903;16207135
24.10.2022;2.570000;2.491469;38950031
25.10.2022;2.520000;2.501356;29101011
26.10.2022;2.500000;2.442035;67965565
27.10.2022;2.530000;2.402488;72103486
28.10.2022;2.390000;2.273960;74689969
31.10.2022;2.290000;2.214639;64368008
01.11.2022;2.240000;2.224526;42007000
02.11.2022;2.250000;2.254186;28134000
03.11.2022;2.270000;2.204752;25885830
04.11.2022;2.240000;2.382715;64352182
07.11.2022;2.410000;2.580450;100670308
08.11.2022;2.610000;2.619997;31846582
09.11.2022;2.690000;2.649657;33062368
10.11.2022;2.610000;2.580450;14134996
11.11.2022;2.750000;2.797959;59521123
14.11.2022;2.960000;2.966034;109179110
15.11.2022;3.000000;3.055015;44125817
16.11.2022;3.070000;3.055015;31553288
17.11.2022;3.070000;2.946261;50872497
18.11.2022;3.010000;2.966034;42118461
21.11.2022;3.000000;2.956148;16551316
22.11.2022;2.980000;2.995695;40758877
23.11.2022;3.040000;3.015468;24531090
24.11.2022;3.090000;3.084676;27742800
25.11.2022;3.120000;3.104450;19435500
28.11.2022;3.070000;3.064902;27063417
29.11.2022;3.100000;3.183544;57284618
30.11.2022;3.220000;3.232978;33679155
01.12.2022;3.410000;3.252751;43064364
02.12.2022;3.330000;3.252751;18790457
05.12.2022;3.380000;3.539468;86994774
06.12.2022;3.550000;3.509807;50672667
07.12.2022;3.510000;3.351619;41980843
08.12.2022;3.420000;3.401053;15700080
09.12.2022;3.440000;3.529581;25484000
12.12.2022;3.550000;3.440600;21288632
13.12.2022;3.480000;3.371392;12794506
14.12.2022;3.450000;3.410940;18880168
15.12.2022;3.450000;3.381279;16098079
16.12.2022;3.370000;3.371392;17420851
19.12.2022;3.410000;3.331845;11910189
20.12.2022;3.360000;3.252751;20865652
21.12.2022;3.290000;3.282411;12082000
22.12.2022;3.370000;3.252751;14941400
23.12.2022;3.260000;3.223091;13387290
28.12.2022;3.320000;3.401053;25911060
29.12.2022;3.410000;3.351619;11084900
30.12.2022;3.370000;3.282411;10882028
03.01.2023;3.290000;3.331845;23736078
04.01.2023;3.360000;3.321959;30677455
05.01.2023;3.400000;3.371392;26394586
06.01.2023;3.410000;3.391166;20952986
09.01.2023;3.480000;3.658109;63875435
10.01.2023;3.700000;3.717430;60742550
11.01.2023;3.820000;3.796524;48777237
12.01.2023;3.890000;3.806411;26625976
13.01.2023;3.880000;3.885505;29380880
16.01.2023;3.960000;3.845958;19952987
17.01.2023;3.890000;3.845958;23346032
18.01.2023;3.870000;3.885505;30368629
19.01.2023;3.910000;3.964600;24297151
20.01.2023;4.010000;4.033807;31439559
26.01.2023;4.110000;4.162335;74629451
27.01.2023;4.210000;4.221656;21619277
30.01.2023;4.220000;4.112901;39651827
31.01.2023;4.170000;4.122788;46682051
01.02.2023;4.220000;4.310637;53214137
02.02.2023;4.360000;4.310637;28013641
03.02.2023;4.330000;4.112901;44186048
06.02.2023;4.090000;3.954713;78971195
07.02.2023;4.050000;4.162335;61794971
08.02.2023;4.220000;4.182108;20778082
09.02.2023;4.220000;4.251316;15051868
10.02.2023;4.290000;4.103014;28781641
13.02.2023;4.110000;4.152448;21697865
14.02.2023;4.110000;4.142561;17703400
15.02.2023;4.200000;4.103014;17794025
16.02.2023;4.180000;3.954713;36771775
17.02.2023;4.020000;4.014033;11686945
20.02.2023;4.070000;4.320523;56888004
21.02.2023;4.370000;4.340297;38484124
22.02.2023;4.380000;4.340297;28508911
23.02.2023;4.390000;4.271090;23637367
24.02.2023;4.280000;4.103014;38552029
27.02.2023;4.150000;4.004147;16464715
28.02.2023;4.050000;3.954713;23258273
01.03.2023;4.100000;4.162335;23560315
02.03.2023;4.210000;4.191995;14880056
03.03.2023;4.240000;4.201882;14441913
06.03.2023;4.250000;4.231543;16224937
07.03.2023;4.310000;4.191995;16585814
08.03.2023;4.170000;4.122788;12178450
09.03.2023;4.150000;4.053580;16127749
10.03.2023;4.030000;3.895392;27136251
13.03.2023;3.970000;3.964600;25937610
14.03.2023;4.050000;3.954713;19627197
15.03.2023;4.000000;3.984373;15102687
16.03.2023;3.980000;3.776751;31250727
17.03.2023;3.880000;3.925052;27413616
20.03.2023;3.850000;3.944826;27943424
21.03.2023;3.990000;3.925052;17803060
22.03.2023;3.970000;3.806411;26490931
23.03.2023;3.850000;4.033807;31379729
24.03.2023;4.010000;3.944826;26710895
27.03.2023;3.970000;3.816298;20308000
28.03.2023;3.920000;3.865732;37122091
29.03.2023;4.000000;3.796524;17437343
30.03.2023;3.900000;3.806411;18559928
31.03.2023;3.930000;3.934939;28194690
03.04.2023;3.990000;3.885505;11736076
04.04.2023;3.960000;3.895392;23091321
06.04.2023;3.960000;3.934939;19003555
11.04.2023;4.040000;4.172222;46004625
12.04.2023;4.210000;4.280976;30346894
13.04.2023;4.230000;4.271090;24900993
14.04.2023;4.380000;4.547919;54731593
17.04.2023;4.560000;4.844523;65532532
18.04.2023;4.900000;4.755542;34633491
19.04.2023;4.850000;4.735768;22058365
20.04.2023;4.710000;4.636900;27041000
21.04.2023;4.650000;4.518260;12405272
24.04.2023;4.590000;4.478712;18365514
25.04.2023;4.530000;4.389731;16202506
26.04.2023;4.440000;4.458939;23292087
27.04.2023;4.510000;4.577580;26914728
28.04.2023;4.670000;4.587467;23627886
02.05.2023;4.620000;4.636900;10562589
03.05.2023;4.680000;4.617127;12419353
04.05.2023;4.630000;4.706108;15935782
05.05.2023;4.760000;4.725882;12801000
08.05.2023;4.780000;4.725882;16926312
09.05.2023;4.790000;4.676448;14337126
10.05.2023;4.730000;4.597353;14626129
11.05.2023;4.610000;4.330410;32206560
12.05.2023;4.330000;4.083241;41921600
15.05.2023;4.070000;4.023920;26314050
16.05.2023;4.070000;4.023920;18243553
17.05.2023;4.070000;3.974486;15420000
18.05.2023;4.090000;3.925052;23976168
19.05.2023;3.930000;3.826184;22265270
22.05.2023;3.850000;3.855845;12736479
23.05.2023;3.900000;3.747090;6988193
24.05.2023;3.790000;3.648222;22255806
