date;norsk_hydro_price;norsk_hydro_adj;norsk_hydro_volume
16.09.2022;64.459999;58.017349;7652309
19.09.2022;64.080002;57.551060;3351178
20.09.2022;64.739998;54.430500;4132751
21.09.2022;61.000000;55.799301;4640421
22.09.2022;60.000000;54.660164;3787568
23.09.2022;60.500000;51.830692;4493825
26.09.2022;54.779999;52.694233;5312587
27.09.2022;57.060001;52.767727;3027196
28.09.2022;55.000000;52.234905;6383356
29.09.2022;57.180000;53.355671;9397301
30.09.2022;58.240002;54.053848;5816091
03.10.2022;58.320000;55.578819;4776806
04.10.2022;61.619999;57.103794;5706980
05.10.2022;61.660000;56.313747;4100181
06.10.2022;62.240002;56.368866;4435163
07.10.2022;61.160000;55.505325;3352138
10.10.2022;60.000000;56.644463;3181701
11.10.2022;60.779999;53.925236;4661059
12.10.2022;58.759998;52.639114;3268889
13.10.2022;59.759998;56.185135;6115725
14.10.2022;61.880001;56.460732;4358990
17.10.2022;60.480000;56.074898;3452071
18.10.2022;61.000000;56.405613;4088904
19.10.2022;61.500000;55.303223;3832726
20.10.2022;59.500000;56.093269;5096980
21.10.2022;60.400002;56.791451;4423214
24.10.2022;62.480000;57.342644;3970880
25.10.2022;64.000000;59.382065;6842746
26.10.2022;64.720001;60.796799;4089505
27.10.2022;66.000000;62.138039;4854786
28.10.2022;64.540001;60.374218;6608733
31.10.2022;65.959999;60.613071;4639115
01.11.2022;66.900002;61.788952;4258736
02.11.2022;67.839996;60.796799;2746686
03.11.2022;64.199997;60.613071;3363694
04.11.2022;67.000000;63.736504;5651101
07.11.2022;69.800003;63.332298;4111123
08.11.2022;68.519997;63.185310;3928133
09.11.2022;69.000000;63.332298;2845995
10.11.2022;68.000000;64.067223;3796399
11.11.2022;70.260002;68.421669;6150284
14.11.2022;73.940002;67.594872;2792612
15.11.2022;73.879997;67.300903;2915221
16.11.2022;73.580002;65.647316;3007720
17.11.2022;71.099998;64.655159;3237090
18.11.2022;71.519997;65.426834;2642659
21.11.2022;69.599998;64.875641;3128407
22.11.2022;70.599998;66.804825;2701402
23.11.2022;73.540001;67.190659;2934336
24.11.2022;73.879997;67.962334;2784978
25.11.2022;73.980003;67.153915;3022614
28.11.2022;72.000000;65.996399;3237911
29.11.2022;72.019997;67.135544;3898261
30.11.2022;73.120003;66.676216;9517394
01.12.2022;73.519997;67.209038;3139118
02.12.2022;73.139999;66.602722;2758070
05.12.2022;73.000000;68.366539;3159315
06.12.2022;74.199997;68.752373;3528314
07.12.2022;74.260002;67.613243;3198350
08.12.2022;73.720001;68.587021;3970905
09.12.2022;75.000000;68.587021;3383611
12.12.2022;74.180000;67.723480;4683860
13.12.2022;74.199997;67.723480;5610021
14.12.2022;73.339996;64.544930;7272525
15.12.2022;67.000000;63.975357;5948052
16.12.2022;69.239998;63.479279;6103852
19.12.2022;69.300003;64.306076;4017624
20.12.2022;70.139999;65.518700;5257135
21.12.2022;71.879997;66.510857;4890766
22.12.2022;72.480003;65.996399;3669936
23.12.2022;72.139999;67.190659;2395517
27.12.2022;73.620003;66.584351;1748166
28.12.2022;72.940002;66.896690;2155116
29.12.2022;72.680000;67.356018;2155765
30.12.2022;73.000000;67.356018;1876620
02.01.2023;73.739998;67.319275;1244820
03.01.2023;73.900002;65.904533;3010547
04.01.2023;72.239998;62.523876;7057774
05.01.2023;68.199997;65.132866;4574883
06.01.2023;71.000000;66.418991;2548594
09.01.2023;73.720001;69.358696;5514881
10.01.2023;73.699997;68.954483;3947247
11.01.2023;75.099998;69.230080;3904377
12.01.2023;76.000000;69.340324;5308212
13.01.2023;75.720001;70.314102;2525342
16.01.2023;76.900002;71.545097;2539364
17.01.2023;77.879997;73.511024;5716008
18.01.2023;80.320000;76.340492;6183684
19.01.2023;80.980003;73.382416;6535584
20.01.2023;81.519997;73.731506;3699695
23.01.2023;80.879997;75.127869;2142107
24.01.2023;82.320000;73.676384;3280992
25.01.2023;80.459999;74.613419;3364054
26.01.2023;82.000000;73.547775;4042895
27.01.2023;80.300003;74.539925;3447213
30.01.2023;80.580002;74.209206;2442501
31.01.2023;80.300003;73.804993;4906670
01.02.2023;80.760002;74.227585;4862983
02.02.2023;81.180000;73.676384;5305261
03.02.2023;79.820000;74.043846;4670167
06.02.2023;80.699997;74.190842;4671543
07.02.2023;81.500000;75.568825;5161682
08.02.2023;82.720001;75.532082;3510194
09.02.2023;81.760002;73.841743;4461001
10.02.2023;79.500000;73.492653;5221749
13.02.2023;78.839996;72.316772;5047488
14.02.2023;76.260002;70.552956;7143627
15.02.2023;77.000000;69.083092;4212152
16.02.2023;76.000000;70.975533;3821319
17.02.2023;77.000000;71.067398;3996527
20.02.2023;78.199997;74.337822;4271417
21.02.2023;80.019997;74.356194;3507642
22.02.2023;80.120003;71.508354;5330644
23.02.2023;78.260002;71.710457;3878778
24.02.2023;77.680000;68.146065;6265845
27.02.2023;73.339996;69.083092;3693220
28.02.2023;74.839996;69.505684;7345379
01.03.2023;77.339996;72.445389;5283799
02.03.2023;79.440002;72.849594;3853837
03.03.2023;79.500000;75.256477;4579073
06.03.2023;81.779999;73.768257;3477812
07.03.2023;80.260002;73.180313;5893681
08.03.2023;79.160004;72.923088;5416405
09.03.2023;79.900002;71.379738;2989430
10.03.2023;76.300003;69.836395;3017122
13.03.2023;77.339996;68.899368;4848752
14.03.2023;74.320000;69.946632;4314961
15.03.2023;75.879997;66.529228;4056825
16.03.2023;72.760002;65.500336;5554003
17.03.2023;72.959999;65.500336;11703074
20.03.2023;71.180000;67.080421;4285678
21.03.2023;73.500000;67.594872;3431627
22.03.2023;73.980003;67.796974;2748849
23.03.2023;73.379997;67.153915;3355912
24.03.2023;73.279999;65.812675;4373219
27.03.2023;72.400002;67.613243;3534640
28.03.2023;74.559998;69.230080;2897224
29.03.2023;75.739998;69.524055;2621499
30.03.2023;76.940002;71.416489;3840498
31.03.2023;78.139999;71.471611;3447226
03.04.2023;78.639999;72.114670;2414355
04.04.2023;79.059998;71.085770;3211236
05.04.2023;77.519997;69.634293;2204369
11.04.2023;75.779999;72.206535;4858180
12.04.2023;78.620003;72.335144;2925076
13.04.2023;78.500000;73.455910;2719357
14.04.2023;80.500000;73.731506;1705134
17.04.2023;80.040001;73.088448;2068726
18.04.2023;80.360001;74.705284;2771811
19.04.2023;80.940002;74.558304;2555656
20.04.2023;80.400002;75.274857;4560689
21.04.2023;81.199997;73.621269;4153089
24.04.2023;79.620003;74.429688;2798924
25.04.2023;80.300003;71.783951;3417801
26.04.2023;77.519997;72.757729;3214008
27.04.2023;81.000000;73.970352;5188788
28.04.2023;77.000000;71.857445;9701104
02.05.2023;78.000000;70.332466;3749223
03.05.2023;77.099998;70.479462;3712850
04.05.2023;76.180000;68.844246;4415348
05.05.2023;75.040001;67.209038;4952774
08.05.2023;73.980003;68.972862;3616234
09.05.2023;75.400002;68.311424;3362633
10.05.2023;75.260002;63.809998;4534576
11.05.2023;70.239998;68.120003;3899790
12.05.2023;68.440002;68.699997;3226156
15.05.2023;69.000000;69.120003;2857458
16.05.2023;68.860001;69.040001;3337828
19.05.2023;70.000000;69.320000;3808542
22.05.2023;69.379997;69.620003;2941592
23.05.2023;69.059998;68.639999;3265796
24.05.2023;68.000000;67.400002;4738063
25.05.2023;67.019997;68.279999;3719953
26.05.2023;69.080002;69.639999;2970552
30.05.2023;69.639999;68.919998;2906327
31.05.2023;67.660004;67.080002;7567417
01.06.2023;67.779999;66.720001;2029435
02.06.2023;67.599998;69.839996;3631998
05.06.2023;69.699997;68.800003;2422751
06.06.2023;68.980003;68.000000;3901633
07.06.2023;68.080002;69.019997;2924565
08.06.2023;69.099998;69.400002;2275657
09.06.2023;69.500000;69.599998;2675066
12.06.2023;69.279999;69.440002;2318350
13.06.2023;69.599998;72.180000;6439870
14.06.2023;72.239998;73.419998;4541154
15.06.2023;72.800003;72.279999;3310267
16.06.2023;72.879997;72.160004;6238719
19.06.2023;71.660004;68.779999;6100587
20.06.2023;68.300003;67.620003;3599839
21.06.2023;67.000000;65.599998;5253012
22.06.2023;65.459999;64.680000;4054267
23.06.2023;64.019997;62.320000;3489178
26.06.2023;62.299999;63.400002;4237691
27.06.2023;63.900002;63.279999;3299006
28.06.2023;63.180000;63.799999;3602293
29.06.2023;63.560001;64.019997;2077534
30.06.2023;64.480003;63.799999;5031087
03.07.2023;64.360001;64.559998;2161777
04.07.2023;64.720001;65.120003;1337300
05.07.2023;64.480003;64.320000;2702469
06.07.2023;63.419998;62.619999;2579980
07.07.2023;62.500000;62.840000;2972355
10.07.2023;62.599998;63.580002;2154980
11.07.2023;63.860001;63.860001;2911464
12.07.2023;64.080002;66.099998;2924681
13.07.2023;66.080002;66.599998;3459904
14.07.2023;66.760002;65.800003;2072945
17.07.2023;64.739998;65.019997;1746461
18.07.2023;64.739998;64.260002;2982288
19.07.2023;63.639999;62.599998;4519231
20.07.2023;63.220001;63.860001;4432269
21.07.2023;62.660000;62.480000;4821283
24.07.2023;62.119999;62.299999;3742671
25.07.2023;63.520000;65.559998;4363478
26.07.2023;64.839996;63.860001;2924711
27.07.2023;63.599998;64.339996;2692620
28.07.2023;64.320000;65.239998;2765292
31.07.2023;65.739998;66.400002;3119539
01.08.2023;66.260002;66.320000;1940774
02.08.2023;65.360001;65.320000;2989349
03.08.2023;64.599998;65.300003;2862184
04.08.2023;65.660004;65.120003;1789872
07.08.2023;65.120003;64.160004;1571253
08.08.2023;63.500000;63.220001;4142654
09.08.2023;63.900002;64.500000;3780604
10.08.2023;64.519997;64.580002;2017630
11.08.2023;64.320000;64.260002;2488581
14.08.2023;64.059998;62.740002;2217629
15.08.2023;62.939999;62.060001;2136610
16.08.2023;61.860001;61.980000;1694434
17.08.2023;61.840000;61.700001;2919792
18.08.2023;61.240002;59.220001;5676136
21.08.2023;59.580002;59.180000;2140363
22.08.2023;59.480000;59.619999;2683476
23.08.2023;60.139999;58.900002;3316452
24.08.2023;59.599998;57.900002;2504921
25.08.2023;58.099998;58.040001;2195900
28.08.2023;58.340000;58.220001;1770023
29.08.2023;58.439999;59.320000;3159793
30.08.2023;59.599998;59.020000;2452083
31.08.2023;58.720001;59.099998;7338094
01.09.2023;59.759998;61.419998;3428807
04.09.2023;62.220001;62.540001;2910782
05.09.2023;62.139999;62.320000;2494022
06.09.2023;62.419998;62.020000;1853125
07.09.2023;62.220001;59.660000;2824767
08.09.2023;59.500000;58.779999;2918197
11.09.2023;59.759998;60.900002;3510389
12.09.2023;60.900002;61.400002;4482321
13.09.2023;61.259998;61.000000;3678128
14.09.2023;61.560001;62.419998;4724133
15.09.2023;63.040001;63.020000;9025535
18.09.2023;62.520000;61.939999;2233903
19.09.2023;61.520000;61.680000;2228474
20.09.2023;61.880001;63.759998;5305871
21.09.2023;63.299999;61.840000;3850594
22.09.2023;61.980000;62.580002;2708031
25.09.2023;61.820000;62.799999;2398544
26.09.2023;62.419998;63.660000;3840781
27.09.2023;63.720001;64.800003;3931397
28.09.2023;65.099998;65.500000;3592939
29.09.2023;66.000000;67.199997;6450121
02.10.2023;67.559998;65.860001;4997940
03.10.2023;65.300003;63.560001;6065031
04.10.2023;63.240002;62.180000;4826300
05.10.2023;62.099998;62.419998;3792878
06.10.2023;61.900002;61.099998;5047982
09.10.2023;60.660000;60.840000;2866756
10.10.2023;60.840000;62.220001;3808989
11.10.2023;61.759998;62.240002;2809556
12.10.2023;62.240002;62.119999;2338824
13.10.2023;62.200001;61.340000;3238656
16.10.2023;61.520000;62.340000;2050263
17.10.2023;61.880001;61.619999;3302098
18.10.2023;61.340000;60.500000;2656566
19.10.2023;60.160000;59.320000;3818005
20.10.2023;59.000000;58.020000;3598673
23.10.2023;57.560001;56.759998;4414974
24.10.2023;57.520000;59.680000;4924944
25.10.2023;59.500000;59.939999;3028721
26.10.2023;58.980000;60.939999;4076004
27.10.2023;61.340000;60.660000;3637597
30.10.2023;60.200001;62.320000;3636828
