"Date","Price","Open","High","Low","Vol.","Change %"
"12/14/2022","11,063.44","11,063.44","11,063.44","11,063.44","","0.39%"
"12/13/2022","11,020.68","11,020.68","11,020.68","11,020.68","","-0.29%"
"12/12/2022","11,052.76","11,052.76","11,052.76","11,052.76","","-1.40%"
"12/09/2022","11,210.12","11,210.12","11,210.12","11,210.12","","1.03%"
"12/08/2022","11,095.63","11,095.63","11,095.63","11,095.63","","0.12%"
"12/07/2022","11,082.58","11,082.58","11,082.58","11,082.58","","-0.09%"
"12/06/2022","11,092.97","11,092.97","11,092.97","11,092.97","","0.03%"
"12/05/2022","11,089.84","11,089.84","11,089.84","11,089.84","","3.00%"
"12/02/2022","10,766.75","10,766.75","10,766.75","10,766.75","","-0.48%"
"12/01/2022","10,818.18","10,818.18","10,818.18","10,818.18","","2.26%"
"11/30/2022","10,579.07","10,579.07","10,579.07","10,579.07","","0.49%"
"11/29/2022","10,527.21","10,527.21","10,527.21","10,527.21","","3.08%"
"11/28/2022","10,212.98","10,212.98","10,212.98","10,212.98","","-1.48%"
"11/25/2022","10,366.33","10,366.33","10,366.33","10,366.33","","-0.09%"
"11/24/2022","10,375.45","10,375.45","10,375.45","10,375.45","","-0.18%"
"11/23/2022","10,394.16","10,394.16","10,394.16","10,394.16","","0.35%"
"11/22/2022","10,357.47","10,357.47","10,357.47","10,357.47","","-0.16%"
"11/21/2022","10,373.58","10,373.58","10,373.58","10,373.58","","-1.15%"
"11/18/2022","10,493.85","10,493.85","10,493.85","10,493.85","","-0.40%"
"11/17/2022","10,536.47","10,536.47","10,536.47","10,536.47","","-1.18%"
"11/16/2022","10,662.34","10,662.34","10,662.34","10,662.34","","-1.20%"
"11/15/2022","10,791.42","10,791.42","10,791.42","10,791.42","","1.91%"
"11/14/2022","10,588.79","10,588.79","10,588.79","10,588.79","","0.45%"
"11/11/2022","10,541.84","10,541.84","10,541.84","10,541.84","","4.43%"
"11/10/2022","10,094.98","10,094.98","10,094.98","10,094.98","","-0.72%"
"11/09/2022","10,167.91","10,167.91","10,167.91","10,167.91","","-0.98%"
"11/08/2022","10,268.07","10,268.07","10,268.07","10,268.07","","-0.85%"
"11/07/2022","10,355.59","10,355.59","10,355.59","10,355.59","","0.50%"
"11/04/2022","10,303.91","10,303.91","10,303.91","10,303.91","","3.98%"
"11/03/2022","9,909.73","9,909.73","9,909.73","9,909.73","","-0.98%"
"11/02/2022","10,008.02","10,008.02","10,008.02","10,008.02","","1.41%"
"11/01/2022","9,868.62","9,868.62","9,868.62","9,868.62","","3.42%"
"10/31/2022","9,542.67","9,542.67","9,542.67","9,542.67","","-1.47%"
"10/28/2022","9,685.14","9,685.14","9,685.14","9,685.14","","-2.78%"
"10/27/2022","9,962.13","9,962.13","9,962.13","9,962.13","","-0.33%"
"10/26/2022","9,994.81","9,994.81","9,994.81","9,994.81","","1.47%"
"10/25/2022","9,849.72","9,849.72","9,849.72","9,849.72","","-0.82%"
"10/24/2022","9,931.53","9,931.53","9,931.53","9,931.53","","-2.69%"
"10/21/2022","10,206.18","10,206.18","10,206.18","10,206.18","","-0.43%"
"10/20/2022","10,250.35","10,250.35","10,250.35","10,250.35","","-0.61%"
"10/19/2022","10,313.16","10,313.16","10,313.16","10,313.16","","-1.89%"
"10/18/2022","10,511.54","10,511.54","10,511.54","10,511.54","","0.11%"
"10/17/2022","10,499.58","10,499.58","10,499.58","10,499.58","","-0.38%"
"10/14/2022","10,539.19","10,539.19","10,539.19","10,539.19","","2.60%"
"10/13/2022","10,272.21","10,272.21","10,272.21","10,272.21","","-0.97%"
"10/12/2022","10,373.24","10,373.24","10,373.24","10,373.24","","1.87%"
"10/11/2022","10,182.34","10,182.34","10,182.34","10,182.34","","-0.65%"
"10/10/2022","10,249.03","10,249.03","10,249.03","10,249.03","","-2.52%"
"09/30/2022","10,513.68","10,513.68","10,513.68","10,513.68","","0.74%"
"09/29/2022","10,436.14","10,436.14","10,436.14","10,436.14","","0.50%"
"09/28/2022","10,384.10","10,384.10","10,384.10","10,384.10","","-2.78%"
"09/27/2022","10,681.30","10,681.30","10,681.30","10,681.30","","1.54%"
"09/26/2022","10,519.68","10,519.68","10,519.68","10,519.68","","-1.31%"
"09/23/2022","10,659.58","10,659.58","10,659.58","10,659.58","","-0.67%"
"09/22/2022","10,731.95","10,731.95","10,731.95","10,731.95","","-1.15%"
"09/21/2022","10,856.29","10,856.29","10,856.29","10,856.29","","-1.15%"
"09/20/2022","10,982.69","10,982.69","10,982.69","10,982.69","","0.34%"
"09/19/2022","10,945.05","10,945.05","10,945.05","10,945.05","","-0.11%"
"09/16/2022","10,957.13","10,957.13","10,957.13","10,957.13","","-2.98%"
"09/15/2022","11,294.11","11,294.11","11,294.11","11,294.11","","-1.39%"
"09/14/2022","11,453.20","11,453.20","11,453.20","11,453.20","","-1.66%"
"09/13/2022","11,646.14","11,646.14","11,646.14","11,646.14","","0.40%"
"09/09/2022","11,600.20","11,600.20","11,600.20","11,600.20","","1.48%"
"09/08/2022","11,430.72","11,430.72","11,430.72","11,430.72","","-0.24%"
"09/07/2022","11,457.66","11,457.66","11,457.66","11,457.66","","-0.25%"
"09/06/2022","11,486.78","11,486.78","11,486.78","11,486.78","","1.11%"
"09/05/2022","11,360.54","11,360.54","11,360.54","11,360.54","","-0.36%"
"09/02/2022","11,401.96","11,401.96","11,401.96","11,401.96","","-0.43%"
"09/01/2022","11,450.66","11,450.66","11,450.66","11,450.66","","-0.92%"
"08/31/2022","11,557.42","11,557.42","11,557.42","11,557.42","","-0.26%"
"08/30/2022","11,587.10","11,587.10","11,587.10","11,587.10","","-0.40%"
"08/29/2022","11,633.64","11,633.64","11,633.64","11,633.64","","-1.04%"
"08/26/2022","11,756.35","11,756.35","11,756.35","11,756.35","","-0.52%"
"08/25/2022","11,817.90","11,817.90","11,817.90","11,817.90","","1.00%"
"08/24/2022","11,700.45","11,700.45","11,700.45","11,700.45","","-1.99%"
"08/23/2022","11,937.74","11,937.74","11,937.74","11,937.74","","-0.81%"
"08/22/2022","12,034.86","12,034.86","12,034.86","12,034.86","","0.59%"
"08/19/2022","11,964.66","11,964.66","11,964.66","11,964.66","","-0.93%"
"08/18/2022","12,076.90","12,076.90","12,076.90","12,076.90","","-1.01%"
"08/17/2022","12,200.13","12,200.13","12,200.13","12,200.13","","1.04%"
"08/16/2022","12,075.11","12,075.11","12,075.11","12,075.11","","-0.47%"
"08/15/2022","12,132.05","12,132.05","12,132.05","12,132.05","","-0.26%"
"08/12/2022","12,163.38","12,163.38","12,163.38","12,163.38","","-0.11%"
"08/11/2022","12,176.60","12,176.60","12,176.60","12,176.60","","2.19%"
"08/10/2022","11,915.46","11,915.46","11,915.46","11,915.46","","-1.06%"
"08/09/2022","12,043.11","12,043.11","12,043.11","12,043.11","","0.45%"
"08/08/2022","11,989.51","11,989.51","11,989.51","11,989.51","","-0.21%"
"08/05/2022","12,014.27","12,014.27","12,014.27","12,014.27","","1.48%"
"08/04/2022","11,839.58","11,839.58","11,839.58","11,839.58","","0.80%"
"08/03/2022","11,745.55","11,745.55","11,745.55","11,745.55","","-0.88%"
"08/02/2022","11,849.31","11,849.31","11,849.31","11,849.31","","-2.15%"
"08/01/2022","12,109.67","12,109.67","12,109.67","12,109.67","","0.38%"
"07/29/2022","12,063.75","12,063.75","12,063.75","12,063.75","","-1.15%"
"07/28/2022","12,203.86","12,203.86","12,203.86","12,203.86","","0.30%"
"07/27/2022","12,167.09","12,167.09","12,167.09","12,167.09","","-0.40%"
"07/26/2022","12,215.71","12,215.71","12,215.71","12,215.71","","0.83%"
"07/25/2022","12,115.42","12,115.42","12,115.42","12,115.42","","-0.54%"
"07/22/2022","12,181.49","12,181.49","12,181.49","12,181.49","","-0.16%"
"07/21/2022","12,201.38","12,201.38","12,201.38","12,201.38","","-1.27%"
"07/20/2022","12,358.74","12,358.74","12,358.74","12,358.74","","0.48%"
"07/19/2022","12,299.53","12,299.53","12,299.53","12,299.53","","-0.44%"
"07/18/2022","12,354.46","12,354.46","12,354.46","12,354.46","","1.33%"
"07/15/2022","12,192.78","12,192.78","12,192.78","12,192.78","","-1.91%"
"07/14/2022","12,430.04","12,430.04","12,430.04","12,430.04","","-0.01%"
"07/13/2022","12,431.26","12,431.26","12,431.26","12,431.26","","0.46%"
"07/12/2022","12,374.73","12,374.73","12,374.73","12,374.73","","-1.27%"
"07/11/2022","12,534.28","12,534.28","12,534.28","12,534.28","","-1.80%"
"07/08/2022","12,764.19","12,764.19","12,764.19","12,764.19","","-0.47%"
"07/07/2022","12,824.39","12,824.39","12,824.39","12,824.39","","0.48%"
"07/06/2022","12,763.07","12,763.07","12,763.07","12,763.07","","-1.63%"
"07/05/2022","12,974.17","12,974.17","12,974.17","12,974.17","","-0.04%"
"07/04/2022","12,979.98","12,979.98","12,979.98","12,979.98","","1.04%"
"07/01/2022","12,846.41","12,846.41","12,846.41","12,846.41","","-0.51%"
"06/30/2022","12,912.45","12,912.45","12,912.45","12,912.45","","1.75%"
"06/29/2022","12,690.95","12,690.95","12,690.95","12,690.95","","-2.11%"
"06/28/2022","12,964.13","12,964.13","12,964.13","12,964.13","","1.13%"
"06/27/2022","12,819.34","12,819.34","12,819.34","12,819.34","","1.31%"
"06/24/2022","12,653.83","12,653.83","12,653.83","12,653.83","","1.24%"
"06/23/2022","12,498.38","12,498.38","12,498.38","12,498.38","","2.08%"
"06/22/2022","12,244.28","12,244.28","12,244.28","12,244.28","","-1.54%"
"06/21/2022","12,436.33","12,436.33","12,436.33","12,436.33","","-0.62%"
"06/20/2022","12,513.84","12,513.84","12,513.84","12,513.84","","0.72%"
"06/17/2022","12,424.76","12,424.76","12,424.76","12,424.76","","1.59%"
"06/16/2022","12,229.93","12,229.93","12,229.93","12,229.93","","-0.34%"
"06/15/2022","12,271.80","12,271.80","12,271.80","12,271.80","","1.16%"
"06/14/2022","12,131.30","12,131.30","12,131.30","12,131.30","","0.97%"
"06/13/2022","12,014.55","12,014.55","12,014.55","12,014.55","","-1.77%"
"06/10/2022","12,231.00","12,231.00","12,231.00","12,231.00","","1.65%"
"06/09/2022","12,032.95","12,032.95","12,032.95","12,032.95","","-1.25%"
"06/08/2022","12,184.85","12,184.85","12,184.85","12,184.85","","0.79%"
"06/07/2022","12,089.57","12,089.57","12,089.57","12,089.57","","0.02%"
"06/06/2022","12,086.58","12,086.58","12,086.58","12,086.58","","2.52%"
"06/02/2022","11,789.71","11,789.71","11,789.71","11,789.71","","0.65%"
"06/01/2022","11,714.10","11,714.10","11,714.10","11,714.10","","-0.59%"
"05/31/2022","11,783.53","11,783.53","11,783.53","11,783.53","","1.55%"
"05/30/2022","11,603.48","11,603.48","11,603.48","11,603.48","","2.05%"
"05/27/2022","11,369.99","11,369.99","11,369.99","11,369.99","","0.12%"
"05/26/2022","11,356.70","11,356.70","11,356.70","11,356.70","","-0.64%"
"05/25/2022","11,429.28","11,429.28","11,429.28","11,429.28","","0.79%"
"05/24/2022","11,339.81","11,339.81","11,339.81","11,339.81","","-2.84%"
"05/23/2022","11,671.62","11,671.62","11,671.62","11,671.62","","-0.08%"
"05/20/2022","11,681.45","11,681.45","11,681.45","11,681.45","","3.19%"
"05/19/2022","11,319.88","11,319.88","11,319.88","11,319.88","","0.17%"
"05/18/2022","11,300.29","11,300.29","11,300.29","11,300.29","","-0.12%"
"05/17/2022","11,313.67","11,313.67","11,313.67","11,313.67","","1.96%"
"05/16/2022","11,096.38","11,096.38","11,096.38","11,096.38","","-0.64%"
"05/13/2022","11,167.52","11,167.52","11,167.52","11,167.52","","0.21%"
"05/12/2022","11,144.35","11,144.35","11,144.35","11,144.35","","-0.97%"
"05/11/2022","11,253.08","11,253.08","11,253.08","11,253.08","","1.39%"
"05/10/2022","11,099.05","11,099.05","11,099.05","11,099.05","","1.50%"
"05/09/2022","10,935.46","10,935.46","10,935.46","10,935.46","","-1.20%"
"05/06/2022","11,068.07","11,068.07","11,068.07","11,068.07","","-3.47%"
"05/05/2022","11,466.30","11,466.30","11,466.30","11,466.30","","-0.32%"
"04/29/2022","11,502.67","11,502.67","11,502.67","11,502.67","","2.86%"
"04/28/2022","11,182.72","11,182.72","11,182.72","11,182.72","","-0.20%"
"04/27/2022","11,205.52","11,205.52","11,205.52","11,205.52","","3.41%"
"04/26/2022","10,835.87","10,835.87","10,835.87","10,835.87","","-1.06%"
"04/25/2022","10,952.38","10,952.38","10,952.38","10,952.38","","-6.51%"
"04/22/2022","11,715.25","11,715.25","11,715.25","11,715.25","","-0.09%"
"04/21/2022","11,725.53","11,725.53","11,725.53","11,725.53","","-2.69%"
"04/20/2022","12,049.73","12,049.73","12,049.73","12,049.73","","-2.31%"
"04/19/2022","12,334.06","12,334.06","12,334.06","12,334.06","","-0.66%"
"04/18/2022","12,415.81","12,415.81","12,415.81","12,415.81","","-0.41%"
"04/15/2022","12,466.84","12,466.84","12,466.84","12,466.84","","-0.28%"
"04/14/2022","12,501.46","12,501.46","12,501.46","12,501.46","","1.31%"
"04/13/2022","12,339.47","12,339.47","12,339.47","12,339.47","","-0.92%"
"04/12/2022","12,453.69","12,453.69","12,453.69","12,453.69","","1.89%"
"04/11/2022","12,222.18","12,222.18","12,222.18","12,222.18","","-3.49%"
"04/08/2022","12,664.65","12,664.65","12,664.65","12,664.65","","0.33%"
"04/07/2022","12,623.11","12,623.11","12,623.11","12,623.11","","-1.25%"
"04/06/2022","12,783.28","12,783.28","12,783.28","12,783.28","","-0.80%"
"04/01/2022","12,886.36","12,886.36","12,886.36","12,886.36","","0.95%"
"03/31/2022","12,764.99","12,764.99","12,764.99","12,764.99","","-0.79%"
"03/30/2022","12,866.68","12,866.68","12,866.68","12,866.68","","3.07%"
"03/29/2022","12,483.83","12,483.83","12,483.83","12,483.83","","-0.37%"
"03/28/2022","12,529.75","12,529.75","12,529.75","12,529.75","","-0.82%"
"03/25/2022","12,633.28","12,633.28","12,633.28","12,633.28","","-1.80%"
"03/24/2022","12,865.26","12,865.26","12,865.26","12,865.26","","-0.53%"
"03/23/2022","12,933.86","12,933.86","12,933.86","12,933.86","","0.38%"
"03/22/2022","12,885.17","12,885.17","12,885.17","12,885.17","","-0.14%"
"03/21/2022","12,903.79","12,903.79","12,903.79","12,903.79","","-0.21%"
"03/18/2022","12,931.13","12,931.13","12,931.13","12,931.13","","0.74%"
"03/17/2022","12,836.26","12,836.26","12,836.26","12,836.26","","1.75%"
"03/16/2022","12,615.27","12,615.27","12,615.27","12,615.27","","4.79%"
"03/15/2022","12,038.90","12,038.90","12,038.90","12,038.90","","-4.94%"
"03/14/2022","12,664.43","12,664.43","12,664.43","12,664.43","","-3.49%"
"03/11/2022","13,122.28","13,122.28","13,122.28","13,122.28","","0.36%"
"03/10/2022","13,075.75","13,075.75","13,075.75","13,075.75","","1.75%"
"03/09/2022","12,850.46","12,850.46","12,850.46","12,850.46","","-0.99%"
"03/08/2022","12,979.12","12,979.12","12,979.12","12,979.12","","-2.22%"
"03/07/2022","13,274.44","13,274.44","13,274.44","13,274.44","","-3.05%"
"03/04/2022","13,692.30","13,692.30","13,692.30","13,692.30","","-1.36%"
"03/03/2022","13,881.27","13,881.27","13,881.27","13,881.27","","-0.84%"
"03/02/2022","13,999.52","13,999.52","13,999.52","13,999.52","","-0.85%"
"03/01/2022","14,120.14","14,120.14","14,120.14","14,120.14","","0.60%"
"02/28/2022","14,035.75","14,035.75","14,035.75","14,035.75","","0.36%"
"02/25/2022","13,985.95","13,985.95","13,985.95","13,985.95","","1.04%"
"02/24/2022","13,841.31","13,841.31","13,841.31","13,841.31","","-1.77%"
"02/23/2022","14,091.41","14,091.41","14,091.41","14,091.41","","1.62%"
"02/22/2022","13,866.14","13,866.14","13,866.14","13,866.14","","-1.19%"
"02/21/2022","14,033.65","14,033.65","14,033.65","14,033.65","","-0.33%"
"02/18/2022","14,080.50","14,080.50","14,080.50","14,080.50","","0.45%"
"02/17/2022","14,017.50","14,017.50","14,017.50","14,017.50","","0.43%"
"02/16/2022","13,957.21","13,957.21","13,957.21","13,957.21","","0.62%"
"02/15/2022","13,871.45","13,871.45","13,871.45","13,871.45","","1.39%"
"02/14/2022","13,681.15","13,681.15","13,681.15","13,681.15","","-0.93%"
"02/11/2022","13,809.65","13,809.65","13,809.65","13,809.65","","-0.95%"
"02/10/2022","13,941.69","13,941.69","13,941.69","13,941.69","","-0.22%"
"02/09/2022","13,971.83","13,971.83","13,971.83","13,971.83","","1.05%"
"02/08/2022","13,827.24","13,827.24","13,827.24","13,827.24","","-0.56%"
"02/07/2022","13,905.57","13,905.57","13,905.57","13,905.57","","1.54%"
"01/28/2022","13,694.45","13,694.45","13,694.45","13,694.45","","-1.34%"
"01/27/2022","13,880.13","13,880.13","13,880.13","13,880.13","","-2.44%"
"01/26/2022","14,226.73","14,226.73","14,226.73","14,226.73","","0.89%"
"01/25/2022","14,101.92","14,101.92","14,101.92","14,101.92","","-2.35%"
"01/24/2022","14,441.08","14,441.08","14,441.08","14,441.08","","0.47%"
"01/21/2022","14,373.00","14,373.00","14,373.00","14,373.00","","-0.71%"
"01/20/2022","14,475.50","14,475.50","14,475.50","14,475.50","","0.53%"
"01/19/2022","14,398.57","14,398.57","14,398.57","14,398.57","","-0.99%"
"01/18/2022","14,542.44","14,542.44","14,542.44","14,542.44","","0.86%"
"01/17/2022","14,418.03","14,418.03","14,418.03","14,418.03","","0.99%"
"01/14/2022","14,276.77","14,276.77","14,276.77","14,276.77","","-0.43%"
"01/13/2022","14,337.99","14,337.99","14,337.99","14,337.99","","-1.71%"
"01/12/2022","14,588.14","14,588.14","14,588.14","14,588.14","","1.29%"
"01/11/2022","14,402.32","14,402.32","14,402.32","14,402.32","","-1.04%"
"01/10/2022","14,554.41","14,554.41","14,554.41","14,554.41","","0.40%"
"01/07/2022","14,496.77","14,496.77","14,496.77","14,496.77","","-0.21%"
"01/06/2022","14,527.63","14,527.63","14,527.63","14,527.63","","-0.86%"
"01/05/2022","14,653.55","14,653.55","14,653.55","14,653.55","","-1.22%"
"01/04/2022","14,834.64","14,834.64","14,834.64","14,834.64","","-0.85%"
"12/31/2021","14,961.34","14,961.34","14,961.34","14,961.34","","0.42%"
"12/30/2021","14,898.63","14,898.63","14,898.63","14,898.63","","0.82%"
"12/29/2021","14,777.72","14,777.72","14,777.72","14,777.72","","-0.52%"
"12/27/2021","14,855.58","14,855.58","14,855.58","14,855.58","","-0.19%"
"12/24/2021","14,883.63","14,883.63","14,883.63","14,883.63","","-0.88%"
"12/23/2021","15,015.51","15,015.51","15,015.51","15,015.51","","0.62%"
"12/22/2021","14,922.39","14,922.39","14,922.39","14,922.39","","0.07%"
"12/21/2021","14,911.64","14,911.64","14,911.64","14,911.64","","0.79%"
"12/20/2021","14,795.30","14,795.30","14,795.30","14,795.30","","-1.77%"
"12/17/2021","15,062.13","15,062.13","15,062.13","15,062.13","","-1.64%"
"12/16/2021","15,313.11","15,313.11","15,313.11","15,313.11","","0.57%"
"12/15/2021","15,227.03","15,227.03","15,227.03","15,227.03","","-0.74%"
"12/14/2021","15,340.47","15,340.47","15,340.47","15,340.47","","-0.73%"
"12/13/2021","15,453.91","15,453.91","15,453.91","15,453.91","","0.37%"
"12/10/2021","15,396.57","15,396.57","15,396.57","15,396.57","","-0.50%"
"12/09/2021","15,473.19","15,473.19","15,473.19","15,473.19","","1.46%"
"12/08/2021","15,251.21","15,251.21","15,251.21","15,251.21","","1.75%"
"12/07/2021","14,989.36","14,989.36","14,989.36","14,989.36","","0.15%"
"12/06/2021","14,967.00","14,967.00","14,967.00","14,967.00","","-0.43%"
"12/03/2021","15,031.96","15,031.96","15,031.96","15,031.96","","0.99%"
"12/02/2021","14,884.60","14,884.60","14,884.60","14,884.60","","0.01%"
"12/01/2021","14,882.85","14,882.85","14,882.85","14,882.85","","0.18%"
"11/30/2021","14,856.29","14,856.29","14,856.29","14,856.29","","-0.05%"
"11/29/2021","14,864.10","14,864.10","14,864.10","14,864.10","","0.21%"
"11/26/2021","14,833.58","14,833.58","14,833.58","14,833.58","","-0.53%"
"11/25/2021","14,913.26","14,913.26","14,913.26","14,913.26","","-0.38%"
"11/24/2021","14,970.16","14,970.16","14,970.16","14,970.16","","-0.11%"
"11/23/2021","14,987.17","14,987.17","14,987.17","14,987.17","","-0.18%"
"11/22/2021","15,014.74","15,014.74","15,014.74","15,014.74","","0.86%"
"11/19/2021","14,887.22","14,887.22","14,887.22","14,887.22","","1.03%"
"11/18/2021","14,735.37","14,735.37","14,735.37","14,735.37","","-0.58%"
"11/17/2021","14,821.85","14,821.85","14,821.85","14,821.85","","0.29%"
"11/16/2021","14,779.08","14,779.08","14,779.08","14,779.08","","-0.19%"
"11/15/2021","14,807.41","14,807.41","14,807.41","14,807.41","","-0.35%"
"11/12/2021","14,859.23","14,859.23","14,859.23","14,859.23","","0.03%"
"11/11/2021","14,854.70","14,854.70","14,854.70","14,854.70","","1.27%"
"11/10/2021","14,668.53","14,668.53","14,668.53","14,668.53","","-0.69%"
"11/09/2021","14,770.73","14,770.73","14,770.73","14,770.73","","0.26%"
"11/08/2021","14,733.02","14,733.02","14,733.02","14,733.02","","0.48%"
"11/05/2021","14,663.23","14,663.23","14,663.23","14,663.23","","-0.88%"
"11/04/2021","14,793.93","14,793.93","14,793.93","14,793.93","","1.12%"
"11/03/2021","14,630.06","14,630.06","14,630.06","14,630.06","","-0.36%"
"11/02/2021","14,682.47","14,682.47","14,682.47","14,682.47","","-0.94%"
"11/01/2021","14,821.83","14,821.83","14,821.83","14,821.83","","-0.59%"
"10/29/2021","14,909.94","14,909.94","14,909.94","14,909.94","","1.12%"
"10/28/2021","14,744.34","14,744.34","14,744.34","14,744.34","","-1.18%"
"10/27/2021","14,920.03","14,920.03","14,920.03","14,920.03","","-1.03%"
"10/26/2021","15,076.01","15,076.01","15,076.01","15,076.01","","-0.31%"
"10/25/2021","15,122.51","15,122.51","15,122.51","15,122.51","","0.88%"
"10/22/2021","14,989.89","14,989.89","14,989.89","14,989.89","","0.46%"
"10/21/2021","14,921.85","14,921.85","14,921.85","14,921.85","","0.13%"
"10/20/2021","14,902.09","14,902.09","14,902.09","14,902.09","","0.17%"
"10/19/2021","14,877.13","14,877.13","14,877.13","14,877.13","","1.34%"
"10/18/2021","14,679.96","14,679.96","14,679.96","14,679.96","","-0.79%"
"10/15/2021","14,797.15","14,797.15","14,797.15","14,797.15","","0.67%"
"10/14/2021","14,698.52","14,698.52","14,698.52","14,698.52","","-0.07%"
"10/13/2021","14,709.12","14,709.12","14,709.12","14,709.12","","1.34%"
"10/12/2021","14,514.76","14,514.76","14,514.76","14,514.76","","-1.54%"
"10/11/2021","14,741.61","14,741.61","14,741.61","14,741.61","","0.24%"
"10/08/2021","14,705.98","14,705.98","14,705.98","14,705.98","","0.97%"
"09/30/2021","14,564.97","14,564.97","14,564.97","14,564.97","","1.06%"
"09/29/2021","14,411.98","14,411.98","14,411.98","14,411.98","","-1.49%"
"09/28/2021","14,630.42","14,630.42","14,630.42","14,630.42","","0.15%"
"09/27/2021","14,608.89","14,608.89","14,608.89","14,608.89","","-0.08%"
"09/24/2021","14,620.81","14,620.81","14,620.81","14,620.81","","-0.08%"
"09/23/2021","14,632.27","14,632.27","14,632.27","14,632.27","","0.42%"
"09/22/2021","14,571.48","14,571.48","14,571.48","14,571.48","","-0.27%"
"09/16/2021","14,610.92","14,610.92","14,610.92","14,610.92","","-1.54%"
"09/15/2021","14,839.53","14,839.53","14,839.53","14,839.53","","-0.67%"
"09/14/2021","14,939.67","14,939.67","14,939.67","14,939.67","","-1.27%"
"09/13/2021","15,131.64","15,131.64","15,131.64","15,131.64","","-0.52%"
"09/10/2021","15,211.24","15,211.24","15,211.24","15,211.24","","1.06%"
"09/09/2021","15,052.40","15,052.40","15,052.40","15,052.40","","0.22%"
"09/08/2021","15,019.78","15,019.78","15,019.78","15,019.78","","-0.58%"
"09/07/2021","15,107.70","15,107.70","15,107.70","15,107.70","","1.24%"
"09/06/2021","14,923.04","14,923.04","14,923.04","14,923.04","","1.86%"
"09/03/2021","14,650.36","14,650.36","14,650.36","14,650.36","","-0.61%"
"09/02/2021","14,739.81","14,739.81","14,739.81","14,739.81","","0.22%"
"09/01/2021","14,707.23","14,707.23","14,707.23","14,707.23","","0.66%"
"08/31/2021","14,611.25","14,611.25","14,611.25","14,611.25","","0.04%"
"08/30/2021","14,605.22","14,605.22","14,605.22","14,605.22","","0.10%"
"08/27/2021","14,590.36","14,590.36","14,590.36","14,590.36","","0.57%"
"08/26/2021","14,507.81","14,507.81","14,507.81","14,507.81","","-1.98%"
"08/25/2021","14,801.10","14,801.10","14,801.10","14,801.10","","0.31%"
"08/24/2021","14,755.36","14,755.36","14,755.36","14,755.36","","1.33%"
"08/23/2021","14,561.15","14,561.15","14,561.15","14,561.15","","1.55%"
"08/20/2021","14,338.21","14,338.21","14,338.21","14,338.21","","-1.75%"
"08/19/2021","14,593.31","14,593.31","14,593.31","14,593.31","","-0.63%"
"08/18/2021","14,685.23","14,685.23","14,685.23","14,685.23","","1.17%"
"08/17/2021","14,515.21","14,515.21","14,515.21","14,515.21","","-2.26%"
"08/16/2021","14,851.47","14,851.47","14,851.47","14,851.47","","-0.25%"
"08/13/2021","14,888.54","14,888.54","14,888.54","14,888.54","","-0.52%"
"08/12/2021","14,966.31","14,966.31","14,966.31","14,966.31","","-0.64%"
"08/11/2021","15,062.28","15,062.28","15,062.28","15,062.28","","-0.34%"
"08/10/2021","15,113.62","15,113.62","15,113.62","15,113.62","","1.04%"
"08/09/2021","14,957.90","14,957.90","14,957.90","14,957.90","","0.90%"
"08/06/2021","14,824.92","14,824.92","14,824.92","14,824.92","","-0.29%"
"08/05/2021","14,867.34","14,867.34","14,867.34","14,867.34","","-0.51%"
"08/04/2021","14,943.67","14,943.67","14,943.67","14,943.67","","1.29%"
"08/03/2021","14,753.20","14,753.20","14,753.20","14,753.20","","-0.37%"
"08/02/2021","14,808.18","14,808.18","14,808.18","14,808.18","","2.39%"
"07/30/2021","14,462.02","14,462.02","14,462.02","14,462.02","","-0.51%"
"07/29/2021","14,536.68","14,536.68","14,536.68","14,536.68","","2.72%"
"07/28/2021","14,151.44","14,151.44","14,151.44","14,151.44","","-0.35%"
"07/27/2021","14,201.67","14,201.67","14,201.67","14,201.67","","-3.32%"
"07/26/2021","14,690.05","14,690.05","14,690.05","14,690.05","","-3.19%"
"07/23/2021","15,173.80","15,173.80","15,173.80","15,173.80","","-1.23%"
"07/22/2021","15,363.29","15,363.29","15,363.29","15,363.29","","0.45%"
"07/21/2021","15,295.19","15,295.19","15,295.19","15,295.19","","1.12%"
"07/20/2021","15,126.11","15,126.11","15,126.11","15,126.11","","-0.12%"
"07/19/2021","15,143.99","15,143.99","15,143.99","15,143.99","","-0.08%"
"07/16/2021","15,155.69","15,155.69","15,155.69","15,155.69","","-1.19%"
"07/15/2021","15,337.68","15,337.68","15,337.68","15,337.68","","1.52%"
"07/14/2021","15,108.28","15,108.28","15,108.28","15,108.28","","-1.38%"
"07/13/2021","15,319.50","15,319.50","15,319.50","15,319.50","","0.41%"
"07/12/2021","15,257.31","15,257.31","15,257.31","15,257.31","","1.46%"
"07/09/2021","15,037.07","15,037.07","15,037.07","15,037.07","","-0.34%"
"07/08/2021","15,087.62","15,087.62","15,087.62","15,087.62","","-0.99%"
"07/07/2021","15,239.24","15,239.24","15,239.24","15,239.24","","1.12%"
"07/06/2021","15,071.00","15,071.00","15,071.00","15,071.00","","-0.15%"
"07/05/2021","15,094.11","15,094.11","15,094.11","15,094.11","","0.63%"
"07/02/2021","14,999.07","14,999.07","14,999.07","14,999.07","","-2.98%"
"07/01/2021","15,459.26","15,459.26","15,459.26","15,459.26","","-0.24%"
