"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2021","15,496.89","15,496.89","15,496.89","15,496.89","","0.82%"
"06/29/2021","15,370.89","15,370.89","15,370.89","15,370.89","","-1.05%"
"06/28/2021","15,533.80","15,533.80","15,533.80","15,533.80","","0.23%"
"06/25/2021","15,497.60","15,497.60","15,497.60","15,497.60","","1.85%"
"06/24/2021","15,215.70","15,215.70","15,215.70","15,215.70","","0.12%"
"06/23/2021","15,196.73","15,196.73","15,196.73","15,196.73","","0.26%"
"06/22/2021","15,157.64","15,157.64","15,157.64","15,157.64","","0.60%"
"06/21/2021","15,066.89","15,066.89","15,066.89","15,066.89","","-0.29%"
"06/18/2021","15,110.38","15,110.38","15,110.38","15,110.38","","-0.12%"
"06/17/2021","15,129.19","15,129.19","15,129.19","15,129.19","","0.27%"
"06/16/2021","15,088.78","15,088.78","15,088.78","15,088.78","","-1.73%"
"06/15/2021","15,354.13","15,354.13","15,354.13","15,354.13","","-1.25%"
"06/11/2021","15,548.44","15,548.44","15,548.44","15,548.44","","-0.89%"
"06/10/2021","15,687.98","15,687.98","15,687.98","15,687.98","","1.02%"
"06/09/2021","15,528.92","15,528.92","15,528.92","15,528.92","","0.10%"
"06/08/2021","15,514.11","15,514.11","15,514.11","15,514.11","","-0.74%"
"06/07/2021","15,630.05","15,630.05","15,630.05","15,630.05","","0.06%"
"06/04/2021","15,621.14","15,621.14","15,621.14","15,621.14","","0.36%"
"06/03/2021","15,565.71","15,565.71","15,565.71","15,565.71","","-0.64%"
"06/02/2021","15,665.50","15,665.50","15,665.50","15,665.50","","-1.31%"
"06/01/2021","15,873.26","15,873.26","15,873.26","15,873.26","","-0.04%"
"05/31/2021","15,880.09","15,880.09","15,880.09","15,880.09","","0.66%"
"05/28/2021","15,776.74","15,776.74","15,776.74","15,776.74","","-0.19%"
"05/27/2021","15,806.71","15,806.71","15,806.71","15,806.71","","0.76%"
"05/26/2021","15,687.49","15,687.49","15,687.49","15,687.49","","0.14%"
"05/25/2021","15,666.11","15,666.11","15,666.11","15,666.11","","3.48%"
"05/24/2021","15,139.75","15,139.75","15,139.75","15,139.75","","0.45%"
"05/21/2021","15,071.54","15,071.54","15,071.54","15,071.54","","-0.83%"
"05/20/2021","15,198.29","15,198.29","15,198.29","15,198.29","","-0.02%"
"05/19/2021","15,200.85","15,200.85","15,200.85","15,200.85","","-0.25%"
"05/18/2021","15,239.68","15,239.68","15,239.68","15,239.68","","0.26%"
"05/17/2021","15,199.42","15,199.42","15,199.42","15,199.42","","1.44%"
"05/14/2021","14,983.44","14,983.44","14,983.44","14,983.44","","2.56%"
"05/13/2021","14,609.30","14,609.30","14,609.30","14,609.30","","-1.17%"
"05/12/2021","14,782.21","14,782.21","14,782.21","14,782.21","","0.43%"
"05/11/2021","14,719.08","14,719.08","14,719.08","14,719.08","","0.43%"
"05/10/2021","14,656.52","14,656.52","14,656.52","14,656.52","","0.42%"
"05/07/2021","14,594.52","14,594.52","14,594.52","14,594.52","","-1.16%"
"05/06/2021","14,765.69","14,765.69","14,765.69","14,765.69","","-1.20%"
"04/30/2021","14,945.53","14,945.53","14,945.53","14,945.53","","-0.51%"
"04/29/2021","15,021.67","15,021.67","15,021.67","15,021.67","","0.90%"
"04/28/2021","14,888.23","14,888.23","14,888.23","14,888.23","","0.54%"
"04/27/2021","14,807.61","14,807.61","14,807.61","14,807.61","","0.37%"
"04/26/2021","14,752.91","14,752.91","14,752.91","14,752.91","","-0.90%"
"04/23/2021","14,887.34","14,887.34","14,887.34","14,887.34","","0.71%"
"04/22/2021","14,782.52","14,782.52","14,782.52","14,782.52","","0.06%"
"04/21/2021","14,772.96","14,772.96","14,772.96","14,772.96","","0.30%"
"04/20/2021","14,728.44","14,728.44","14,728.44","14,728.44","","0.37%"
"04/19/2021","14,673.65","14,673.65","14,673.65","14,673.65","","2.51%"
"04/16/2021","14,314.56","14,314.56","14,314.56","14,314.56","","0.51%"
"04/15/2021","14,242.46","14,242.46","14,242.46","14,242.46","","-0.55%"
"04/14/2021","14,321.54","14,321.54","14,321.54","14,321.54","","1.22%"
"04/13/2021","14,149.44","14,149.44","14,149.44","14,149.44","","-0.07%"
"04/12/2021","14,158.67","14,158.67","14,158.67","14,158.67","","-1.71%"
"04/09/2021","14,404.69","14,404.69","14,404.69","14,404.69","","-1.55%"
"04/08/2021","14,631.12","14,631.12","14,631.12","14,631.12","","0.14%"
"04/07/2021","14,610.85","14,610.85","14,610.85","14,610.85","","-0.66%"
"04/06/2021","14,708.15","14,708.15","14,708.15","14,708.15","","-0.08%"
"04/02/2021","14,719.92","14,719.92","14,719.92","14,719.92","","1.16%"
"04/01/2021","14,551.63","14,551.63","14,551.63","14,551.63","","1.00%"
"03/31/2021","14,408.26","14,408.26","14,408.26","14,408.26","","-0.76%"
"03/30/2021","14,519.10","14,519.10","14,519.10","14,519.10","","0.83%"
"03/29/2021","14,400.00","14,400.00","14,400.00","14,400.00","","-0.02%"
"03/26/2021","14,402.50","14,402.50","14,402.50","14,402.50","","2.18%"
"03/25/2021","14,095.63","14,095.63","14,095.63","14,095.63","","-0.19%"
"03/24/2021","14,122.54","14,122.54","14,122.54","14,122.54","","-1.85%"
"03/23/2021","14,388.69","14,388.69","14,388.69","14,388.69","","-0.99%"
"03/22/2021","14,532.53","14,532.53","14,532.53","14,532.53","","1.06%"
"03/19/2021","14,380.28","14,380.28","14,380.28","14,380.28","","-2.47%"
"03/18/2021","14,744.19","14,744.19","14,744.19","14,744.19","","0.82%"
"03/17/2021","14,624.48","14,624.48","14,624.48","14,624.48","","0.30%"
"03/16/2021","14,581.00","14,581.00","14,581.00","14,581.00","","0.98%"
"03/15/2021","14,440.01","14,440.01","14,440.01","14,440.01","","-1.98%"
"03/12/2021","14,732.18","14,732.18","14,732.18","14,732.18","","0.47%"
"03/11/2021","14,663.11","14,663.11","14,663.11","14,663.11","","2.77%"
"03/10/2021","14,268.24","14,268.24","14,268.24","14,268.24","","0.70%"
"03/09/2021","14,168.69","14,168.69","14,168.69","14,168.69","","-2.25%"
"03/08/2021","14,495.33","14,495.33","14,495.33","14,495.33","","-3.72%"
"03/05/2021","15,055.12","15,055.12","15,055.12","15,055.12","","-0.62%"
"03/04/2021","15,149.69","15,149.69","15,149.69","15,149.69","","-2.90%"
"03/03/2021","15,602.19","15,602.19","15,602.19","15,602.19","","2.10%"
"03/02/2021","15,281.55","15,281.55","15,281.55","15,281.55","","-1.36%"
"03/01/2021","15,491.53","15,491.53","15,491.53","15,491.53","","1.55%"
"02/26/2021","15,255.20","15,255.20","15,255.20","15,255.20","","-2.71%"
"02/25/2021","15,680.63","15,680.63","15,680.63","15,680.63","","0.74%"
"02/24/2021","15,565.24","15,565.24","15,565.24","15,565.24","","-2.44%"
"02/23/2021","15,954.30","15,954.30","15,954.30","15,954.30","","-0.23%"
"02/22/2021","15,991.27","15,991.27","15,991.27","15,991.27","","-2.50%"
"02/19/2021","16,401.41","16,401.41","16,401.41","16,401.41","","0.26%"
"02/18/2021","16,358.90","16,358.90","16,358.90","16,358.90","","-0.28%"
"02/10/2021","16,404.35","16,404.35","16,404.35","16,404.35","","1.95%"
"02/09/2021","16,089.93","16,089.93","16,089.93","16,089.93","","2.26%"
"02/08/2021","15,733.99","15,733.99","15,733.99","15,733.99","","1.65%"
"02/05/2021","15,478.78","15,478.78","15,478.78","15,478.78","","-0.28%"
"02/04/2021","15,521.53","15,521.53","15,521.53","15,521.53","","-0.22%"
"02/03/2021","15,555.19","15,555.19","15,555.19","15,555.19","","-0.33%"
"02/02/2021","15,607.01","15,607.01","15,607.01","15,607.01","","1.43%"
"02/01/2021","15,386.80","15,386.80","15,386.80","15,386.80","","1.11%"
"01/29/2021","15,217.73","15,217.73","15,217.73","15,217.73","","-0.32%"
"01/28/2021","15,267.15","15,267.15","15,267.15","15,267.15","","-2.79%"
"01/27/2021","15,704.96","15,704.96","15,704.96","15,704.96","","0.38%"
"01/26/2021","15,645.88","15,645.88","15,645.88","15,645.88","","-1.90%"
"01/25/2021","15,949.65","15,949.65","15,949.65","15,949.65","","0.94%"
"01/22/2021","15,801.76","15,801.76","15,801.76","15,801.76","","-0.26%"
"01/21/2021","15,842.63","15,842.63","15,842.63","15,842.63","","1.48%"
"01/20/2021","15,610.99","15,610.99","15,610.99","15,610.99","","0.78%"
"01/19/2021","15,490.61","15,490.61","15,490.61","15,490.61","","-1.29%"
"01/18/2021","15,692.59","15,692.59","15,692.59","15,692.59","","0.83%"
"01/15/2021","15,563.88","15,563.88","15,563.88","15,563.88","","-0.13%"
"01/14/2021","15,584.67","15,584.67","15,584.67","15,584.67","","-2.08%"
"01/13/2021","15,915.70","15,915.70","15,915.70","15,915.70","","-0.23%"
"01/12/2021","15,952.63","15,952.63","15,952.63","15,952.63","","2.89%"
"01/11/2021","15,505.29","15,505.29","15,505.29","15,505.29","","-1.18%"
"01/08/2021","15,690.26","15,690.26","15,690.26","15,690.26","","-0.43%"
"01/07/2021","15,757.36","15,757.36","15,757.36","15,757.36","","1.51%"
"01/06/2021","15,522.46","15,522.46","15,522.46","15,522.46","","0.89%"
"01/05/2021","15,386.28","15,386.28","15,386.28","15,386.28","","1.89%"
"01/04/2021","15,101.55","15,101.55","15,101.55","15,101.55","","2.32%"
"12/31/2020","14,758.67","14,758.67","14,758.67","14,758.67","","1.74%"
"12/30/2020","14,506.41","14,506.41","14,506.41","14,506.41","","1.37%"
"12/29/2020","14,309.83","14,309.83","14,309.83","14,309.83","","-0.53%"
"12/28/2020","14,385.47","14,385.47","14,385.47","14,385.47","","0.29%"
"12/25/2020","14,343.22","14,343.22","14,343.22","14,343.22","","1.00%"
"12/24/2020","14,201.06","14,201.06","14,201.06","14,201.06","","-0.25%"
"12/23/2020","14,236.19","14,236.19","14,236.19","14,236.19","","0.99%"
"12/22/2020","14,097.07","14,097.07","14,097.07","14,097.07","","-1.76%"
"12/21/2020","14,348.95","14,348.95","14,348.95","14,348.95","","0.85%"
"12/18/2020","14,227.56","14,227.56","14,227.56","14,227.56","","-0.49%"
"12/17/2020","14,298.00","14,298.00","14,298.00","14,298.00","","1.32%"
"12/16/2020","14,112.05","14,112.05","14,112.05","14,112.05","","0.32%"
"12/15/2020","14,066.80","14,066.80","14,066.80","14,066.80","","-0.09%"
"12/14/2020","14,079.24","14,079.24","14,079.24","14,079.24","","0.93%"
"12/11/2020","13,949.71","13,949.71","13,949.71","13,949.71","","-0.98%"
"12/10/2020","14,087.17","14,087.17","14,087.17","14,087.17","","-0.35%"
"12/09/2020","14,137.32","14,137.32","14,137.32","14,137.32","","-1.12%"
"12/08/2020","14,298.07","14,298.07","14,298.07","14,298.07","","-0.23%"
"12/07/2020","14,331.60","14,331.60","14,331.60","14,331.60","","-0.87%"
"12/04/2020","14,457.59","14,457.59","14,457.59","14,457.59","","0.64%"
"12/03/2020","14,365.80","14,365.80","14,365.80","14,365.80","","-0.17%"
"12/02/2020","14,390.43","14,390.43","14,390.43","14,390.43","","0.22%"
"12/01/2020","14,359.03","14,359.03","14,359.03","14,359.03","","2.31%"
"11/30/2020","14,034.96","14,034.96","14,034.96","14,034.96","","-0.74%"
"11/27/2020","14,138.94","14,138.94","14,138.94","14,138.94","","0.98%"
"11/26/2020","14,002.19","14,002.19","14,002.19","14,002.19","","0.44%"
"11/25/2020","13,940.79","13,940.79","13,940.79","13,940.79","","-1.40%"
"11/24/2020","14,139.19","14,139.19","14,139.19","14,139.19","","-0.72%"
"11/23/2020","14,241.05","14,241.05","14,241.05","14,241.05","","1.17%"
"11/20/2020","14,076.16","14,076.16","14,076.16","14,076.16","","0.53%"
"11/19/2020","14,002.56","14,002.56","14,002.56","14,002.56","","0.21%"
"11/18/2020","13,973.60","13,973.60","13,973.60","13,973.60","","0.39%"
"11/17/2020","13,918.80","13,918.80","13,918.80","13,918.80","","0.00%"
"11/16/2020","13,918.24","13,918.24","13,918.24","13,918.24","","1.82%"
"11/13/2020","13,669.70","13,669.70","13,669.70","13,669.70","","-0.94%"
"11/12/2020","13,799.69","13,799.69","13,799.69","13,799.69","","-0.37%"
"11/11/2020","13,851.61","13,851.61","13,851.61","13,851.61","","-0.63%"
"11/10/2020","13,939.33","13,939.33","13,939.33","13,939.33","","-1.05%"
"11/09/2020","14,086.63","14,086.63","14,086.63","14,086.63","","2.57%"
"11/06/2020","13,733.64","13,733.64","13,733.64","13,733.64","","0.29%"
"11/05/2020","13,693.62","13,693.62","13,693.62","13,693.62","","2.37%"
"11/04/2020","13,376.75","13,376.75","13,376.75","13,376.75","","0.50%"
"11/03/2020","13,310.00","13,310.00","13,310.00","13,310.00","","1.28%"
"11/02/2020","13,142.28","13,142.28","13,142.28","13,142.28","","0.43%"
"10/30/2020","13,086.30","13,086.30","13,086.30","13,086.30","","-1.44%"
"10/29/2020","13,277.96","13,277.96","13,277.96","13,277.96","","0.67%"
"10/28/2020","13,189.61","13,189.61","13,189.61","13,189.61","","0.56%"
"10/27/2020","13,115.55","13,115.55","13,115.55","13,115.55","","-0.18%"
"10/26/2020","13,139.43","13,139.43","13,139.43","13,139.43","","-0.56%"
"10/23/2020","13,213.83","13,213.83","13,213.83","13,213.83","","-1.46%"
"10/22/2020","13,409.66","13,409.66","13,409.66","13,409.66","","-0.62%"
"10/21/2020","13,493.56","13,493.56","13,493.56","13,493.56","","0.40%"
"10/20/2020","13,439.23","13,439.23","13,439.23","13,439.23","","0.96%"
"10/19/2020","13,310.96","13,310.96","13,310.96","13,310.96","","-0.48%"
"10/16/2020","13,375.71","13,375.71","13,375.71","13,375.71","","-0.11%"
"10/15/2020","13,390.42","13,390.42","13,390.42","13,390.42","","0.02%"
"10/14/2020","13,388.23","13,388.23","13,388.23","13,388.23","","-0.58%"
"10/13/2020","13,466.27","13,466.27","13,466.27","13,466.27","","-0.13%"
"10/12/2020","13,484.24","13,484.24","13,484.24","13,484.24","","3.04%"
"10/09/2020","13,086.34","13,086.34","13,086.34","13,086.34","","3.50%"
"09/30/2020","12,643.27","12,643.27","12,643.27","12,643.27","","-0.06%"
"09/29/2020","12,650.70","12,650.70","12,650.70","12,650.70","","0.27%"
"09/28/2020","12,616.26","12,616.26","12,616.26","12,616.26","","0.06%"
"09/25/2020","12,608.76","12,608.76","12,608.76","12,608.76","","0.13%"
"09/24/2020","12,592.16","12,592.16","12,592.16","12,592.16","","-2.42%"
"09/23/2020","12,904.73","12,904.73","12,904.73","12,904.73","","0.23%"
"09/22/2020","12,874.70","12,874.70","12,874.70","12,874.70","","-1.68%"
"09/21/2020","13,095.31","13,095.31","13,095.31","13,095.31","","-0.89%"
"09/18/2020","13,212.30","13,212.30","13,212.30","13,212.30","","2.44%"
"09/17/2020","12,897.17","12,897.17","12,897.17","12,897.17","","-0.46%"
"09/16/2020","12,957.03","12,957.03","12,957.03","12,957.03","","-0.39%"
"09/15/2020","13,007.63","13,007.63","13,007.63","13,007.63","","1.51%"
"09/14/2020","12,814.38","12,814.38","12,814.38","12,814.38","","0.54%"
"09/11/2020","12,745.80","12,745.80","12,745.80","12,745.80","","0.96%"
"09/10/2020","12,624.94","12,624.94","12,624.94","12,624.94","","-0.02%"
"09/09/2020","12,627.63","12,627.63","12,627.63","12,627.63","","-2.43%"
"09/08/2020","12,942.66","12,942.66","12,942.66","12,942.66","","0.50%"
"09/07/2020","12,878.85","12,878.85","12,878.85","12,878.85","","-1.85%"
"09/04/2020","13,120.99","13,120.99","13,120.99","13,120.99","","-0.98%"
"09/03/2020","13,250.48","13,250.48","13,250.48","13,250.48","","-0.76%"
"09/02/2020","13,351.71","13,351.71","13,351.71","13,351.71","","-0.27%"
"09/01/2020","13,387.40","13,387.40","13,387.40","13,387.40","","1.06%"
"08/31/2020","13,247.31","13,247.31","13,247.31","13,247.31","","-0.29%"
"08/28/2020","13,285.82","13,285.82","13,285.82","13,285.82","","2.42%"
"08/27/2020","12,972.52","12,972.52","12,972.52","12,972.52","","0.73%"
"08/26/2020","12,878.83","12,878.83","12,878.83","12,878.83","","-1.12%"
"08/25/2020","13,024.76","13,024.76","13,024.76","13,024.76","","0.07%"
"08/24/2020","13,015.07","13,015.07","13,015.07","13,015.07","","0.45%"
"08/21/2020","12,957.04","12,957.04","12,957.04","12,957.04","","0.96%"
"08/20/2020","12,834.24","12,834.24","12,834.24","12,834.24","","-1.31%"
"08/19/2020","13,005.13","13,005.13","13,005.13","13,005.13","","-1.32%"
"08/18/2020","13,179.55","13,179.55","13,179.55","13,179.55","","0.19%"
"08/17/2020","13,155.16","13,155.16","13,155.16","13,155.16","","2.44%"
"08/14/2020","12,841.79","12,841.79","12,841.79","12,841.79","","1.31%"
"08/13/2020","12,675.17","12,675.17","12,675.17","12,675.17","","-0.02%"
"08/12/2020","12,677.54","12,677.54","12,677.54","12,677.54","","-0.63%"
"08/11/2020","12,758.14","12,758.14","12,758.14","12,758.14","","-0.87%"
"08/10/2020","12,869.69","12,869.69","12,869.69","12,869.69","","0.36%"
"08/07/2020","12,823.03","12,823.03","12,823.03","12,823.03","","-1.32%"
"08/06/2020","12,994.89","12,994.89","12,994.89","12,994.89","","0.16%"
"08/05/2020","12,973.67","12,973.67","12,973.67","12,973.67","","0.60%"
"08/04/2020","12,896.57","12,896.57","12,896.57","12,896.57","","0.01%"
"08/03/2020","12,895.73","12,895.73","12,895.73","12,895.73","","1.89%"
"07/31/2020","12,656.70","12,656.70","12,656.70","12,656.70","","0.95%"
"07/30/2020","12,537.12","12,537.12","12,537.12","12,537.12","","-0.42%"
"07/29/2020","12,589.98","12,589.98","12,589.98","12,589.98","","2.24%"
"07/28/2020","12,314.10","12,314.10","12,314.10","12,314.10","","0.92%"
"07/27/2020","12,201.71","12,201.71","12,201.71","12,201.71","","0.63%"
"07/24/2020","12,125.03","12,125.03","12,125.03","12,125.03","","-4.70%"
"07/23/2020","12,723.65","12,723.65","12,723.65","12,723.65","","-0.48%"
"07/22/2020","12,784.49","12,784.49","12,784.49","12,784.49","","0.75%"
"07/21/2020","12,689.50","12,689.50","12,689.50","12,689.50","","0.12%"
"07/20/2020","12,674.75","12,674.75","12,674.75","12,674.75","","3.21%"
"07/17/2020","12,280.49","12,280.49","12,280.49","12,280.49","","0.67%"
"07/16/2020","12,198.16","12,198.16","12,198.16","12,198.16","","-4.81%"
"07/15/2020","12,814.36","12,814.36","12,814.36","12,814.36","","-1.44%"
"07/14/2020","13,000.97","13,000.97","13,000.97","13,000.97","","-1.24%"
"07/13/2020","13,164.12","13,164.12","13,164.12","13,164.12","","2.39%"
"07/10/2020","12,857.46","12,857.46","12,857.46","12,857.46","","-2.03%"
"07/09/2020","13,123.45","13,123.45","13,123.45","13,123.45","","1.83%"
"07/08/2020","12,887.28","12,887.28","12,887.28","12,887.28","","1.75%"
"07/07/2020","12,665.29","12,665.29","12,665.29","12,665.29","","0.91%"
"07/06/2020","12,551.12","12,551.12","12,551.12","12,551.12","","6.17%"
"07/03/2020","11,822.26","11,822.26","11,822.26","11,822.26","","1.81%"
"07/02/2020","11,612.54","11,612.54","11,612.54","11,612.54","","2.12%"
"07/01/2020","11,371.24","11,371.24","11,371.24","11,371.24","","1.84%"
"06/30/2020","11,165.81","11,165.81","11,165.81","11,165.81","","1.40%"
"06/29/2020","11,011.17","11,011.17","11,011.17","11,011.17","","-0.83%"
"06/24/2020","11,103.00","11,103.00","11,103.00","11,103.00","","0.48%"
"06/23/2020","11,050.29","11,050.29","11,050.29","11,050.29","","0.52%"
"06/22/2020","10,993.61","10,993.61","10,993.61","10,993.61","","-0.10%"
"06/19/2020","11,005.07","11,005.07","11,005.07","11,005.07","","1.18%"
"06/18/2020","10,876.80","10,876.80","10,876.80","10,876.80","","0.71%"
"06/17/2020","10,799.75","10,799.75","10,799.75","10,799.75","","0.01%"
"06/16/2020","10,798.81","10,798.81","10,798.81","10,798.81","","1.85%"
"06/15/2020","10,602.88","10,602.88","10,602.88","10,602.88","","-1.43%"
"06/12/2020","10,756.52","10,756.52","10,756.52","10,756.52","","-0.14%"
"06/11/2020","10,771.73","10,771.73","10,771.73","10,771.73","","-0.94%"
"06/10/2020","10,873.80","10,873.80","10,873.80","10,873.80","","-0.11%"
"06/09/2020","10,885.56","10,885.56","10,885.56","10,885.56","","0.55%"
"06/08/2020","10,826.38","10,826.38","10,826.38","10,826.38","","0.50%"
"06/05/2020","10,772.22","10,772.22","10,772.22","10,772.22","","0.93%"
"06/04/2020","10,673.46","10,673.46","10,673.46","10,673.46","","-0.16%"
"06/03/2020","10,690.57","10,690.57","10,690.57","10,690.57","","0.16%"
"06/02/2020","10,673.64","10,673.64","10,673.64","10,673.64","","0.27%"
"06/01/2020","10,645.26","10,645.26","10,645.26","10,645.26","","3.15%"
"05/29/2020","10,320.08","10,320.08","10,320.08","10,320.08","","0.31%"
"05/28/2020","10,287.83","10,287.83","10,287.83","10,287.83","","0.35%"
"05/27/2020","10,251.75","10,251.75","10,251.75","10,251.75","","-1.04%"
"05/26/2020","10,359.72","10,359.72","10,359.72","10,359.72","","1.30%"
"05/25/2020","10,226.68","10,226.68","10,226.68","10,226.68","","-0.15%"
"05/22/2020","10,242.44","10,242.44","10,242.44","10,242.44","","-2.49%"
"05/21/2020","10,503.79","10,503.79","10,503.79","10,503.79","","-0.66%"
"05/20/2020","10,573.43","10,573.43","10,573.43","10,573.43","","-0.57%"
"05/19/2020","10,633.76","10,633.76","10,633.76","10,633.76","","1.04%"
"05/18/2020","10,523.81","10,523.81","10,523.81","10,523.81","","0.00%"
"05/15/2020","10,523.35","10,523.35","10,523.35","10,523.35","","-0.23%"
"05/14/2020","10,547.54","10,547.54","10,547.54","10,547.54","","-1.13%"
"05/13/2020","10,668.34","10,668.34","10,668.34","10,668.34","","0.25%"
"05/12/2020","10,641.31","10,641.31","10,641.31","10,641.31","","-0.12%"
"05/11/2020","10,654.39","10,654.39","10,654.39","10,654.39","","-0.12%"
"05/08/2020","10,666.73","10,666.73","10,666.73","10,666.73","","1.34%"
"05/07/2020","10,525.54","10,525.54","10,525.54","10,525.54","","-0.39%"
"05/06/2020","10,566.91","10,566.91","10,566.91","10,566.91","","0.21%"
"04/30/2020","10,545.25","10,545.25","10,545.25","10,545.25","","1.84%"
"04/29/2020","10,354.35","10,354.35","10,354.35","10,354.35","","0.49%"
"04/28/2020","10,303.54","10,303.54","10,303.54","10,303.54","","0.41%"
"04/27/2020","10,261.27","10,261.27","10,261.27","10,261.27","","0.59%"
"04/24/2020","10,201.22","10,201.22","10,201.22","10,201.22","","-1.05%"
"04/23/2020","10,309.10","10,309.10","10,309.10","10,309.10","","-0.16%"
"04/22/2020","10,326.01","10,326.01","10,326.01","10,326.01","","0.77%"
"04/21/2020","10,246.64","10,246.64","10,246.64","10,246.64","","-1.12%"
"04/20/2020","10,362.35","10,362.35","10,362.35","10,362.35","","0.51%"
"04/17/2020","10,309.85","10,309.85","10,309.85","10,309.85","","0.76%"
"04/16/2020","10,232.21","10,232.21","10,232.21","10,232.21","","-0.01%"
"04/15/2020","10,233.08","10,233.08","10,233.08","10,233.08","","-0.81%"
"04/14/2020","10,316.72","10,316.72","10,316.72","10,316.72","","1.88%"
"04/13/2020","10,126.26","10,126.26","10,126.26","10,126.26","","-0.62%"
"04/10/2020","10,189.24","10,189.24","10,189.24","10,189.24","","-0.37%"
"04/09/2020","10,227.33","10,227.33","10,227.33","10,227.33","","0.31%"
"04/08/2020","10,195.73","10,195.73","10,195.73","10,195.73","","-0.37%"
"04/07/2020","10,233.75","10,233.75","10,233.75","10,233.75","","2.73%"
"04/03/2020","9,961.36","9,961.36","9,961.36","9,961.36","","-0.40%"
"04/02/2020","10,001.75","10,001.75","10,001.75","10,001.75","","1.69%"
"04/01/2020","9,835.05","9,835.05","9,835.05","9,835.05","","-0.40%"
"03/31/2020","9,874.21","9,874.21","9,874.21","9,874.21","","0.33%"
"03/30/2020","9,841.94","9,841.94","9,841.94","9,841.94","","-1.38%"
"03/27/2020","9,979.72","9,979.72","9,979.72","9,979.72","","0.70%"
"03/26/2020","9,910.07","9,910.07","9,910.07","9,910.07","","-1.11%"
"03/25/2020","10,021.76","10,021.76","10,021.76","10,021.76","","2.53%"
"03/24/2020","9,774.49","9,774.49","9,774.49","9,774.49","","3.23%"
"03/23/2020","9,469.09","9,469.09","9,469.09","9,469.09","","-4.26%"
"03/20/2020","9,889.98","9,889.98","9,889.98","9,889.98","","1.84%"
"03/19/2020","9,710.94","9,710.94","9,710.94","9,710.94","","-1.86%"
"03/18/2020","9,894.92","9,894.92","9,894.92","9,894.92","","-2.32%"
"03/17/2020","10,129.94","10,129.94","10,129.94","10,129.94","","-0.37%"
"03/16/2020","10,167.97","10,167.97","10,167.97","10,167.97","","-4.45%"
"03/13/2020","10,641.92","10,641.92","10,641.92","10,641.92","","-1.32%"
"03/12/2020","10,784.59","10,784.59","10,784.59","10,784.59","","-2.18%"
"03/11/2020","11,025.39","11,025.39","11,025.39","11,025.39","","-1.46%"
"03/10/2020","11,189.22","11,189.22","11,189.22","11,189.22","","2.31%"
"03/09/2020","10,936.96","10,936.96","10,936.96","10,936.96","","-3.46%"
"03/06/2020","11,328.69","11,328.69","11,328.69","11,328.69","","-1.64%"
"03/05/2020","11,517.39","11,517.39","11,517.39","11,517.39","","2.04%"
"03/04/2020","11,287.35","11,287.35","11,287.35","11,287.35","","1.16%"
"03/03/2020","11,157.44","11,157.44","11,157.44","11,157.44","","0.46%"
"03/02/2020","11,106.13","11,106.13","11,106.13","11,106.13","","3.85%"
"02/28/2020","10,694.25","10,694.25","10,694.25","10,694.25","","-3.60%"
"02/27/2020","11,093.57","11,093.57","11,093.57","11,093.57","","0.37%"
"02/26/2020","11,052.35","11,052.35","11,052.35","11,052.35","","-1.44%"
"02/25/2020","11,214.21","11,214.21","11,214.21","11,214.21","","0.32%"
"02/24/2020","11,178.35","11,178.35","11,178.35","11,178.35","","-0.22%"
"02/21/2020","11,203.12","11,203.12","11,203.12","11,203.12","","-0.05%"
"02/20/2020","11,208.67","11,208.67","11,208.67","11,208.67","","2.03%"
"02/19/2020","10,986.09","10,986.09","10,986.09","10,986.09","","-0.21%"
"02/18/2020","11,008.87","11,008.87","11,008.87","11,008.87","","-0.59%"
"02/17/2020","11,074.42","11,074.42","11,074.42","11,074.42","","2.29%"
"02/14/2020","10,825.97","10,825.97","10,825.97","10,825.97","","0.68%"
"02/13/2020","10,752.44","10,752.44","10,752.44","10,752.44","","-0.84%"
"02/12/2020","10,843.45","10,843.45","10,843.45","10,843.45","","1.00%"
"02/11/2020","10,735.91","10,735.91","10,735.91","10,735.91","","0.78%"
"02/10/2020","10,652.60","10,652.60","10,652.60","10,652.60","","0.54%"
"02/07/2020","10,594.95","10,594.95","10,594.95","10,594.95","","-0.05%"
"02/06/2020","10,600.11","10,600.11","10,600.11","10,600.11","","2.37%"
"02/05/2020","10,354.22","10,354.22","10,354.22","10,354.22","","1.15%"
"02/04/2020","10,236.78","10,236.78","10,236.78","10,236.78","","2.77%"
"02/03/2020","9,961.05","9,961.05","9,961.05","9,961.05","","-9.15%"
"01/23/2020","10,964.57","10,964.57","10,964.57","10,964.57","","-3.51%"
"01/22/2020","11,363.10","11,363.10","11,363.10","11,363.10","","0.40%"
"01/21/2020","11,318.10","11,318.10","11,318.10","11,318.10","","-2.35%"
"01/20/2020","11,591.01","11,591.01","11,591.01","11,591.01","","0.95%"
"01/17/2020","11,482.22","11,482.22","11,482.22","11,482.22","","0.54%"
"01/16/2020","11,420.60","11,420.60","11,420.60","11,420.60","","-0.33%"
"01/15/2020","11,458.73","11,458.73","11,458.73","11,458.73","","-0.61%"
"01/14/2020","11,528.75","11,528.75","11,528.75","11,528.75","","-0.05%"
"01/13/2020","11,534.16","11,534.16","11,534.16","11,534.16","","1.48%"
