Date,Value,Prev_value
31.12.2022,"60797,96","59339,68"
31.12.2021,"59339,68","58115,93"
31.12.2020,"58115,93","58868,48"
31.12.2019,"58868,48","58479,5"
31.12.2018,"58479,5","57701,52"
31.12.2017,"57701,52",
