date;hongqiao_price;hongqiao_adj;hongqiao_volume
02.09.2020;5.340000;4.108499;5708500
03.09.2020;5.350000;3.939866;2794500
04.09.2020;5.100000;4.001187;3471000
07.09.2020;5.320000;3.901541;2369832
08.09.2020;5.090000;3.916871;2354120
09.09.2020;5.120000;3.702248;8112587
10.09.2020;4.940000;3.679253;6092000
11.09.2020;4.850000;3.755904;7741000
14.09.2020;4.950000;3.824889;3617000
15.09.2020;5.000000;3.863215;4180700
16.09.2020;5.040000;3.801894;4751976
17.09.2020;4.960000;3.817224;2194541
18.09.2020;5.020000;3.832555;6513067
21.09.2020;5.020000;3.778899;2804860
22.09.2020;4.880000;3.679253;2337555
23.09.2020;4.750000;3.617932;7296405
24.09.2020;4.650000;3.702248;6097500
25.09.2020;4.850000;3.594937;3220000
28.09.2020;4.700000;3.610267;2657000
29.09.2020;4.500000;3.640927;2968500
30.09.2020;4.810000;3.702248;2517500
05.10.2020;4.770000;3.648592;2189357
06.10.2020;4.790000;3.748238;3684440
07.10.2020;4.850000;3.855550;3830877
08.10.2020;5.030000;4.100834;12571872
09.10.2020;5.380000;4.047178;7424156
12.10.2020;5.330000;4.208145;10836000
14.10.2020;5.530000;4.269465;13272508
15.10.2020;5.580000;4.254136;2699631
16.10.2020;5.490000;4.338452;8608500
19.10.2020;5.670000;4.376777;2594104
20.10.2020;5.710000;4.384442;5143447
21.10.2020;5.760000;4.399772;4884648
22.10.2020;5.780000;4.376777;6204500
23.10.2020;5.680000;4.254136;7859500
27.10.2020;5.700000;4.361447;8882354
28.10.2020;5.600000;4.346117;7034500
29.10.2020;5.490000;4.307792;3709260
02.11.2020;5.710000;4.422768;5769239
03.11.2020;5.870000;4.445764;8332344
04.11.2020;5.800000;4.407438;4459084
05.11.2020;5.700000;4.336605;5664500
06.11.2020;5.510000;4.580587;5395500
09.11.2020;5.880000;4.682903;6162000
10.11.2020;6.000000;4.840312;9286105
11.11.2020;6.100000;4.911146;8257599
12.11.2020;6.220000;4.856052;6303710
13.11.2020;6.170000;5.068554;10884775
16.11.2020;6.470000;5.391241;21108200
17.11.2020;6.920000;5.257444;6005500
18.11.2020;6.610000;5.540779;14507000
19.11.2020;7.070000;5.351889;8863348
20.11.2020;6.810000;5.438464;15548769
23.11.2020;7.000000;5.839855;20631876
24.11.2020;7.420000;5.761151;13930782
25.11.2020;6.660000;5.273185;40613150
26.11.2020;6.710000;5.328278;30352147
27.11.2020;6.800000;5.406982;25022935
30.11.2020;6.990000;5.328278;62090074
01.12.2020;6.880000;5.627354;26142500
02.12.2020;7.220000;5.674577;24416000
03.12.2020;7.210000;5.525038;28758516
04.12.2020;6.820000;5.595872;19733919
07.12.2020;7.070000;5.336149;21147118
08.12.2020;6.710000;5.257444;20724726
09.12.2020;6.750000;5.454205;10700000
10.12.2020;7.010000;5.580131;14842500
11.12.2020;7.180000;5.603743;17378277
14.12.2020;7.000000;5.501427;12121040
15.12.2020;6.920000;5.619484;14028804
16.12.2020;7.140000;5.690318;11068500
17.12.2020;7.280000;5.918560;22867876
18.12.2020;7.600000;6.052357;18219259
21.12.2020;7.690000;5.934301;10642998
22.12.2020;7.530000;5.650965;13087000
23.12.2020;7.180000;5.635225;10875072
24.12.2020;7.050000;5.548650;0
28.12.2020;7.110000;5.509297;10687000
29.12.2020;7.330000;5.430593;10736146
30.12.2020;6.950000;5.572261;9921447
31.12.2020;7.070000;5.564390;0
04.01.2021;7.070000;5.690318;8957000
05.01.2021;7.330000;5.831985;13873790
06.01.2021;7.410000;6.060227;23052480
07.01.2021;7.720000;6.099579;24546378
08.01.2021;7.420000;5.446334;81107014
11.01.2021;7.060000;5.391241;26382245
12.01.2021;6.970000;5.509297;22078048
13.01.2021;7.130000;5.446334;21669707
14.01.2021;7.010000;5.493556;18382599
15.01.2021;7.020000;5.454205;11690649
18.01.2021;6.930000;5.430593;10131000
19.01.2021;6.900000;5.414853;16257500
20.01.2021;6.930000;5.556520;19240960
21.01.2021;7.150000;5.887078;34183799
22.01.2021;7.480000;5.548650;20503000
25.01.2021;7.070000;5.761151;19435640
26.01.2021;7.440000;5.666707;15054060
27.01.2021;7.200000;5.698188;20336732
28.01.2021;7.020000;5.517168;27910141
29.01.2021;6.970000;5.391241;19910551
01.02.2021;6.850000;5.588002;29631653
02.02.2021;7.040000;5.776892;22592634
03.02.2021;7.240000;5.713930;11863214
04.02.2021;7.200000;5.729670;22932256
05.02.2021;7.300000;6.304211;53141865
08.02.2021;8.200000;6.705603;48847017
09.02.2021;8.520000;6.878752;16265978
10.02.2021;8.750000;7.036159;17401600
11.02.2021;9.150000;7.201438;0
16.02.2021;9.290000;7.799591;25559701
17.02.2021;9.910000;7.634313;13448100
18.02.2021;9.730000;7.413940;30240721
19.02.2021;9.410000;7.673665;13168976
22.02.2021;9.990000;8.216723;57608520
23.02.2021;10.300000;7.799591;29567600
24.02.2021;10.180000;7.500516;31680677
25.02.2021;10.100000;8.169500;40840800
26.02.2021;9.430000;7.571348;37279682
01.03.2021;9.620000;7.815332;15690971
02.03.2021;10.180000;7.831073;25686613
03.03.2021;9.920000;8.736172;48521469
04.03.2021;10.780000;8.657468;49557958
05.03.2021;10.640000;7.838943;62949268
08.03.2021;10.440000;8.059316;56104819
09.03.2021;10.540000;8.027833;32420000
10.03.2021;10.520000;8.594504;37704518
11.03.2021;10.120000;8.751913;46696350
12.03.2021;11.220000;9.413029;99826137
15.03.2021;12.700000;9.759327;66410834
16.03.2021;12.600000;9.397288;44459115
17.03.2021;12.100000;9.444510;39778797
18.03.2021;12.220000;9.334325;30945149
19.03.2021;11.560000;9.224138;35988502
22.03.2021;11.500000;9.239880;26829314
23.03.2021;11.800000;8.153761;57047447
24.03.2021;10.100000;7.744497;42987313
25.03.2021;9.800000;8.075056;34304788
26.03.2021;10.440000;8.185242;23377268
29.03.2021;10.580000;8.311170;22658061
30.03.2021;10.580000;8.578764;12796019
31.03.2021;10.800000;8.169500;32550173
01.04.2021;10.200000;8.500059;23571212
07.04.2021;11.060000;8.688949;18875144
08.04.2021;11.000000;9.098212;35130898
09.04.2021;11.820000;8.893580;17018843
12.04.2021;11.320000;8.563023;14134937
13.04.2021;10.900000;8.736172;19045114
14.04.2021;11.300000;9.129692;19926864
15.04.2021;11.600000;9.475991;20289872
16.04.2021;12.080000;9.255620;14434282
19.04.2021;11.720000;9.397288;14509020
20.04.2021;11.900000;9.145434;27420735
21.04.2021;11.400000;9.003766;19474458
22.04.2021;11.560000;9.428770;26868916
23.04.2021;11.980000;9.444510;22844464
26.04.2021;12.140000;9.633401;35598129
27.04.2021;12.300000;9.759327;22905354
28.04.2021;12.260000;9.381547;16580479
29.04.2021;11.980000;9.775068;14696230
30.04.2021;12.280000;9.680623;10009932
03.05.2021;12.200000;9.444510;12800677
04.05.2021;12.220000;10.294517;27698000
05.05.2021;12.920000;10.546370;24103354
06.05.2021;13.400000;10.829705;39525362
07.05.2021;13.880000;10.751001;35642665
10.05.2021;13.740000;11.065818;39683366
11.05.2021;13.780000;10.735260;31273906
12.05.2021;13.920000;10.845447;23955606
13.05.2021;13.380000;9.790809;47981721
14.05.2021;12.440000;9.649140;45129341
17.05.2021;12.500000;9.601918;24782532
18.05.2021;12.500000;9.806550;19029680
20.05.2021;11.700000;9.271361;70086095
21.05.2021;11.760000;9.570436;25910096
24.05.2021;12.040000;9.365807;14838848
25.05.2021;12.000000;9.570436;13677853
26.05.2021;12.180000;9.460252;13305757
27.05.2021;12.020000;9.460252;53221463
28.05.2021;12.940000;9.869514;31375963
31.05.2021;12.540000;9.853774;16435650
01.06.2021;12.520000;9.680623;17200508
02.06.2021;12.420000;9.460252;20424673
03.06.2021;11.880000;9.361706;17564890
04.06.2021;11.280000;8.918257;28823742
07.06.2021;11.140000;9.181043;15175235
08.06.2021;11.180000;8.885409;22330698
09.06.2021;10.940000;9.098923;15116564
10.06.2021;10.960000;9.066073;10068651
11.06.2021;11.200000;9.361706;24040647
15.06.2021;11.260000;9.213890;17843928
16.06.2021;11.180000;8.409113;45454197
17.06.2021;10.200000;8.474808;23317028
18.06.2021;10.020000;8.212024;65204768
21.06.2021;9.600000;8.138116;39281214
22.06.2021;10.060000;8.203811;20828142
23.06.2021;10.180000;8.376264;26578070
24.06.2021;10.260000;8.556929;18089000
25.06.2021;10.600000;8.770441;33210187
28.06.2021;10.740000;8.409113;22996845
29.06.2021;10.160000;8.458385;16469441
30.06.2021;10.580000;8.639050;40246661
02.07.2021;10.740000;8.540504;16592652
05.07.2021;10.540000;8.803290;25679605
06.07.2021;10.800000;8.803290;20214180
07.07.2021;10.380000;8.704746;18701783
08.07.2021;10.600000;8.425536;21428958
09.07.2021;10.180000;8.721169;24754089
12.07.2021;10.860000;8.622624;19208118
13.07.2021;10.640000;8.770441;13741975
14.07.2021;10.760000;8.294145;38991643
15.07.2021;10.120000;8.441960;19875000
16.07.2021;10.360000;8.655473;26381947
19.07.2021;10.580000;8.622624;16782500
20.07.2021;10.360000;8.113480;19422014
21.07.2021;10.120000;8.244872;15801222
22.07.2021;10.260000;8.540504;15068652
23.07.2021;10.480000;8.507656;17107000
26.07.2021;10.500000;8.326993;16515792
27.07.2021;10.440000;8.023148;27264825
28.07.2021;9.550000;7.768575;24785426
29.07.2021;9.920000;8.179175;15492709
30.07.2021;10.040000;8.458385;24785771
02.08.2021;10.280000;8.491233;17401670
03.08.2021;10.420000;8.170963;17823500
04.08.2021;10.140000;8.425536;18563200
05.08.2021;10.160000;8.097055;13045933
06.08.2021;9.870000;8.146327;13241271
09.08.2021;10.160000;8.039571;8071092
10.08.2021;9.900000;8.138116;6732600
11.08.2021;10.120000;8.967529;38431700
12.08.2021;11.000000;9.394555;41221376
13.08.2021;11.440000;9.558796;21917746
16.08.2021;11.760000;9.296010;22330600
17.08.2021;11.420000;9.033226;23319000
18.08.2021;10.980000;9.131770;15379483
19.08.2021;10.900000;8.819713;19209731
20.08.2021;10.600000;8.474808;28680553
23.08.2021;10.600000;8.754017;25551141
24.08.2021;11.020000;8.786865;17125623
25.08.2021;10.880000;9.328858;35641277
26.08.2021;11.260000;9.427402;25341173
27.08.2021;11.480000;9.525948;19819500
30.08.2021;11.700000;9.279587;38158100
31.08.2021;11.140000;9.525948;30374682
01.09.2021;11.600000;9.213890;26760297
02.09.2021;11.320000;9.378130;17339859
03.09.2021;11.440000;9.049650;23440000
06.09.2021;11.040000;8.688321;52882737
07.09.2021;10.880000;9.197467;32304242
08.09.2021;11.300000;9.443827;23087343
09.09.2021;11.600000;10.807023;88937753
10.09.2021;13.300000;10.987688;62179106
13.09.2021;13.800000;11.398289;76031391
14.09.2021;14.000000;10.971263;40360113
15.09.2021;13.140000;10.839872;22665963
16.09.2021;13.060000;10.478542;27701710
17.09.2021;12.760000;9.969398;43965550
20.09.2021;12.100000;9.509523;21296985
21.09.2021;11.460000;9.493099;18653543
23.09.2021;12.000000;9.542373;32614100
24.09.2021;11.720000;8.819713;40111375
27.09.2021;10.820000;8.326993;27129785
28.09.2021;10.100000;8.474808;42686474
29.09.2021;10.300000;8.212024;16738664
30.09.2021;9.870000;8.228447;14904987
04.10.2021;10.020000;8.088843;11944100
05.10.2021;9.850000;8.359840;11411607
06.10.2021;10.300000;8.138116;13484870
07.10.2021;10.080000;8.195599;11756013
08.10.2021;10.120000;7.982087;24124564
11.10.2021;9.630000;7.702878;26007848
12.10.2021;9.560000;7.743939;29545204
15.10.2021;9.650000;7.883543;36535496
18.10.2021;9.800000;8.162750;20729178
19.10.2021;10.020000;8.170963;16960318
20.10.2021;9.820000;7.990299;22684192
21.10.2021;9.630000;8.047783;16725029
22.10.2021;9.600000;7.678242;17643096
25.10.2021;9.390000;7.686453;13139867
26.10.2021;9.440000;7.555062;11282483
27.10.2021;9.360000;7.267641;34062473
28.10.2021;8.850000;6.873464;35351621
29.10.2021;8.710000;7.103401;22859771
01.11.2021;8.700000;6.914524;19606936
02.11.2021;8.500000;6.799555;21712704
03.11.2021;8.260000;6.939160;19412706
04.11.2021;8.240000;6.748333;17693143
05.11.2021;7.660000;6.271266;42223521
08.11.2021;7.220000;6.227896;37961378
09.11.2021;7.270000;6.288614;24365301
10.11.2021;7.200000;6.305962;45524900
11.11.2021;7.250000;6.505462;18312234
12.11.2021;7.740000;6.635572;22316235
15.11.2021;7.700000;6.540158;9174774
16.11.2021;7.560000;6.462092;13152532
17.11.2021;7.400000;6.505462;11824323
18.11.2021;7.400000;6.609550;18705715
19.11.2021;7.600000;6.609550;12139069
22.11.2021;7.750000;6.626897;7502836
23.11.2021;7.540000;6.895790;19888509
24.11.2021;7.950000;6.687615;11379677
25.11.2021;7.740000;6.722311;4163531
26.11.2021;7.670000;6.505462;6929000
29.11.2021;7.300000;6.488115;12629348
30.11.2021;7.480000;6.557506;17887738
01.12.2021;7.480000;6.600876;9689834
02.12.2021;7.610000;6.331984;19566251
03.12.2021;7.700000;6.479441;9561315
06.12.2021;7.470000;6.340658;13953863
07.12.2021;7.350000;6.574854;10800058
08.12.2021;7.630000;6.713637;9779675
09.12.2021;7.740000;6.817725;6393005
10.12.2021;7.810000;6.713637;9132973
13.12.2021;7.840000;6.739659;10126861
14.12.2021;7.770000;6.574854;9926530
15.12.2021;7.650000;6.496789;5234422
16.12.2021;7.570000;6.843747;13191114
17.12.2021;7.890000;7.025900;16884428
20.12.2021;8.150000;6.661593;12215220
21.12.2021;7.500000;6.696289;9049025
22.12.2021;7.850000;6.895790;6013671
23.12.2021;8.070000;7.355509;25543362
24.12.2021;8.380000;7.268770;0
28.12.2021;8.560000;7.225400;6962507
29.12.2021;8.360000;7.060596;3143060
30.12.2021;8.140000;6.982530;4590287
31.12.2021;8.060000;7.138660;4500170
03.01.2022;8.230000;7.346836;6740650
04.01.2022;8.610000;7.303466;9387300
05.01.2022;8.440000;7.182030;9865134
06.01.2022;8.310000;7.216726;10191872
07.01.2022;8.330000;7.329487;9515601
10.01.2022;8.480000;7.581032;17470605
11.01.2022;8.800000;7.849925;27846118
12.01.2022;9.160000;7.901968;14625746
13.01.2022;9.250000;8.084121;17065819
14.01.2022;9.280000;7.745837;11809375
17.01.2022;8.920000;7.659098;11962800
18.01.2022;8.860000;7.719815;9165146
19.01.2022;8.900000;7.797881;16537426
20.01.2022;8.990000;7.797881;12832900
21.01.2022;8.990000;8.014729;16142310
24.01.2022;9.150000;7.867272;15120651
25.01.2022;8.990000;7.537662;15804283
26.01.2022;8.820000;7.980034;24640900
27.01.2022;9.190000;7.737164;13435000
28.01.2022;8.920000;7.485619;12226000
31.01.2022;8.710000;7.555011;0
04.02.2022;8.800000;7.780533;8212944
07.02.2022;9.090000;7.789207;8359500
08.02.2022;8.950000;8.162187;22787804
09.02.2022;9.800000;8.647928;44863595
10.02.2022;10.220000;9.142344;43109221
11.02.2022;10.160000;9.107647;24220643
14.02.2022;10.480000;9.142344;19575328
15.02.2022;10.540000;9.072951;18703000
16.02.2022;10.460000;9.142344;10859392
17.02.2022;10.740000;9.229083;15102500
18.02.2022;10.520000;9.315822;13690586
21.02.2022;10.640000;9.333171;11242896
22.02.2022;10.800000;9.471953;14330751
23.02.2022;11.000000;9.419909;11039290
24.02.2022;10.420000;9.298475;25861454
25.02.2022;10.720000;9.298475;13808893
28.02.2022;10.980000;9.419909;15707991
01.03.2022;10.720000;9.177039;22340111
02.03.2022;10.860000;9.628084;30565850
03.03.2022;11.300000;10.044434;30284488
04.03.2022;11.580000;9.818911;75006156
07.03.2022;11.700000;9.975042;46905417
08.03.2022;11.100000;8.986212;65055747
09.03.2022;10.000000;8.725994;37515444
10.03.2022;10.040000;8.673950;20563210
11.03.2022;10.080000;8.708645;25954303
14.03.2022;9.940000;7.971360;28997823
15.03.2022;8.920000;6.965182;50811852
16.03.2022;8.740000;7.546336;30923474
17.03.2022;8.740000;8.318318;31070500
18.03.2022;9.360000;8.743340;27187042
21.03.2022;10.080000;8.673950;22523446
22.03.2022;10.140000;9.159691;21031500
23.03.2022;10.660000;8.899472;24017048
24.03.2022;10.520000;9.471953;28217586
25.03.2022;10.800000;9.281126;24994555
28.03.2022;10.660000;9.211735;13302000
29.03.2022;10.640000;9.211735;17442271
30.03.2022;10.560000;8.934169;18847482
31.03.2022;10.480000;9.072951;14960476
01.04.2022;10.200000;9.142344;10143392
04.04.2022;10.280000;9.177039;7538803
06.04.2022;10.620000;9.107647;17356500
07.04.2022;10.420000;8.986212;13926622
08.04.2022;10.360000;9.142344;18290812
11.04.2022;10.260000;8.812733;13828811
12.04.2022;10.000000;8.561188;24272614
13.04.2022;9.870000;9.003560;18206255
14.04.2022;10.540000;9.194387;13201000
19.04.2022;10.580000;9.471953;28815444
20.04.2022;10.920000;9.177039;18268927
21.04.2022;10.700000;9.281126;12592970
22.04.2022;10.660000;9.385214;18962644
25.04.2022;10.620000;8.760690;24141377
26.04.2022;10.020000;8.170861;28154722
27.04.2022;10.100000;8.474449;23931385
28.04.2022;9.690000;8.543840;9717313
29.04.2022;9.950000;8.665275;14563481
03.05.2022;9.790000;8.500470;5890601
04.05.2022;9.630000;8.361689;4126126
05.05.2022;9.750000;8.222904;13448475
06.05.2022;9.290000;7.789207;14877597
10.05.2022;8.360000;7.563685;18933395
11.05.2022;8.720000;7.581032;13103040
12.05.2022;8.720000;7.476945;16125234
13.05.2022;8.620000;7.771859;19130943
16.05.2022;9.050000;7.702467;17831980
17.05.2022;8.920000;8.066773;20087213
18.05.2022;9.350000;8.049426;9299819
19.05.2022;9.020000;8.066773;12657110
20.05.2022;9.420000;8.457101;32566054
23.05.2022;9.670000;9.122578;44198328
24.05.2022;9.870000;8.873024;14032840
25.05.2022;9.600000;8.817568;19006823
26.05.2022;9.600000;8.678926;18029366
27.05.2022;9.520000;8.743627;6358104
30.05.2022;9.460000;8.817568;8084047
31.05.2022;9.550000;9.002422;28753474
01.06.2022;9.730000;9.020908;8165074
02.06.2022;9.650000;8.983937;9982000
06.06.2022;9.780000;9.104094;15165644
07.06.2022;9.810000;9.233490;14653202
08.06.2022;10.000000;9.196520;20647021
09.06.2022;9.980000;9.030151;13032640
10.06.2022;9.500000;8.919237;69236329
13.06.2022;9.200000;8.595742;33046685
14.06.2022;9.360000;8.577257;18073881
15.06.2022;9.210000;8.577257;17171751
16.06.2022;9.300000;8.568014;19171479
17.06.2022;9.300000;8.318460;21274316
20.06.2022;8.960000;8.263003;14434645
21.06.2022;8.810000;8.466344;6400450
22.06.2022;8.980000;8.355432;26020100
23.06.2022;8.940000;8.179819;16169161
24.06.2022;8.710000;7.837838;47192633
27.06.2022;8.480000;8.050421;20060837
28.06.2022;8.700000;8.281489;20871900
29.06.2022;8.380000;8.087392;22217500
30.06.2022;8.750000;8.198304;21418730
04.07.2022;8.700000;7.948751;16394152
05.07.2022;8.730000;8.133606;13059967
06.07.2022;8.620000;7.856323;21439856
07.07.2022;8.490000;8.031935;16734633
08.07.2022;8.900000;8.013450;12496410
11.07.2022;8.670000;7.847081;10866319
12.07.2022;8.540000;7.726925;6463476
13.07.2022;8.310000;7.579041;14327574
14.07.2022;8.350000;7.440401;12053500
15.07.2022;8.050000;7.153876;18260964
18.07.2022;7.850000;7.551313;13731380
19.07.2022;8.070000;7.532827;10656893
20.07.2022;8.260000;7.394187;11239722
21.07.2022;8.010000;7.495856;10904528
22.07.2022;8.110000;7.301759;14499500
25.07.2022;7.900000;7.274031;5368758
26.07.2022;7.990000;7.523585;7530580
27.07.2022;8.200000;7.421915;10176000
28.07.2022;8.150000;7.588284;9181009
29.07.2022;8.250000;7.542070;12460500
01.08.2022;8.160000;7.301759;14331060
02.08.2022;7.880000;7.042963;14601338
03.08.2022;7.650000;7.144633;7518081
04.08.2022;7.740000;7.172361;4910497
05.08.2022;7.860000;7.246303;9421632
08.08.2022;7.830000;7.181604;5498500
09.08.2022;7.660000;7.264789;16595263
10.08.2022;7.800000;7.061448;8400773
11.08.2022;7.740000;7.311002;10299000
12.08.2022;7.930000;7.671469;18815000
15.08.2022;8.270000;7.440401;19706074
16.08.2022;8.070000;7.329487;13853941
17.08.2022;7.990000;7.440401;5841064
18.08.2022;8.050000;7.255546;8647865
19.08.2022;7.870000;7.116905;15801528
22.08.2022;7.670000;7.421915;17018761
23.08.2022;7.940000;7.477372;8245670
24.08.2022;8.090000;7.477372;11224427
25.08.2022;8.190000;7.893294;23841792
26.08.2022;8.540000;7.791625;8989000
29.08.2022;8.000000;7.458886;19468012
30.08.2022;7.960000;7.107662;24019200
31.08.2022;7.650000;7.079934;25916705
01.09.2022;7.560000;6.765681;20630249
02.09.2022;7.320000;6.488399;22821636
05.09.2022;7.000000;6.710225;15590856
06.09.2022;7.340000;6.830380;13959132
07.09.2022;7.310000;6.959779;18161688
08.09.2022;7.610000;6.913565;8783975
09.09.2022;7.540000;7.209332;21804001
13.09.2022;7.810000;7.255546;11273893
14.09.2022;7.740000;7.246303;9109689
15.09.2022;7.900000;7.200089;8504099
16.09.2022;7.680000;7.061448;11079473
19.09.2022;7.490000;6.959779;7678001
20.09.2022;7.500000;6.904322;12132797
21.09.2022;7.460000;6.913565;9043500
22.09.2022;7.310000;6.830380;10753972
23.09.2022;7.390000;6.664011;9020754
26.09.2022;7.120000;6.220359;22777565
27.09.2022;6.750000;6.359001;20411300
28.09.2022;6.880000;5.832165;30499121
29.09.2022;6.390000;5.758223;15294336
30.09.2022;6.360000;6.007777;12287439
03.10.2022;6.350000;5.970806;6691037
05.10.2022;6.790000;6.220359;8907020
06.10.2022;6.730000;6.164903;3893500
07.10.2022;6.680000;6.081718;4775500
10.10.2022;6.460000;5.813679;10302231
11.10.2022;6.220000;5.832165;14687077
12.10.2022;6.270000;6.053990;12107261
13.10.2022;6.660000;5.952321;18305236
14.10.2022;6.680000;6.063233;13235605
17.10.2022;6.560000;5.980049;8619501
18.10.2022;6.480000;5.989292;6743228
19.10.2022;6.470000;5.813679;9774900
20.10.2022;6.200000;5.499426;33298866
21.10.2022;6.020000;5.499426;25320719
24.10.2022;5.950000;5.203659;19475266
25.10.2022;5.780000;5.148203;23427880
26.10.2022;5.640000;5.351542;27486264
27.10.2022;5.920000;5.591854;34659500
28.10.2022;6.050000;5.379271;16340832
31.10.2022;5.850000;5.148203;18792121
01.11.2022;5.670000;5.619582;22218143
02.11.2022;6.040000;5.804437;11575925
03.11.2022;6.120000;5.517911;10279917
04.11.2022;5.970000;5.795194;17335397
07.11.2022;6.250000;6.137175;25345981
08.11.2022;6.790000;6.109447;11933100
09.11.2022;6.610000;6.192631;17433877
10.11.2022;6.280000;6.133561;18447552
11.11.2022;6.410000;6.468297;18491500
14.11.2022;6.620000;6.753808;25485716
15.11.2022;6.910000;6.950712;29471158
16.11.2022;7.100000;7.177152;30123640
17.11.2022;7.210000;6.970403;29131086
18.11.2022;7.080000;6.734118;22193983
21.11.2022;6.770000;6.556904;17703823
22.11.2022;6.730000;6.556904;8076739
23.11.2022;6.700000;6.527369;6678566
24.11.2022;6.670000;6.665201;5836666
25.11.2022;6.880000;6.773499;4993500
28.11.2022;6.860000;6.684892;11330228
29.11.2022;6.880000;6.970403;14332702
30.11.2022;7.090000;7.118081;25274663
01.12.2022;7.270000;7.186997;23660979
02.12.2022;7.300000;6.921177;13745493
05.12.2022;7.170000;7.472508;22828630
06.12.2022;7.560000;7.354365;13893756
07.12.2022;7.450000;7.068854;13467448
08.12.2022;7.270000;7.147616;15953432
09.12.2022;7.260000;7.393746;19113500
12.12.2022;7.500000;7.196842;12732265
13.12.2022;7.410000;7.255913;7921177
14.12.2022;7.530000;7.403592;12797537
15.12.2022;7.230000;7.374055;8430739
16.12.2022;7.400000;7.383901;9060796
19.12.2022;7.530000;7.265759;16309596
20.12.2022;7.430000;7.068854;11469380
21.12.2022;7.250000;7.147616;4557537
22.12.2022;7.380000;7.196842;5651164
23.12.2022;7.250000;7.177152;5637848
28.12.2022;7.340000;7.393746;9851339
29.12.2022;7.500000;7.275604;9740101
30.12.2022;7.470000;7.255913;6579795
03.01.2023;7.370000;7.403592;7773484
04.01.2023;7.550000;7.305140;26912828
05.01.2023;7.410000;7.462663;11176252
06.01.2023;7.740000;7.423282;20654390
09.01.2023;7.720000;7.856471;27584602
10.01.2023;8.000000;8.033684;34898850
11.01.2023;8.300000;8.004148;30074798
12.01.2023;8.240000;8.151827;28731139
13.01.2023;8.440000;8.289660;14382253
16.01.2023;8.500000;8.309350;30942004
17.01.2023;8.460000;8.516099;33418272
18.01.2023;8.750000;8.575171;27714184
19.01.2023;8.560000;8.525945;5779193
20.01.2023;8.650000;8.811455;13377805
26.01.2023;9.060000;8.978824;10870867
27.01.2023;9.120000;8.998514;4492310
30.01.2023;9.200000;8.772075;31996335
31.01.2023;9.000000;8.919753;24698974
01.02.2023;9.150000;9.156037;34191578
02.02.2023;9.400000;9.136347;20076906
03.02.2023;9.140000;8.742539;24734638
06.02.2023;8.700000;8.348730;35042564
07.02.2023;8.480000;8.437337;19016295
08.02.2023;8.630000;8.545635;12255493
09.02.2023;8.680000;8.614552;9754500
10.02.2023;8.750000;8.427493;8436000
13.02.2023;8.480000;8.378266;10029581
14.02.2023;8.590000;8.358576;11015698
15.02.2023;8.490000;8.210898;17939003
16.02.2023;8.340000;7.866316;35369386
17.02.2023;8.010000;8.151827;29539781
20.02.2023;8.400000;8.959134;78701437
21.02.2023;9.120000;9.057585;40670486
22.02.2023;9.080000;8.870526;26277824
23.02.2023;9.000000;8.713003;10823470
24.02.2023;8.850000;8.525945;14610896
27.02.2023;8.580000;8.260124;15185090
28.02.2023;8.500000;8.260124;24624496
01.03.2023;8.400000;8.742539;20349189
02.03.2023;8.780000;8.683467;16296893
03.03.2023;8.860000;8.653932;10461679
06.03.2023;8.760000;8.653932;11538204
07.03.2023;8.790000;8.663777;16973683
08.03.2023;8.740000;8.565325;11013399
09.03.2023;8.640000;8.279814;21008929
10.03.2023;8.370000;8.063219;23812841
13.03.2023;8.150000;8.181363;19103938
14.03.2023;8.310000;7.984458;21792240
15.03.2023;8.110000;7.994303;11615880
16.03.2023;8.010000;7.649722;14617627
17.03.2023;7.810000;7.905696;23036404
20.03.2023;7.950000;7.777709;18037615
21.03.2023;7.890000;7.866316;13521204
22.03.2023;7.990000;7.698947;27617704
23.03.2023;7.800000;7.905696;15376619
24.03.2023;8.070000;7.915542;15328351
27.03.2023;7.870000;7.275604;41143106
28.03.2023;7.430000;7.177152;32548722
29.03.2023;7.390000;7.196842;15111064
30.03.2023;7.310000;7.314984;12164234
31.03.2023;7.560000;7.403592;14733632
03.04.2023;7.540000;7.127925;25000526
04.04.2023;7.240000;7.186997;16451077
06.04.2023;7.130000;7.167307;11442929
11.04.2023;7.280000;7.600495;28011052
12.04.2023;7.720000;7.590650;12093041
13.04.2023;7.700000;7.689102;14665452
14.04.2023;7.830000;8.141982;40945505
17.04.2023;8.360000;8.319195;50555800
18.04.2023;8.370000;8.427493;22235770
19.04.2023;8.570000;8.417647;19773816
20.04.2023;8.510000;8.407802;18423262
21.04.2023;8.530000;7.994303;16557464
24.04.2023;8.100000;7.895852;14857113
25.04.2023;8.100000;7.708793;20090641
26.04.2023;7.850000;7.580805;17010620
27.04.2023;7.540000;7.551270;15363203
28.04.2023;7.650000;7.570960;7964528
02.05.2023;7.730000;7.570960;6780700
03.05.2023;7.600000;7.472508;5765250
04.05.2023;7.580000;7.570960;8306837
05.05.2023;7.720000;7.570960;4512500
08.05.2023;7.700000;7.826935;13814474
09.05.2023;8.030000;7.541424;14599000
10.05.2023;7.700000;7.511889;9454365
11.05.2023;7.650000;7.255913;21726136
12.05.2023;7.360000;6.753808;49269073
15.05.2023;6.850000;6.704582;16071856
16.05.2023;6.880000;6.724272;12222900
17.05.2023;6.830000;6.576594;7973461
18.05.2023;6.680000;6.497833;21404649
