Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01,100.169998,100.790001,97.900002,98.139999,79.779457,116600
2017-11-02,98.070000,99.800003,98.070000,98.160004,79.795708,121500
2017-11-03,98.389999,99.150002,97.330002,97.940002,79.616867,204700
2017-11-06,98.250000,99.209999,97.489998,97.730003,79.446152,89700
2017-11-07,97.370003,98.000000,95.930000,97.000000,78.852737,124100
2017-11-08,96.620003,97.260002,95.000000,95.970001,78.015396,121200
2017-11-09,94.919998,96.230003,93.379997,94.389999,76.731026,118100
2017-11-10,94.650002,96.010002,93.650002,93.940002,76.365204,105500
2017-11-13,93.769997,95.169998,93.320000,94.519997,76.836685,109300
2017-11-14,93.730003,95.260002,92.889999,93.550003,76.048172,98300
2017-11-15,92.750000,93.320000,90.930000,91.180000,74.121552,286700
2017-11-16,91.949997,95.650002,91.820000,92.940002,75.552307,355400
2017-11-17,92.779999,95.849998,92.779999,95.120003,77.324463,123100
2017-11-20,95.120003,96.680000,94.519997,96.669998,78.584473,197900
2017-11-21,97.129997,98.760002,97.010002,97.540001,79.291687,212300
2017-11-22,97.949997,98.690002,96.940002,97.050003,78.893387,91600
2017-11-24,97.099998,97.919998,95.199997,95.370003,77.527672,52600
2017-11-27,95.269997,96.209999,94.660004,94.779999,77.048050,98000
2017-11-28,94.720001,96.160004,94.040001,96.040001,78.072319,135900
2017-11-29,95.739998,97.089996,95.400002,95.669998,77.771561,112800
2017-11-30,96.470001,97.220001,95.760002,96.860001,78.738907,94400
2017-12-01,97.309998,97.699997,94.419998,97.410004,79.186020,115000
2017-12-04,98.040001,99.570000,95.949997,98.459999,80.039574,110200
2017-12-05,98.110001,98.500000,97.099998,98.209999,79.836365,134500
2017-12-06,97.900002,99.290001,97.309998,98.949997,80.437912,198000
2017-12-07,98.940002,99.610001,97.559998,99.419998,80.819984,236100
2017-12-08,99.849998,100.989998,98.559998,100.160004,81.421547,170900
2017-12-11,100.180000,101.169998,99.650002,100.459999,81.665405,97200
2017-12-12,100.750000,101.430000,99.660004,100.220001,81.470322,103600
2017-12-13,100.160004,102.940002,99.720001,99.949997,81.250832,206900
2017-12-14,100.180000,100.180000,98.510002,98.949997,80.437912,117800
2017-12-15,99.419998,100.209999,99.010002,99.709999,81.055717,276200
2017-12-18,100.099998,102.680000,98.470001,101.440002,82.462067,145500
2017-12-19,101.620003,104.089996,101.220001,103.070000,83.787117,221100
2017-12-20,103.059998,104.230003,102.169998,103.389999,84.047249,107600
2017-12-21,103.300003,104.099998,102.070000,103.919998,84.478096,114400
2017-12-22,104.260002,105.629997,103.309998,104.699997,85.112160,73600
2017-12-26,104.790001,106.160004,104.790001,106.000000,86.168953,62300
2017-12-27,106.010002,106.699997,105.410004,106.220001,86.347778,54000
2017-12-28,106.610001,108.500000,106.610001,108.430000,88.144348,92300
2017-12-29,108.970001,109.129997,106.800003,106.849998,86.859940,88000
2018-01-02,107.690002,109.790001,107.260002,109.419998,88.949120,93000
2018-01-03,109.900002,109.940002,107.680000,109.349998,88.892227,100100
2018-01-04,109.599998,111.000000,109.139999,110.900002,90.152229,77500
2018-01-05,110.910004,110.910004,109.269997,110.339996,89.696991,79400
